<text id="silva1738">
<s>
PRECIPÍCIO	NOM	precipício
seres	NOM	ser
venturoso	ADJ	venturoso
instrumento	NOM	instrumento
das	PRP+DET	de
minhas	ADJ	minha
ideias	NOM	ideia
;	SENT	;
pois	CONJ	pois
só	ADV	só
o	DET	o
teu	ADJ	teu
valor	NOM	valor
e	CONJ	e
a	DET	a
tua	ADJ	tua
ambição	NOM	ambição
poderão	V	poder
suspender	V	suspender
a	DET	a
roda	NOM	roda
de	PRP	de
minha	ADJ	minha
infausta	ADJ	infausto
fortuna	NOM	fortuna
.	SENT	.
</s>
<s>
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Pois	CONJ	pois
em	PRP	em
que	PR	que
te	P	te
dilatas	V	dilatar
?	SENT	?
Propõe	V	propor
,	VIRG	,
galharda	ADJ	galhardo
ninfa	NOM	ninfa
,	VIRG	,
que	PR	que
a	DET	a
teu	ADJ	teu
respeito	NOM	respeito
,	VIRG	,
se	P	se
necessário	ADJ	necessário
for	V	ir
,	VIRG	,
roubarei	V	roubar
as	DET	a
luzes	NOM	luz
ao	PRP+DET	a
Sol	NOM	sol
,	VIRG	,
a	DET	a
Neptuno	NOM	<unknown>
o	DET	o
tridente	NOM	tridente
e	CONJ	e
os	DET	o
raios	NOM	raio
a	PRP	a
Júpiter	NOM	Júpiter
,	VIRG	,
para	PRP	para
que	PR	que
com	PRP	com
raios	NOM	raio
,	VIRG	,
tridente	NOM	tridente
e	CONJ	e
luzes	NOM	luz
possa	V	poder
triunfar	V	triunfar
do	PRP+DET	de
Sol	NOM	sol
,	VIRG	,
do	PRP+DET	de
Mar	NOM	Mar
e	CONJ	e
do	PRP+DET	de
Empíreo	NOM	<unknown>
.	SENT	.
</s>
<s>
Egéria	NOM	<unknown>
.	SENT	.
</s>
<s>
Já	ADV	já
que	CONJSUB	que
a	DET	a
altivez	NOM	altivez
de	PRP	de
teus	ADJ	teu
pensamentos	NOM	pensamento
me	P	me
persuade	V	persuadir
a	DET	a
minha	ADJ	minha
ventura	NOM	ventura
,	VIRG	,
sabe	V	saber
que	CONJSUB	que
eu	P	eu
sou	V	ser
a	DET	a
infeliz	ADJ	infeliz
Egéria	NOM	<unknown>
,	VIRG	,
filha	NOM	filho
de	PRP	de
Tirreno	NOM	<unknown>
,	VIRG	,
rei	NOM	rei
que	PR	que
foi	V	ir
desta	PRP+P	de
região	NOM	região
;	SENT	;
o	DET	o
qual	PR	qual
,	VIRG	,
deixando-me	V+P	deixar
pupila	V	pupilar
debaixo	ADV	debaixo
da	PRP+DET	de
tutela	NOM	tutela
de	PRP	de
Tages	NOM	<unknown>
,	VIRG	,
seu	ADJ	seu
irmão	NOM	irmão
e	CONJ	e
meu	ADJ	meu
tio	NOM	tio
,	VIRG	,
este	P	este
tiranamente	ADV	<unknown>
me	P	me
tem	V	ter
.usurpado	V	<unknown>
o	DET	o
ceptro	NOM	ceptro
,	VIRG	,
intentando	V	intentar
perpetuar	V	perpetuar
a	DET	a
minha	ADJ	minha
coroa	NOM	coroa
na	PRP+DET	em
sua	ADJ	sua
descendência	NOM	descendência
,	VIRG	,
fazendo	V	fazer
com	PRP	com
que	PR	que
Ismene	NOM	<unknown>
,	VIRG	,
sua	ADJ	sua
filha	NOM	filho
,	VIRG	,
seja	V	ser
herdeira	NOM	herdeiro
de	PRP	de
minha	ADJ	minha
fortuna	NOM	fortuna
,	VIRG	,
casando-a	V+P	casar
com	PRP	com
Albano	NOM	albano
,	VIRG	,
seu	ADJ	seu
sobrinho	NOM	sobrinho
,	VIRG	,
príncipe	NOM	príncipe
da	PRP+DET	de
Ligúria	NOM	<unknown>
.	SENT	.
</s>
<s>
Ah	I	ah
,	VIRG	,
cruel	ADJ	cruel
Albano	NOM	albano
!	SENT	!
Ah	I	ah
falso	ADJ	falso
amante	NOM	amante
!	SENT	!
(	QUOTE	(
À	PRP+DET	a
parte	NOM	parte
)	QUOTE	)
.	SENT	.
</s>
<s>
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Que	PR	que
sofram	V	sofrer
os	DET	o
deuses	NOM	deus
semelhantes	ADJ	semelhante
injustiças	V	injustiçar
!	SENT	!
Egéria	NOM	<unknown>
.	SENT	.
</s>
<s>
Albano	NOM	albano
,	VIRG	,
pois	CONJ	pois
,	VIRG	,
com	PRP	com
as	DET	a
armas	NOM	arma
da	PRP+DET	de
Ligúria	NOM	<unknown>
intenta	ADJ	intento
segurar	V	segurar
o	DET	o
trono	NOM	trono
de	PRP	de
Ismene	NOM	<unknown>
;	SENT	;
e	CONJ	e
assim	ADV	assim
,	VIRG	,
desvalida	V	desvaler
e	CONJ	e
sem	PRP	sem
amparo	NOM	amparo
,	VIRG	,
consinto	V	consentir
esta	DET	esta
violência	NOM	violência
,	VIRG	,
este	DET	este
atentado	NOM	atentado
e	CONJ	e
esta	DET	esta
injúria	NOM	injúria
,	VIRG	,
até	PRP	até
que	PR	que
o	DET	o
teu	ADJ	teu
valor	NOM	valor
,	VIRG	,
animado	V	animar
de	PRP	de
tão	ADV	tão
altos	ADJ	alto
espíritos	NOM	espírito
,	VIRG	,
saiba	V	saber
segurar-me	V+P	segurar
o	DET	o
trono	NOM	trono
que	PR	que
me	P	me
usurpa	V	usurpar
uma	DET	uma
tirana	NOM	tirano
,	VIRG	,
para	PRP	para
que	PR	que
ambos	CARD	ambos
consigamos	V	conseguir
:	SENT	:
eu	P	eu
,	VIRG	,
a	DET	a
minha	ADJ	minha
coroa	NOM	coroa
,	VIRG	,
e	CONJ	e
tu	P	tu
a	DET	a
minha	ADJ	minha
mão	NOM	mão
.	SENT	.
</s>
<s>
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Pois	CONJ	pois
eu	P	eu
,	VIRG	,
Egéria	NOM	<unknown>
,	VIRG	,
hei-de	V	haver
ser	V	ser
rei	NOM	rei
de	PRP	de
Itália	NOM	Itália
?	SENT	?
Egéria	NOM	<unknown>
.	SENT	.
</s>
<s>
Cuidei	V	cuidar
que	CONJSUB	que
perguntavas	V	perguntar
se	P	se
havias	V	haver
de	PRP	de
ser	V	ser
meu	ADJ	meu
esposo	NOM	esposo
.	SENT	.
</s>
<s>
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Sem	PRP	sem
o	DET	o
carácter	NOM	carácter
de	PRP	de
rei	NOM	rei
,	VIRG	,
teu	ADJ	teu
esposo	NOM	esposo
como	CONJ	como
poderei	V	poder
ser	V	ser
?	SENT	?
Egéria	NOM	<unknown>
.	SENT	.
</s>
<s>
Sim	ADV	sim
,	VIRG	,
poderias	V	poder
,	VIRG	,
pela	PRP+DET	por
violência	NOM	violência
com	PRP	com
que	PR	que
me	P	me
atrai	V	atrair
o	DET	o
teu	ADJ	teu
nome	NOM	nome
e	CONJ	e
a	DET	a
tua	ADJ	tua
pessoa	NOM	pessoa
;	SENT	;
e	CONJ	e
,	VIRG	,
pois	CONJ	pois
da	PRP+DET	de
minha	ADJ	minha
parte	NOM	parte
está	V	estar
o	DET	o
amor	NOM	amor
,	VIRG	,
esteja	V	estar
da	PRP+DET	de
tua	ADJ	tua
a	DET	a
fortuna	NOM	fortuna
.	SENT	.
</s>
<s>
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
E	CONJ	e
para	PRP	para
que	PR	que
a	DET	a
tua	ADJ	tua
se	CONJ	se
estabeleça	V	estabelecer
,	VIRG	,
discorramos	V	discorrer
o	DET	o
meio	NOM	meio
para	PRP	para
a	DET	a
conseguires	V	conseguir
.	SENT	.
</s>
<s>
Egéria	NOM	<unknown>
.	SENT	.
</s>
<s>
Não	ADV	não
acho	V	achar
outro	P	outro
mais	ADV	mais
eficaz	ADJ	eficaz
que	PR	que
seres	NOM	ser
tu	P	tu
homicida	V	homicidar
de	PRP	de
Ismene	NOM	<unknown>
e	CONJ	e
eu	P	eu
de	PRP	de
Albano	NOM	albano
,	VIRG	,
para	PRP	para
que	PR	que
de	PRP	de
uma	DET	uma
vez	NOM	vez
se	P	se
cortem	V	cortar
as	DET	a
esperanças	NOM	esperança
de	PRP	de
reverdecer	V	reverdecer
o	DET	o
laurel	NOM	laurel
nas	PRP+DET	em
suas	ADJ	sua
cabeças	NOM	cabeça
;	SENT	;
pois	CONJ	pois
,	VIRG	,
extinta	V	extinguir
assim	ADV	assim
a	DET	a
estirpe	NOM	estirpe
real	ADJ	real
,	VIRG	,
por	PRP	por
força	NOM	força
me	P	me
aclamarão	V	aclamar
princesa	NOM	princesa
hereditária	ADJ	hereditário
.	SENT	.
</s>
<s>
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Não	ADV	não
seria	V	ser
melhor	ADV	melhor
que	CONJSUB	que
Albano	NOM	albano
ficasse	V	ficar
ao	PRP+DET	a
arbítrio	NOM	arbítrio
de	PRP	de
minhas	ADJ	minha
iras	NOM	ira
,	VIRG	,
e	CONJ	e
Ismene	NOM	<unknown>
ao	PRP+DET	a
das	PRP+DET	de
tuas	ADJ	tua
,	VIRG	,
para	PRP	para
que	PR	que
na	PRP+DET	em
igualdade	NOM	igualdade
dos	PRP+DET	de
sexos	NOM	sexo
ficasse	V	ficar
sem	PRP	sem
perigo	NOM	perigo
a	PRP	a
resolução	NOM	resolução
?	SENT	?
Egéria	NOM	<unknown>
.	SENT	.
</s>
<s>
Não	ADV	não
,	VIRG	,
porque	CONJ	porque
se	P	se
não	ADV	não
há-de	V	haver
presumir	V	presumir
que	CONJSUB	que
uma	DET	uma
mulher	NOM	mulher
haja	V	haver
de	PRP	de
ser	V	ser
homicida	V	homicidar
de	PRP	de
um	DET	um
homem	NOM	homem
;	SENT	;
e	CONJ	e
assim	ADV	assim
,	VIRG	,
no	PRP+DET	em
maior	ADJ	maior
disfarce	NOM	disfarce
se	P	se
encobrirá	V	encobrir
o	DET	o
maior	ADJ	maior
veneno	NOM	veneno
;	SENT	;
e	CONJ	e
,	VIRG	,
pois	CONJ	pois
nesta	PRP+P	em
quinta	CARD	quinto
,	VIRG	,
vizinha	NOM	vizinho
ao	PRP+DET	a
Erídano	NOM	erídano
,	VIRG	,
vive	V	viver
el-rei	NOM	el-rei
,	VIRG	,
a	PRP	a
ela	P	ela
te	P	te
encaminha	V	encaminhar
,	VIRG	,
aonde	P	aonde
espero	V	esperar
introduzir-te	V	<unknown>
.	SENT	.
</s>
<s>
Mas	CONJ	mas
ai	I	ai
,	VIRG	,
Faetonte	NOM	<unknown>
!	SENT	!
Não	ADV	não
sei	V	saber
se	P	se
me	P	me
saberás	V	saber
corresponder	V	corresponder
!	SENT	!
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Não	ADV	não
sabes	V	saber
que	CONJSUB	que
a	DET	a
infidelidade	NOM	infidelidade
não	ADV	não
cabe	V	caber
em	PRP	em
meu	ADJ	meu
peito	NOM	peito
?	SENT	?
E	CONJ	e
,	VIRG	,
se	P	se
me	P	me
não	ADV	não
acreditas	V	acreditar
,	VIRG	,
sede-me	V	<unknown>
testemunhas	V	testemunhar
vós	P	vós
,	VIRG	,
Padre	NOM	padre
Erídano	NOM	erídano
;	SENT	;
vós	P	vós
,	VIRG	,
cerúleas	ADJ	cerúleo
ninfas	NOM	ninfa
,	VIRG	,
que	PR	que
nesses	PRP+P	em
pélagos	NOM	pélago
habitais	V	habitar
,	VIRG	,
de	PRP	de
que	PR	que
jamais	ADV	jamais
serei	V	ser
infiel	ADJ	infiel
a	DET	a
Egéria	NOM	<unknown>
;	SENT	;
e	CONJ	e
,	VIRG	,
se	P	se
o	P	o
for	V	ir
,	VIRG	,
permiti	V	permitir
que	CONJSUB	que
sejam	V	ser
as	DET	a
vossas	ADJ	vossa
águas	NOM	água
os	DET	o
fiscais	NOM	fiscal
do	PRP+DET	de
meu	ADJ	meu
delito	NOM	delito
.	SENT	.
</s>
<s>
Egéria	NOM	<unknown>
.	SENT	.
</s>
<s>
Basta	V	bastar
,	VIRG	,
Faetonte	NOM	<unknown>
;	SENT	;
mas	CONJ	mas
só	ADV	só
te	P	te
advirto	V	advertir
que	CONJSUB	que
hás-de	V	haver
ser	V	ser
o	DET	o
homicida	NOM	homicida
de	PRP	de
Ismene	NOM	<unknown>
.	SENT	.
</s>
<s>
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
Para	PRP	para
que	PR	que
me	P	me
lembras	V	lembrar
essa	DET	essa
circunstância	NOM	circunstância
?	SENT	?
Egéria	NOM	<unknown>
.	SENT	.
</s>
<s>
Para	PRP	para
que	PR	que
não	ADV	não
aches	V	achar
desculpa	NOM	desculpa
na	PRP+DET	em
sua	ADJ	sua
formosura	NOM	formosura
.	SENT	.
</s>
<s>
Faetonte	NOM	<unknown>
.	SENT	.
</s>
<s>
A	DET	a
que	PR	que
eu	P	eu
adoro	V	adorar
é	V	ser
objecto	V	objectar
tão	ADV	tão
peregrino	NOM	peregrino
,	VIRG	,
que	PR	que
não	ADV	não
admite	V	admitir
hospedar-se	V+P	hospedar
em	PRP	em
meu	ADJ	meu
peito	NOM	peito
outra	ADJ	outro
qualquer	ADJ	qualquer
beleza	NOM	beleza
;	SENT	;
e	CONJ	e
assim	ADV	assim
,	VIRG	,
a	DET	a
de	PRP	de
Ismene	NOM	<unknown>
