<text id="rocha1910">
<s>
MARIA	NOM	maria
ao	PRP+DET	a
trabalho	NOM	trabalho
de	PRP	de
rendas	NOM	renda
das	PRP+DET	de
duas	CARD	dois
filhas	NOM	filho
,	VIRG	,
enquanto	CONJ	enquanto
o	DET	o
filho	NOM	filho
João	NOM	João
e	CONJ	e
a	DET	a
outra	ADJ	outro
moça	NOM	moço
arrancavam	V	arrancar
,	VIRG	,
na	PRP+DET	em
catinga	NOM	catinga
,	VIRG	,
raízes	NOM	raiz
de	PRP	de
umbu	NOM	umbu
,	VIRG	,
para	PRP	para
o	DET	o
bró	NOM	<unknown>
indigerível	ADJ	indigerível
da	PRP+DET	de
ceia	NOM	ceia
,	VIRG	,
quando	CONJ	quando
soaram	V	soar
ao	PRP+DET	a
longe	ADV	longe
os	DET	o
cincerros	NOM	cincerro
e	CONJ	e
guizas	V	<unknown>
de	PRP	de
uma	DET	uma
cabeçada	NOM	cabeçada
.	SENT	.
</s>
<s>
A	DET	a
seca	NOM	seca
tinha	V	ter
tornado	V	tornar
raras	ADJ	raro
as	DET	a
tropas	NOM	tropa
naquela	PRP+P	aquela
estrada	NOM	estrada
.	SENT	.
</s>
<s>
Ouvidos	NOM	ouvido
habituados	ADJ	habituado
à	PRP+DET	a
solidão	NOM	solidão
receberam	V	receber
esses	DET	esse
sons	NOM	som
como	CONJ	como
se	P	se
escutassem	V	escutar
o	DET	o
bimbalhar	NOM	bimbalhar
dos	PRP+DET	de
sinos	NOM	sino
duma	PRP+DET	de
igreja	NOM	igreja
em	PRP	em
festa	NOM	festa
.	SENT	.
</s>
<s>
Houve	V	haver
alvoroço	NOM	alvoroço
.	SENT	.
</s>
<s>
O	DET	o
sangue	NOM	sangue
subiu	V	subir
às	PRP+DET	a
faces	NOM	face
das	PRP+DET	de
moças	NOM	moço
,	VIRG	,
que	PR	que
apanharam	V	apanhar
,	VIRG	,
às	PRP+DET	a
pressas	NOM	pressa
,	VIRG	,
almofadas	NOM	almofada
e	CONJ	e
pelegos	NOM	pelego
velhos	ADJ	velho
,	VIRG	,
em	PRP	em
que	PR	que
se	P	se
sentavam	V	sentar
,	VIRG	,
e	CONJ	e
correram	V	correr
para	PRP	para
o	DET	o
interior	NOM	interior
da	PRP+DET	de
habitação	NOM	habitação
,	VIRG	,
embaraçando	V	embaraçar
os	DET	o
bilros	NOM	bilro
,	VIRG	,
cujos	PR	cujo
fios	NOM	fio
,	VIRG	,
encardidos	V	encardir
de	PRP	de
pó	NOM	pó
vermelho	ADJ	vermelho
,	VIRG	,
saltavam	V	saltar
dos	PRP+DET	de
pés	NOM	pé
de	PRP	de
mandacaru	NOM	mandacaru
,	VIRG	,
servindo	V	servir
de	PRP	de
alfinetes	NOM	alfinete
.	SENT	.
</s>
<s>
A	DET	a
velha	ADJ	velho
correu	V	correr
ao	PRP+DET	a
quarto	NOM	quarto
açodada	ADJ	açodado
:	SENT	:
-	QUOTE	-
Seu	ADJ	seu
Raimundo	NOM	Raimundo
,	VIRG	,
boas-novas	V	<unknown>
!	SENT	!
Aí	ADV	aí
vem	V	vir
uma	DET	uma
tropa	NOM	tropa
!	SENT	!
-	QUOTE	-
Levanta	V	levantar
,	VIRG	,
homem	NOM	homem
!	SENT	!
cria	V	crer
coragem	NOM	coragem
!	SENT	!
Estremunhado	ADJ	estremunhado
,	VIRG	,
assim	ADV	assim
,	VIRG	,
do	PRP+DET	de
sono	NOM	sono
doentio	ADJ	doentio
de	PRP	de
faminto	ADJ	faminto
,	VIRG	,
o	DET	o
velho	NOM	velho
abriu	V	abrir
os	DET	o
olhos	NOM	olho
vagarosamente	ADV	vagarosamente
.	SENT	.
</s>
<s>
A	DET	a
mulher	NOM	mulher
insistia	V	insistir
baixando	V	baixar
a	DET	a
voz	NOM	voz
,	VIRG	,
porque	CONJ	porque
soava	V	soar
já	ADV	já
no	PRP+DET	em
terreiro	NOM	terreiro
a	PRP	a
estropiada	V	estropiar
do	PRP+DET	de
primeiro	CARD	primeiro
lote	NOM	lote
,	VIRG	,
de	PRP	de
mistura	NOM	mistura
com	PRP	com
os	DET	o
sons	NOM	som
da	PRP+DET	de
cabeçada	NOM	cabeçada
:	SENT	:
-	QUOTE	-
Levanta	V	levantar
,	VIRG	,
homem	NOM	homem
!	SENT	!
-	QUOTE	-
Ó	I	ó
de	PRP	de
casa	NOM	casa
!	SENT	!
-	QUOTE	-
brada	V	bradar
no	PRP+DET	em
peitoril	NOM	peitoril
uma	DET	uma
voz	NOM	voz
forte	ADJ	forte
,	VIRG	,
d'homem	NOM	<unknown>
,	VIRG	,
enquanto	CONJ	enquanto
retiniam	V	retinir
chinelas	NOM	chinela
sobre	PRP	sobre
os	DET	o
tijolos	NOM	tijolo
estragados	ADJ	estragado
.	SENT	.
</s>
<s>
O	DET	o
velho	NOM	velho
fez	V	fazer
um	DET	um
esforço	NOM	esforço
,	VIRG	,
sentou-se	V+P	sentar
no	PRP+DET	em
catre	NOM	catre
e	CONJ	e
respondeu	V	responder
:	SENT	:
-	QUOTE	-
Ó	I	ó
de	PRP	de
fora	NOM	fora
!	SENT	!
O	DET	o
arrieiro	NOM	arrieiro
estava	V	estar
impaciente	ADJ	impaciente
,	VIRG	,
porque	CONJ	porque
mal	ADV	mal
ouviu	V	ouvir
a	DET	a
resposta	NOM	resposta
perguntou	V	perguntar
:	SENT	:
-	QUOTE	-
Pode-se	V+P	poder
arranchar	V	arranchar
aqui	ADV	aqui
?	SENT	?
tem	V	ter
cômodo	ADJ	cômodo
pra	PRP+DET	pro
os	DET	o
animais	NOM	animal
?	SENT	?
Não	ADV	não
suportando	V	suportar
mais	ADV	mais
a	DET	a
moleza	NOM	moleza
do	PRP+DET	de
marido	NOM	marido
,	VIRG	,
a	DET	a
velha	ADJ	velho
saiu	V	sair
e	CONJ	e
,	VIRG	,
depois	ADV	depois
de	PRP	de
dar	V	dar
e	CONJ	e
receber	V	receber
as	DET	a
boas	ADJ	bom
tardes	NOM	tarde
,	VIRG	,
respondeu	V	responder
:	SENT	:
-	QUOTE	-
Arranchar	V	arranchar
,	VIRG	,
pode	V	poder
;	SENT	;
cômodo	ADJ	cômodo
,	VIRG	,
só	ADV	só
campo	NOM	campo
fora	NOM	fora
.	SENT	.
</s>
<s>
O	DET	o
arrieiro	NOM	arrieiro
,	VIRG	,
um	DET	um
rapagão	NOM	rapaz
moreno	ADJ	moreno
,	VIRG	,
de	PRP	de
uns	DET	um
vinte	CARD	vinte
e	CONJ	e
cinco	CARD	cinco
anos	NOM	ano
,	VIRG	,
fez	V	fazer
um	DET	um
-	QUOTE	-
Assim	ADV	assim
!	SENT	!
-	QUOTE	-
gemido	NOM	gemido
e	CONJ	e
acompanhado	V	acompanhar
de	PRP	de
um	DET	um
gesto	NOM	gesto
de	PRP	de
contrariedade	NOM	contrariedade
,	VIRG	,
e	CONJ	e
,	VIRG	,
voltando-se	V+P	voltar
para	PRP	para
os	DET	o
camaradas	NOM	camarada
,	VIRG	,
gritou	V	gritar
em	PRP	em
voz	NOM	voz
de	PRP	de
comando	NOM	comando
,	VIRG	,
enquanto	CONJ	enquanto
desatava	V	desatar
as	DET	a
esporas	NOM	espora
:	SENT	:
-	QUOTE	-
Derruba	V	derrubar
!	SENT	!
E	CONJ	e
,	VIRG	,
obedecendo	V	obedecer
ao	PRP+DET	a
seu	ADJ	seu
próprio	ADJ	próprio
mando	NOM	mando
,	VIRG	,
saltou	V	saltar
do	PRP+DET	de
peitoril	NOM	peitoril
,	VIRG	,
já	ADV	já
sem	PRP	sem
chinelas	NOM	chinela
,	VIRG	,
levantando	V	levantar
burros	ADJ	burro
deitados	NOM	deitado
,	VIRG	,
desarrochando-os	V	<unknown>
rapidamente	ADV	rapidamente
e	CONJ	e
atirando	V	atirar
os	DET	o
couros	NOM	couro
no	PRP+DET	em
terreiro	NOM	terreiro
sujo	ADJ	sujo
de	PRP	de
estravo	V	estravar
.	SENT	.
</s>
<s>
Chegaram	V	chegar
os	DET	o
dous	ADJ	<unknown>
lotes	NOM	lote
restantes	ADJ	restante
.	SENT	.
</s>
<s>
Era	V	ser
a	DET	a
hora	NOM	hora
do	PRP+DET	de
trabalho	NOM	trabalho
árduo	ADJ	árduo
do	PRP+DET	de
tropeiro	NOM	tropeiro
,	VIRG	,
principalmente	ADV	principalmente
quando	CONJ	quando
a	DET	a
tropa	NOM	tropa
está	V	estar
puxada	ADJ	puxado
ou	CONJ	ou
batida	ADJ	batido
,	VIRG	,
isto	P	isto
é	V	ser
,	VIRG	,
magra	NOM	magro
,	VIRG	,
fatigada	V	fatigar
de	PRP	de
longas	ADJ	longo
jornadas	NOM	jornada
.	SENT	.
</s>
<s>
Hora	NOM	hora
de	PRP	de
aperto	NOM	aperto
em	PRP	em
que	PR	que
o	DET	o
tropeiro	NOM	tropeiro
,	VIRG	,
prático	NOM	prático
no	PRP+DET	em
ofício	NOM	ofício
,	VIRG	,
não	ADV	não
distrai	V	distrair
a	DET	a
atenção	NOM	atenção
para	PRP	para
cousa	NOM	coisa
alguma	ADJ	alguma
,	VIRG	,
porque	CONJ	porque
,	VIRG	,
à	PRP+DET	a
tarde	NOM	tarde
,	VIRG	,
o	DET	o
animal	NOM	animal
,	VIRG	,
carregado	NOM	carregado
,	VIRG	,
pode	V	poder
caminhar	V	caminhar
mais	ADV	mais
uma	DET	uma
hora	NOM	hora
;	SENT	;
porém	CONJ	porém
,	VIRG	,
parando	V	parar
no	PRP+DET	em
pouso	NOM	poiso
,	VIRG	,
suporta	V	suportar
,	VIRG	,
de	PRP	de
pé	NOM	pé
,	VIRG	,
um	DET	um
minuto	NOM	minuto
.	SENT	.
</s>
<s>
Assim	ADV	assim
,	VIRG	,
toda	ADJ	todo
a	DET	a
demora	NOM	demora
é	V	ser
nociva	ADJ	nocivo
,	VIRG	,
não	ADV	não
só	ADV	só
porque	CONJ	porque
o	DET	o
burro	NOM	burro
de	PRP	de
tropa	NOM	tropa
facilmente	ADV	facilmente
adquire	V	adquirir
a	DET	a
manha	NOM	manha
de	PRP	de
deitar-se	V+P	deitar
,	VIRG	,
(	QUOTE	(
e	CONJ	e
,	VIRG	,
nesse	PRP+P	em
caso	NOM	caso
,	VIRG	,
é	V	ser
preciso	ADJ	preciso
levantá-lo	V+P	levantar
,	VIRG	,
pois	CONJ	pois
se	P	se
lhe	P	lhe
tirarem	V	tirar
uma	DET	uma
vez	NOM	vez
a	PRP	a
carga	NOM	carga
,	VIRG	,
deitado	NOM	deitado
,	VIRG	,
apanha	V	apanhar
também	ADV	também
esse	P	esse
sestro	V	sestrar
)	QUOTE	)
,	VIRG	,
como	CONJ	como
porque	CONJ	porque
,	VIRG	,
no	PRP+DET	em
levantar-se	V+P	levantar
,	VIRG	,
pode	V	poder
sonsar	V	<unknown>
ou	CONJ	ou
espaduar-se	V	<unknown>
e	CONJ	e
o	DET	o
prejuízo	NOM	prejuízo
é	V	ser
ainda	ADV	ainda
maior	ADJ	maior
.	SENT	.
</s>
<s>
Por	PRP	por
isso	P	isso
,	VIRG	,
conhecedor	ADJ	conhecedor
e	CONJ	e
prático	ADJ	prático
da	PRP+DET	de
vida	NOM	vida
de	PRP	de
tropeiro	NOM	tropeiro
,	VIRG	,
o	DET	o
velho	ADJ	velho
Raimundo	NOM	Raimundo
,	VIRG	,
parando	V	parar
no	PRP+DET	em
peitoril	NOM	peitoril
,	VIRG	,
assistia	V	assistir
,	VIRG	,
impassível	ADJ	impassível
,	VIRG	,
ao	PRP+DET	a
serviço	NOM	serviço
bem	ADV	bem
feito	V	fazer
,	VIRG	,
e	CONJ	e
esperava	V	esperar
,	VIRG	,
com	PRP	com
paciência	NOM	paciência
,	VIRG	,
que	PR	que
o	P	o
terminassem	V	terminar
,	VIRG	,
para	PRP	para
saudar	V	saudar
e	CONJ	e
receber	V	receber
as	DET	a
saudações	NOM	saudação
do	PRP+DET	de
costume	NOM	costume
,	VIRG	,
entre	PRP	entre
sertanejos	NOM	sertanejo
,	VIRG	,
enquanto	CONJ	enquanto
,	VIRG	,
pelas	PRP+DET	por
frestas	NOM	fresta
das	PRP+DET	de
portas	NOM	porta
e	CONJ	e
das	PRP+DET	de
janelas	NOM	janela
,	VIRG	,
olhares	NOM	olhar
tristes	ADJ	triste
e	CONJ	e
cobiçosos	ADJ	cobiçoso
miravam	V	mirar
os	DET	o
surrões	NOM	surrão
de	PRP	de
sal	NOM	sal
e	CONJ	e
bruacas	NOM	bruaca
lustrosas	ADJ	lustroso
de	PRP	de
unto	NOM	unto
.	SENT	.
</s>
<s>
E	CONJ	e
não	ADV	não
só	ADV	só
o	DET	o
olhar	NOM	olhar
,	VIRG	,
mas	CONJ	mas
especialmente	ADV	especialmente
o	DET	o
olfato	NOM	olfato
se	P	se
deliciava	V	deliciar
com	PRP	com
cheiro	NOM	cheiro
característico	ADJ	característico
de	PRP	de
uma	DET	uma
carregação	NOM	carregação
de	PRP	de
carne	NOM	carne
ou	CONJ	ou
toucinho	NOM	toucinho
.	SENT	.
</s>
<s>
Como	CONJ	como
toda	ADJ	todo
a	DET	a
sua	ADJ	sua
gente	NOM	gente
,	VIRG	,
o	DET	o
velho	NOM	velho
deglutia	V	deglutir
em	PRP	em
seco	ADJ	seco
.	SENT	.
</s>
<s>
Amainada	V	amainar
a	DET	a
lufa-lufa	NOM	lufa-lufa
,	VIRG	,
com	PRP	com
a	DET	a
arrumação	NOM	arrumação
das	PRP+DET	de
cargas	NOM	carga
,	VIRG	,
em	PRP	em
fileiras	NOM	fileira
para	PRP	para
cada	ADJ	cada
lote	NOM	lote
,	VIRG	,
aproximou-se	V+P	aproximar
do	PRP+DET	de
peitoril	NOM	peitoril
o	DET	o
que	PR	que
figurava	V	figurar
de	PRP	de
capataz	NOM	capataz
ou	CONJ	ou
arrieiro	NOM	arrieiro
,	VIRG	,
e	CONJ	e
,	VIRG	,
após	PRP	após
a	DET	a
saudação	NOM	saudação
,	VIRG	,
reinquiriu	V	reinquirir
:	SENT	:
-	QUOTE	-
Se	P	se
não	ADV	não
havia	V	haver
alguma	ADJ	alguma
roça	NOM	roça
a	PRP	a
alugar	V	alugar
,	VIRG	,
para	PRP	para
que	PR	que
a	DET	a
tropa	NOM	tropa
não	ADV	não
ficasse	V	ficar
campo	NOM	campo
fora	NOM	fora
.	SENT	.
</s>
<s>
O	DET	o
velho	NOM	velho
retribuiu	V	retribuir
a	DET	a
saudação	NOM	saudação
e	CONJ	e
respondeu	V	responder
desculpando-se	V+P	desculpar
com	PRP	com
a	DET	a
sua	ADJ	sua
extrema	ADJ	extremo
pobreza	NOM	pobreza
e	CONJ	e
a	DET	a
seca	NOM	seca
,	VIRG	,
pior	ADJ	pior
que	CONJSUB	que
a	DET	a
de	PRP	de
19	CARD	@card@
.	SENT	.
</s>
<s>
E	CONJ	e
por	PRP	por
esse	DET	esse
tom	NOM	tom
prolongou-se	V+P	prolongar
a	DET	a
conversação	NOM	conversação
,	VIRG	,
no	PRP+DET	em
correr	V	correr
da	PRP+DET	de
qual	PR	qual
o	DET	o
capataz	NOM	capataz
declarou-se	V+P	declarar
mineiro	NOM	mineiro
,	VIRG	,
de	PRP	de
nome	NOM	nome
Ricardo	NOM	Ricardo
Valeriano	NOM	valeriano
Brandão	NOM	brandão
,	VIRG	,
e	CONJ	e
dono	NOM	dono
da	PRP+DET	de
tropa	NOM	tropa
,	VIRG	,
inteirando-se	V	<unknown>
ao	PRP+DET	a
mesmo	ADJ	mesmo
tempo	NOM	tempo
de	PRP	de
quem	PR	quem
foi	V	ir
e	CONJ	e
a	DET	a
que	PR	que
estado	NOM	estado
se	P	se
reduzira	V	reduzir
o	DET	o
velho	ADJ	velho
Raimundo	NOM	Raimundo
Alves	NOM	alves
,	VIRG	,
o	DET	o
herdeiro	NOM	herdeiro
esbanjador	ADJ	esbanjador
de	PRP	de
bonita	ADJ	bonito
fortuna	NOM	fortuna
,	VIRG	,
e	CONJ	e
que	CONJSUB	que
nem	CONJ	nem
sabia	V	saber
ao	PRP+DET	a
justo	ADJ	justo
quantos	DET	quanto
filhos	NOM	filho
naturais	ADJ	natural
tinha	V	ter
em	PRP	em
vários	ADJ	vário
lugares	NOM	lugar
.	SENT	.
</s>
<s>
Quanto	ADV	quanto
aos	PRP+DET	a
camaradas	NOM	camarada
,	VIRG	,
continuavam	V	continuar
na	PRP+DET	em
faina	NOM	faina
de	PRP	de
tirar	V	tirar
cangalhas	NOM	cangalha
e	CONJ	e
raspar	V	raspar
,	VIRG	,
enquanto	CONJ	enquanto
o	DET	o
cuca	NOM	cuca
desempenhava	V	desempenhar
suas	ADJ	sua
funções	NOM	função
culinárias	ADJ	culinário
,	VIRG	,
tendo	V	tender
começado	V	começar
por	PRP	por
encher	V	encher
e	CONJ	e
pendurar	V	pendurar
a	DET	a
borracha	NOM	borracha
.	SENT	.
</s>
<s>
Ao	PRP+DET	a
lusco-fusco	NOM	lusco-fusco
,	VIRG	,
depois	ADV	depois
de	PRP	de
beber	V	beber
a	DET	a
água	NOM	água
minguada	ADJ	minguado
e	CONJ	e
lutulenta	V	<unknown>
da	PRP+DET	de
próxima	ADJ	próximo
lagoa	NOM	lagoa
,	VIRG	,
seguiu	V	seguir
para	PRP	para
a	DET	a
arrumação	NOM	arrumação
a	PRP	a
tropa	NOM	tropa
,	VIRG	,
guiada	V	guiar
pelo	PRP+DET	por
andrajoso	ADJ	andrajoso
filho	NOM	filho
do	PRP+DET	de
Raimundo	NOM	Raimundo
,	VIRG	,
o	DET	o
qual	PR	qual
,	VIRG	,
por	PRP	por
esse	DET	esse
serviço	NOM	serviço
,	VIRG	,
fazia	V	fazer
jus	NOM	jus
aos	PRP+DET	a
rojões	NOM	rojão
do	PRP+DET	de
cuca	NOM	cuca
.	SENT	.
</s>
<s>
O	DET	o
mineiro	NOM	mineiro
tinha	V	ter
armado	V	armar
a	DET	a
rede	NOM	rede
no	PRP+DET	em
peitoril	NOM	peitoril
,	VIRG	,
recusando	V	recusar
a	DET	a
sala	NOM	sala
ou	CONJ	ou
a	DET	a
varanda	NOM	varanda
,	VIRG	,
por	PRP	por
causa	NOM	causa
do	PRP+DET	de
calor	NOM	calor
.	SENT	.
</s>
<s>
Foi	V	ir
uma	DET	uma
noite	NOM	noite
de	PRP	de
fartura	NOM	fartura
e	CONJ	e
de	PRP	de
folgança	NOM	folgança
para	PRP	para
a	DET	a
ditosa	ADJ	ditoso
família	NOM	família
Alves	NOM	alves
.	SENT	.
</s>
<s>
Além	ADV	além
de	PRP	de
partilharem	V	partilhar
todos	ADJ	todo
da	PRP+DET	de
gorda	ADJ	gordo
ceia	NOM	ceia
de	PRP	de
arroz	NOM	arroz
com	PRP	com
carne	NOM	carne
(	QUOTE	(
o	DET	o
antigo	ADJ	antigo
locro	NOM	<unknown>
,	VIRG	,
que	PR	que
os	DET	o
almocreves	NOM	almocreve
espanhóis	ADJ	espanhol
e	CONJ	e
portugueses	ADJ	português
aprenderam	V	aprender
dos	PRP+DET	de
árabes	ADJ	árabe
)	QUOTE	)
,	VIRG	,
e	CONJ	e
mais	ADV	mais
do	PRP+DET	de
legítimo	ADJ	legítimo
café	NOM	café
mineiro	NOM	mineiro
,	VIRG	,
ouviram	V	ouvir
,	VIRG	,
até	PRP	até
alta	ADJ	alto
noite	NOM	noite
,	VIRG	,
um	DET	um
dos	PRP+DET	de
mais	ADV	mais
famosos	ADJ	famoso
improvisadores	NOM	improvisador
de	PRP	de
trovas	NOM	trova
,	VIRG	,
desses	PRP+P	de
tempos	NOM	tempo
,	VIRG	,
a	DET	a
que	PR	que
chamavam	V	chamar
Manuel	NOM	Manuel
Pingo	NOM	pingo
d'Água	NOM	<unknown>
:	SENT	:
tropeiro	NOM	tropeiro
de	PRP	de
ofício	NOM	ofício
,	VIRG	,
valente	V	valentar
por	PRP	por
índole	NOM	índole
