<text id="silva1733">
<s>
VIDA	NOM	vida
parte	NOM	parte
)	QUOTE	)
.	SENT	.
</s>
<s>
Ama	V	amar
.	SENT	.
</s>
<s>
Vamos	I	vamos
ter	V	ter
com	PRP	com
Sansão	NOM	sansão
Carrasco	NOM	carrasco
,	VIRG	,
a	PRP	a
ver	V	ver
se	P	se
lhe	P	lhe
pode	V	poder
tirar	V	tirar
da	PRP+DET	de
cabeça	NOM	cabeça
estas	DET	esta
asneiras	NOM	asneira
,	VIRG	,
que	PR	que
é	V	ser
homem	NOM	homem
de	PRP	de
manha	NOM	manha
.	SENT	.
</s>
<s>
(	QUOTE	(
À	PRP+DET	a
parte	NOM	parte
)	QUOTE	)
.	SENT	.
</s>
<s>
Sobrinha	NOM	sobrinho
.	SENT	.
</s>
<s>
Vamos	V	ir
.	SENT	.
</s>
<s>
(	QUOTE	(
Vai-se	V+P	ir
)	QUOTE	)
.	SENT	.
</s>
<s>
Barbeiro	NOM	barbeiro
.	SENT	.
</s>
<s>
Como	CONJ	como
é	V	ser
possível	ADJ	possível
,	VIRG	,
Senhor	NOM	senhor
D.	NOM	<unknown>
Quixote	NOM	Quixote
de	PRP	de
la	DET	ele
Mancha	NOM	Mancha
,	VIRG	,
que	PR	que
um	DET	um
cavaleiro	NOM	cavaleiro
andante	ADJ	andante
possa	V	poder
destruir	V	destruir
um	DET	um
navio	NOM	navio
,	VIRG	,
quanto	ADV	quanto
mais	ADV	mais
uma	DET	uma
armada	NOM	armada
?	SENT	?
D.	NOM	<unknown>
Quixote	NOM	Quixote
.	SENT	.
</s>
<s>
Sô	NOM	sô
Mestre	NOM	mestre
,	VIRG	,
trate	V	tratar
do	PRP+DET	de
seu	ADJ	seu
estojo	NOM	estojo
,	VIRG	,
e	CONJ	e
das	PRP+DET	de
suas	ADJ	sua
navalhas	NOM	navalha
e	CONJ	e
não	ADV	não
se	P	se
meta	V	meter
a	PRP	a
querer	V	querer
investigar	V	investigar
os	DET	o
recônditos	NOM	recôndito
arcanos	ADJ	arcano
dos	PRP+DET	de
cavaleiros	NOM	cavaleiro
andantes	ADJ	andante
.	SENT	.
</s>
<s>
Se	P	se
você	P	você
lera	V	ler
as	DET	a
antigas	ADJ	antigo
Histórias	NOM	história
de	PRP	de
Palmerim	NOM	<unknown>
de	PRP	de
Oliva	V	<unknown>
,	VIRG	,
Roldão	NOM	roldão
,	VIRG	,
Amadis	NOM	amadis
de	PRP	de
Gaula	NOM	gaula
e	CONJ	e
outros	P	outro
muitos	P	muito
,	VIRG	,
de	PRP	de
que	PR	que
o	DET	o
clarim	NOM	clarim
da	PRP+DET	de
fama	NOM	fama
por	PRP	por
cem	CARD	cem
bocas	NOM	boca
canta	V	cantar
as	DET	a
suas	ADJ	sua
nunca	ADV	nunca
vistas	V	ver
façanhas	NOM	façanha
,	VIRG	,
soubera	V	saber
então	ADV	então
o	DET	o
que	PR	que
val	V	<unknown>
um	DET	um
cavaleiro	NOM	cavaleiro
andante	ADJ	andante
.	SENT	.
</s>
<s>
Bem	ADV	bem
sei	V	saber
de	PRP	de
um	DET	um
,	VIRG	,
que	PR	que
só	ADV	só
com	PRP	com
um	DET	um
suspiro	NOM	suspiro
é	V	ser
capaz	ADJ	capaz
de	PRP	de
afundir	V	afundir
uma	DET	uma
armada	NOM	armada
e	CONJ	e
cem	CARD	cem
galeões	NOM	galeão
.	SENT	.
</s>
<s>
Barbeiro	NOM	barbeiro
.	SENT	.
</s>
<s>
Quem	PR	quem
será	V	ser
esse	DET	esse
tal	P	tal
?	SENT	?
Tomara-o	V+P	tomar
conhecer	V	conhecer
.	SENT	.
</s>
<s>
D.	NOM	<unknown>
Quixote	NOM	Quixote
.	SENT	.
</s>
<s>
Sou	V	ser
eu	P	eu
;	SENT	;
eu	P	eu
,	VIRG	,
D.	NOM	<unknown>
Quixote	NOM	Quixote
de	PRP	de
la	DET	ele
Mancha	NOM	Mancha
,	VIRG	,
por	PRP	por
outro	ADJ	outro
nome	NOM	nome
o	DET	o
Cavaleiro	NOM	cavaleiro
da	PRP+DET	de
Triste	NOM	triste
Figura	NOM	figura
.	SENT	.
</s>
<s>
Eu	P	eu
,	VIRG	,
torno	NOM	torno
a	PRP	a
dizer	V	dizer
,	VIRG	,
eu	P	eu
só	ADV	só
com	PRP	com
a	DET	a
minha	ADJ	minha
espada	NOM	espada
e	CONJ	e
a	DET	a
minha	ADJ	minha
lança	NOM	lança
e	CONJ	e
o	DET	o
meu	ADJ	meu
broquel	NOM	<unknown>
,	VIRG	,
me	P	me
atrevo	V	atrever
a	PRP	a
engolir	V	engolir
o	DET	o
Grão	NOM	grão
Turco	V	<unknown>
,	VIRG	,
como	CONJ	como
quem	PR	quem
engole	V	engolir
uma	DET	uma
cereja	NOM	cereja
de	PRP	de
saco	NOM	saco
.	SENT	.
</s>
<s>
Barbeiro	NOM	barbeiro
.	SENT	.
</s>
<s>
Quando	CONJ	quando
eu	P	eu
cuidava	V	cuidar
que	CONJSUB	que
vossa	P	vossa
mercê	NOM	mercê
estava	V	estar
de	PRP	de
todo	P	todo
são	V	ser
desta	PRP+P	de
loucura	NOM	loucura
,	VIRG	,
ainda	ADV	ainda
o	P	o
vejo	V	ver
tão	ADV	tão
enfermo	ADJ	enfermo
dela	PRP+P	de
!	SENT	!
Ora	CONJ	ora
,	VIRG	,
Senhor	NOM	senhor
,	VIRG	,
deixe	V	deixar
esta	DET	esta
teima	NOM	teima
.	SENT	.
</s>
<s>
Quem	PR	quem
lhe	P	lhe
meteu	V	meter
em	PRP	em
cabeça	NOM	cabeça
que	PR	que
havia	V	haver
no	PRP+DET	em
Mundo	NOM	mundo
cavaleiros	NOM	cavaleiro
andantes	NOM	andante
?	SENT	?
E	CONJ	e
,	VIRG	,
quando	CONJ	quando
isso	P	isso
assim	L	assim
fora	L	fora
,	VIRG	,
vossa	P	vossa
mercê	NOM	mercê
porventura	ADV	porventura
tinha	V	ter
barbas	NOM	barba
para	PRP	para
o	DET	o
ser	NOM	ser
?	SENT	?
D.	NOM	<unknown>
Quixote	NOM	Quixote
.	SENT	.
</s>
<s>
Ó	I	ó
grandíssimo	ADJ	grande
magano	V	<unknown>
,	VIRG	,
por	PRP	por
vida	NOM	vida
de	PRP	de
minha	ADJ	minha
Senhora	NOM	senhor
Dulcineia	NOM	<unknown>
del	NOM	del
Toboso	NOM	<unknown>
,	VIRG	,
que	PR	que
vos	P	vos
farei	V	fazer
em	PRP	em
pó	NOM	pó
e	CONJ	e
em	PRP	em
cinza	ADJ	cinza
.	SENT	.
</s>
<s>
Assim	ADV	assim
perdeis	V	perder
o	DET	o
respeito	NOM	respeito
a	PRP	a
um	DET	um
cavaleiro	NOM	cavaleiro
andante	ADJ	andante
?	SENT	?
Atira	V	atirar
D.	NOM	<unknown>
Quixote	NOM	Quixote
com	PRP	com
o	DET	o
Barbeiro	NOM	barbeiro
ao	PRP+DET	a
chão	NOM	chão
,	VIRG	,
e	CONJ	e
sairá	V	sair
Sansão	NOM	sansão
Carrasco	NOM	carrasco
.	SENT	.
</s>
<s>
Carrasco	NOM	carrasco
.	SENT	.
</s>
<s>
Que	PR	que
é	V	ser
isto	P	isto
,	VIRG	,
Senhor	NOM	senhor
D.	NOM	<unknown>
Quixote	NOM	Quixote
?	SENT	?
Que	PR	que
obrigou	V	obrigar
a	DET	a
sua	ADJ	sua
grande	ADJ	grande
modéstia	NOM	modéstia
a	PRP	a
sair	V	sair
em	PRP	em
tanta	DET	tanto
desesperação	NOM	desesperação
?	SENT	?
D.	NOM	<unknown>
Quixote	NOM	Quixote
.	SENT	.
</s>
<s>
Senhor	NOM	senhor
Sansão	NOM	sansão
Carrasco	NOM	carrasco
,	VIRG	,
quem	PR	quem
havia	V	haver
de	PRP	de
ser	V	ser
senão	CONJ	senão
este	P	este
barbeirinho	V	<unknown>
,	VIRG	,
que	PR	que
nega	V	negar
haver	V	haver
cavaleiros	NOM	cavaleiro
andantes	ADJ	andante
no	PRP+DET	em
Mundo	NOM	mundo
,	VIRG	,
e	CONJ	e
que	PR	que
seja	V	ser
eu	P	eu
um	DET	um
deles	PRP+P	de
?	SENT	?
Carrasco	NOM	carrasco
.	SENT	.
</s>
<s>
Ah	I	ah
,	VIRG	,
sô	NOM	sô
Mestre	NOM	mestre
,	VIRG	,
ponha-me	V+P	pôr
logo	ADV	logo
os	DET	o
quartos	NOM	quarto
na	PRP+DET	em
rua	NOM	rua
,	VIRG	,
antes	ADV	antes
que	PR	que
vá	V	ir
pela	PRP+DET	por
janela	NOM	janela
.	SENT	.
</s>
<s>
Barbeiro	NOM	barbeiro
.	SENT	.
</s>
<s>
Não	ADV	não
sei	V	saber
donde	PRP+ADV	de
há-de	V	haver
parar	V	parar
D.	NOM	<unknown>
Quixote	NOM	Quixote
com	PRP	com
tanta	DET	tanto
loucura	NOM	loucura
!	SENT	!
(	QUOTE	(
Vai-se	V+P	ir
)	QUOTE	)
.	SENT	.
</s>
<s>
Carrasco	NOM	carrasco
.	SENT	.
</s>
<s>
Este	DET	este
miserável	NOM	miserável
está	V	estar
louco	ADJ	louco
confirmado	V	confirmar
.	SENT	.
</s>
<s>
Querer	V	querer
persuadi-lo	V+P	persuadir
é	V	ser
excitá-lo	V+P	excitar
mais	ADV	mais
.	SENT	.
</s>
<s>
Eu	P	eu
quero	V	querer
ir	V	ir
com	PRP	com
o	DET	o
que	PR	que
ele	P	ele
disser	V	dizer
,	VIRG	,
que	PR	que
ele	P	ele
tomará	V	tomar
o	DET	o
desengano	NOM	desengano
à	PRP+DET	a
sua	ADJ	sua
custa	NOM	custa
.	SENT	.
</s>
<s>
(	QUOTE	(
À	PRP+DET	a
parte	NOM	parte
)	QUOTE	)
.	SENT	.
</s>
<s>
D.	NOM	<unknown>
Quixote	NOM	Quixote
.	SENT	.
</s>
<s>
Meu	ADJ	meu
amigo	NOM	amigo
,	VIRG	,
eu	P	eu
estou	V	estar
resoluto	ADJ	resoluto
a	PRP	a
sair	V	sair
segunda	CARD	segundo
vez	NOM	vez
ao	PRP+DET	a
feliz	ADJ	feliz
progresso	NOM	progresso
de	PRP	de
minhas	ADJ	minha
andantes	ADJ	andante
cavalarias	NOM	cavalaria
.	SENT	.
</s>
<s>
Ainda	ADV	ainda
que	CONJSUB	que
da	PRP+DET	de
passada	ADJ	passado
vim	V	vir
muito	ADV	muito
moído	ADJ	moído
,	VIRG	,
contudo	CONJ	contudo
,	VIRG	,
desmaiar	V	desmaiar
nos	PRP+DET	em
trabalhos	NOM	trabalho
não	ADV	não
é	V	ser
para	PRP	para
corações	NOM	coração
briosos	ADJ	brioso
.	SENT	.
</s>
<s>
Queira	V	querer
Deus	NOM	deus
que	PR	que
estes	P	este
malandrines	V	<unknown>
ou	CONJ	ou
encantadores	ADJ	encantador
me	P	me
não	ADV	não
persigam	V	perseguir
com	PRP	com
seus	ADJ	seu
encantos	NOM	encanto
,	VIRG	,
que	PR	que
,	VIRG	,
invejosos	NOM	invejoso
do	PRP+DET	de
meu	ADJ	meu
valor	NOM	valor
,	VIRG	,
querem	V	querer
escurecer	V	escurecer
com	PRP	com
mágicas	NOM	mágico
aparentes	V	aparentar
as	DET	a
minhas	ADJ	minha
claras	ADJ	claro
e	CONJ	e
rocinantes	V	<unknown>
cavalarias	NOM	cavalaria
.	SENT	.
</s>
<s>
Carrasco	NOM	carrasco
.	SENT	.
</s>
<s>
Deixa-me	V+P	deixar
beijar-te	V+P	beijar
os	DET	o
pés	NOM	pé
,	VIRG	,
ó	I	ó
flor	NOM	flor
dos	PRP+DET	de
cavaleiros	NOM	cavaleiro
andantes	ADJ	andante
!	SENT	!
Ó	I	ó
único	ADJ	único
Alcides	NOM	alcides
de	PRP	de
nossas	ADJ	nossa
eras	NOM	era
!	SENT	!
Sai	V	sair
,	VIRG	,
sai	V	sair
,	VIRG	,
não	ADV	não
só	ADV	só
segunda	CARD	segundo
vez	NOM	vez
,	VIRG	,
mas	CONJ	mas
quinhentas	CARD	quinhentos
e	CONJ	e
quarenta	CARD	quarenta
e	CONJ	e
duas	CARD	dois
,	VIRG	,
a	PRP	a
dar	V	dar
alma	NOM	alma
ao	PRP+DET	a
esquecido	ADJ	esquecido
cadáver	NOM	cadáver
da	PRP+DET	de
cavalaria	NOM	cavalaria
andante	ADJ	andante
,	VIRG	,
para	PRP	para
glória	NOM	glória
do	PRP+DET	de
Mundo	NOM	mundo
,	VIRG	,
e	CONJ	e
timbre	NOM	timbre
de	PRP	de
tua	ADJ	tua
pátria	NOM	pátria
Mancha	NOM	Mancha
.	SENT	.
</s>
<s>
D.	NOM	<unknown>
Quixote	NOM	Quixote
.	SENT	.
</s>
<s>
Dizei-me	V+P	dizer
por	PRP	por
vida	NOM	vida
vossa	ADJ	vossa
:	SENT	:
que	PR	que
dizem	V	dizer
de	PRP	de
mim	P	mim
por	PRP	por
essa	DET	essa
terra	NOM	terra
?	SENT	?
Carrasco	NOM	carrasco
.	SENT	.
</s>
<s>
Que	PR	que
hão-de	V	haver
dizer	V	dizer
?	SENT	?
Que	PR	que
vossa	P	vossa
mercê	NOM	mercê
é	V	ser
um	DET	um
louco	ADJ	louco
,	VIRG	,
mas	CONJ	mas
valente	V	valentar
,	VIRG	,
e	CONJ	e
que	CONJSUB	que
às	PRP+DET	a
vezes	NOM	vez
passa	V	passar
a	DET	a
ser	NOM	ser
temerário	ADJ	temerário
,	VIRG	,
empreendendo	V	empreender
impossíveis	ADJ	impossível
.	SENT	.
</s>
<s>
Finalmente	ADV	finalmente
,	VIRG	,
todos	P	todo
dizem	V	dizer
que	CONJSUB	que
a	DET	a
Senhora	NOM	senhor
Dulcineia	NOM	<unknown>
del	NOM	del
Toboso	NOM	<unknown>
,	VIRG	,
minha	ADJ	minha
Senhora	NOM	senhor
,	VIRG	,
é	V	ser
causa	V	causar
tingida	V	tingir
e	CONJ	e
fantástica	ADJ	fantástico
e	CONJ	e
que	PR	que
tal	P	tal
mulher	NOM	mulher
não	ADV	não
há	V	haver
no	PRP+DET	em
Mundo	NOM	mundo
.	SENT	.
</s>
<s>
D.	NOM	<unknown>
Quixote	NOM	Quixote
.	SENT	.
</s>
<s>
Dizem	V	dizer
bem	ADV	bem
,	VIRG	,
que	PR	que
o	DET	o
Mundo	NOM	mundo
não	ADV	não
é	V	ser
capaz	ADJ	capaz
de	PRP	de
sustentar	V	sustentar
aquele	DET	aquele
globo	NOM	globo
esférico	ADJ	esférico
da	PRP+DET	de
formosura	NOM	formosura
;	SENT	;
e	CONJ	e
assim	ADV	assim
o	DET	o
ar	NOM	ar
é	V	ser
a	DET	a
pátria	NOM	pátria
daquela	PRP+P	aquela
estrela	NOM	estrela
de	PRP	de
Vénus	NOM	<unknown>
.	SENT	.
</s>
<s>
Haverá	V	haver
dentro	ADV	dentro
muita	ADJ	muita
bulha	NOM	bulha
,	VIRG	,
e	CONJ	e
gritos	NOM	grito
de	PRP	de
Sancho	NOM	sancho
,	VIRG	,
da	PRP+DET	de
Ama	NOM	ama
e	CONJ	e
da	PRP+DET	de
Sobrinha	NOM	sobrinho
,	VIRG	,
e	CONJ	e
saem	V	sair
.	SENT	.
</s>
<s>
Ama	V	amar
e	CONJ	e
Sobrinha	NOM	sobrinho
.	SENT	.
</s>
<s>
Não	ADV	não
hás-de	V	haver
entrar	V	entrar
,	VIRG	,
Sancho	NOM	sancho
de	PRP	de
Barrabás	NOM	Barrabás
.	SENT	.
</s>
<s>
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Eu	P	eu
porventura	ADV	porventura
dei-lhe	V+P	dar
a	PRP	a
vocês	P	você
palavra	NOM	palavra
de	PRP	de
casamento	NOM	casamento
,	VIRG	,
para	PRP	para
me	P	me
porem	V	pôr
impedimento	NOM	impedimento
?	SENT	?
Sobrinha	NOM	sobrinho
.	SENT	.
</s>
<s>
Tu	P	tu
és	V	ser
o	DET	o
que	PR	que
lhe	P	lhe
metes	V	meter
na	PRP+DET	em
cabeça	NOM	cabeça
essas	DET	essa
cavalarias	NOM	cavalaria
andantes	ADJ	andante
.	SENT	.
</s>
<s>
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Mau	ADJ	mau
agouro	NOM	agoiro
venha	V	vir
pelo	PRP+DET	por
Diabo	NOM	diabo
!	SENT	!
Essa	P	essa
é	V	ser
bonita	ADJ	bonito
!	SENT	!
Com	PRP	com
que	PR	que
eu	P	eu
sou	V	ser
acaso	ADV	acaso
loucura	NOM	loucura
,	VIRG	,
para	PRP	para
me	P	me
meter	V	meter
na	PRP+DET	em
cabeça	NOM	cabeça
de	PRP	de
meu	ADJ	meu
amo	NOM	amo
?	SENT	?
Coitado	V	coitar
de	PRP	de
mim	P	mim
,	VIRG	,
que	PR	que
eu	P	eu
sou	V	ser
o	DET	o
que	PR	que
pago	V	pagar
,	VIRG	,
pois	CONJ	pois
à	PRP+DET	a
conta	NOM	conta
de	PRP	de
suas	ADJ	sua
cavalarias	NOM	cavalaria
andantes	ADJ	andante
levo	V	levar
muitos	P	muito
couces	V	<unknown>
.	SENT	.
</s>
<s>
D.	NOM	<unknown>
Quixote	NOM	Quixote
.	SENT	.
</s>
<s>
Que	PR	que
é	V	ser
isso	P	isso
,	VIRG	,
Sancho	NOM	sancho
Pança	NOM	pança
?	SENT	?
Sempre	ADV	sempre
haveis	V	haver
de	PRP	de
vir	V	ver
grunhindo	V	grunhir
?	SENT	?
Sancho	NOM	sancho
.	SENT	.
</s>
<s>
Que	PR	que
há-de	V	haver
ser	V	ser
?	SENT	?
A	DET	a
Senhora	NOM	senhor
Ama	NOM	ama
,	VIRG	,
e	CONJ	e
a	DET	a
