<text id="melo1650">
<s>
Pinto	V	pintar
novo	ADJ	novo
na	PRP+DET	em
alteza	NOM	alteza
,	VIRG	,
admirável	ADJ	admirável
na	PRP+DET	em
isenção	NOM	isenção
e	CONJ	e
fará	V	fazer
que	CONJSUB	que
se	P	se
escreva	V	escrever
,	VIRG	,
não	ADV	não
já	ADV	já
como	CONJ	como
estranho	ADJ	estranho
,	VIRG	,
mas	CONJ	mas
como	CONJ	como
defunto	NOM	defunto
.	SENT	.
</s>
<s>
Impertinentes	ADJ	impertinente
e	CONJ	e
desorportunas	V	<unknown>
acções	NOM	acção
não	ADV	não
fazem	V	fazer
livro	NOM	livro
nem	CONJ	nem
exemplo	NOM	exemplo
.	SENT	.
</s>
<s>
Ditos	V	dizer
e	CONJ	e
feitos	V	fazer
ainda	ADV	ainda
que	CONJSUB	que
pequenos	ADJ	pequeno
,	VIRG	,
encaminhados	V	encaminhar
a	DET	a
grandes	ADJ	grande
fins	NOM	fim
ou	CONJ	ou
opulentos	ADJ	opulento
de	PRP	de
alta	ADJ	alto
doutrina	NOM	doutrina
,	VIRG	,
são	V	ser
como	CONJ	como
pedras	NOM	pedra
preciosas	ADJ	precioso
que	PR	que
em	PRP	em
curto	ADJ	curto
círculo	NOM	círculo
contêm	V	conter
grande	ADJ	grande
valor	NOM	valor
.	SENT	.
</s>
<s>
Assim	ADV	assim
procuraremos	V	procurar
enriquecer	V	enriquecer
esta	DET	esta
obra	NOM	obra
do	PRP+DET	de
mais	ADV	mais
útil	ADJ	útil
,	VIRG	,
e	CONJ	e
não	ADV	não
do	PRP+DET	de
mais	ADV	mais
grande	ADJ	grande
.	SENT	.
</s>
<s>
Nasceu	V	nascer
Dom	V	<unknown>
João	NOM	João
em	PRP	em
19	CARD	@card@
de	PRP	de
Maio	NOM	maio
de	PRP	de
1604	CARD	@card@
,	VIRG	,
em	PRP	em
Vila	NOM	vila
Viçosa	ADJ	viçoso
,	VIRG	,
corte	NOM	corte
e	CONJ	e
morada	NOM	morada
de	PRP	de
seus	ADJ	seu
pais	NOM	pai
,	VIRG	,
os	DET	o
duques	NOM	duque
de	PRP	de
Bragança	NOM	bragança
,	VIRG	,
Dom	NOM	dom
Teodósio	NOM	<unknown>
II	NOM	<unknown>
e	CONJ	e
Dona	NOM	dono
Ana	NOM	Ana
de	PRP	de
Velasco	NOM	velasco
.	SENT	.
</s>
<s>
Dom	NOM	dom
Teodósio	NOM	<unknown>
,	VIRG	,
sétimo	CARD	sétimo
duque	NOM	duque
de	PRP	de
seus	ADJ	seu
estados	NOM	estado
,	VIRG	,
o	P	o
era	V	ser
de	PRP	de
Dom	NOM	dom
João	NOM	João
I	NOM	i
do	PRP+DET	de
nome	NOM	nome
,	VIRG	,
e	CONJ	e
de	PRP	de
Dona	NOM	dono
Catarina	NOM	Catarina
,	VIRG	,
que	PR	que
sendo	V	ser
por	PRP	por
título	NOM	título
excelente	ADJ	excelente
infante	ADJ	infante
e	CONJ	e
princesa	NOM	princesa
,	VIRG	,
a	PRP	a
quis	V	querer
preferir	V	preferir
Dona	NOM	dono
Ana	NOM	Ana
,	VIRG	,
filha	NOM	filho
dos	PRP+DET	de
Condestables	NOM	<unknown>
de	PRP	de
Castela	NOM	castela
.	SENT	.
</s>
<s>
Uma	DET	uma
e	CONJ	e
outra	ADJ	outro
nobreza	NOM	nobreza
não	ADV	não
necessita	V	necessitar
de	PRP	de
sinais	NOM	sinal
e	CONJ	e
elogios	NOM	elogio
;	SENT	;
louva-se	V+P	louvar
e	CONJ	e
refere-se	V+P	referir
juntamente.Sobrevivendo	V	<unknown>
aos	PRP+DET	a
mais	ADV	mais
príncipes	ADJ	príncipe
da	PRP+DET	de
Casa	NOM	casa
Real	NOM	real
dos	PRP+DET	de
portugueses	NOM	português
,	VIRG	,
Dona	NOM	dono
Catarina	NOM	Catarina
,	VIRG	,
mãe	NOM	mãe
do	PRP+DET	de
duque	NOM	duque
Dom	NOM	dom
Teodósio	NOM	<unknown>
,	VIRG	,
filha	NOM	filho
do	PRP+DET	de
infante	NOM	infante
Dom	NOM	dom
Duarte	NOM	duarte
,	VIRG	,
em	PRP	em
segundo	CARD	segundo
matrimónio	NOM	matrimónio
,	VIRG	,
último	ADJ	último
génito	NOM	<unknown>
do	PRP+DET	de
grande	ADJ	grande
rei	NOM	rei
Dom	NOM	dom
Manuel	NOM	Manuel
,	VIRG	,
era	V	ser
a	DET	a
última	ADJ	último
princesa	NOM	princesa
;	SENT	;
e	CONJ	e
quanto	ADV	quanto
não	ADV	não
herdou	V	herdar
da	PRP+DET	de
Majestade	NOM	majestade
do	PRP+DET	de
Reino	NOM	reino
que	PR	que
havia	V	haver
pretendido	ADJ	pretendido
,	VIRG	,
herdou	V	herdar
da	PRP+DET	de
glória	NOM	glória
dos	PRP+DET	de
seus	ADJ	seu
maiores	ADJ	maior
;	SENT	;
porque	CONJ	porque
sendo	V	ser
inferior	ADJ	inferior
coroa	V	coroar
aquela	DET	aquela
deixação	NOM	<unknown>
,	VIRG	,
livre	ADJ	livre
a	PRP	a
gozou	V	gozar
com	PRP	com
excesso	NOM	excesso
por	PRP	por
satisfação	NOM	satisfação
,	VIRG	,
das	PRP+DET	de
que	PR	que
lhe	P	lhe
despojaram.Esta	V	<unknown>
vaidade	NOM	vaidade
reconcentrada	ADJ	reconcentrado
em	PRP	em
fortuna	NOM	fortuna
pequena	ADJ	pequeno
regulou	V	regular
então	ADV	então
soberba	ADJ	soberbo
a	DET	a
doutrina	NOM	doutrina
que	PR	que
muitas	P	muita
vezes	ADV	vezes
põe	V	pôr
o	DET	o
filho	NOM	filho
,	VIRG	,
marido	NOM	marido
e	CONJ	e
casa	NOM	casa
em	PRP	em
perigosa	ADJ	perigoso
contingência	NOM	contingência
.	SENT	.
</s>
<s>
Todo	ADJ	todo
o	DET	o
estudo	NOM	estudo
de	PRP	de
Dona	NOM	dono
Catarina	NOM	Catarina
era	V	ser
mostrar	V	mostrar
que	CONJSUB	que
,	VIRG	,
no	PRP+DET	em
estado	NOM	estado
a	PRP	a
que	PR	que
o	DET	o
tempo	NOM	tempo
a	PRP	a
reduzira	V	reduzir
,	VIRG	,
resplandecia	V	resplandecer
nela	PRP+P	ela
a	DET	a
dignidade	NOM	dignidade
,	VIRG	,
que	PR	que
ele	P	ele
lhe	P	lhe
pode	V	poder
fazer	V	fazer
alheia	ADJ	alheio
,	VIRG	,
mas	CONJ	mas
não	ADV	não
imprópria	ADJ	impróprio
.	SENT	.
</s>
<s>
Alguns	P	algum
entenderam	V	entender
que	CONJSUB	que
,	VIRG	,
depois	ADV	depois
de	PRP	de
perder	V	perder
as	DET	a
esperanças	NOM	esperança
da	PRP+DET	de
herança	NOM	herança
,	VIRG	,
aborrecia	V	aborrecer
os	DET	o
herdeiros	NOM	herdeiro
;	SENT	;
e	CONJ	e
o	P	o
confirmarão	V	confirmar
por	PRP	por
haver	V	haver
aconselhado	V	aconselhar
ao	PRP+DET	a
filho	NOM	filho
se	P	se
não	ADV	não
casasse	V	casar
,	VIRG	,
preceitos	NOM	preceito
a	PRP	a
que	PR	que
muitos	P	muito
anos	NOM	ano
esteve	V	estar
obediente	ADJ	obediente
.	SENT	.
</s>
<s>
Se	P	se
nesta	PRP+P	em
opinião	NOM	opinião
permanecesse	V	permanecer
,	VIRG	,
quando	CONJ	quando
nasceu	V	nascer
Dom	V	<unknown>
João	NOM	João
seu	ADJ	seu
primeiro	ADJ	primeiro
neto	NOM	neto
,	VIRG	,
entenderíamos	V	entender
que	CONJSUB	que
se	P	se
esquivou	V	esquivar
desta	PRP+P	de
alegria	NOM	alegria
,	VIRG	,
ou	CONJ	ou
por	PRP	por
maior	ADJ	maior
merecimento	NOM	merecimento
a	PRP	a
festejara	V	festejar
,	VIRG	,
prevenindo	V	prevenir
que	CONJSUB	que
este	P	este
havia	V	haver
de	PRP	de
ser	V	ser
quem	PR	quem
desagravasse	V	desagravar
sua	ADJ	sua
soberba	ADJ	soberbo
ou	CONJ	ou
sua	ADJ	sua
justiça.Aos	V	<unknown>
primogénitos	NOM	primogénito
da	PRP+DET	de
Casa	NOM	casa
de	PRP	de
Bragança	NOM	bragança
esperava	V	esperar
antes	ADV	antes
de	PRP	de
nascidos	ADJ	nascido
o	DET	o
título	NOM	título
ducal	ADJ	ducal
de	PRP	de
Barcelos	NOM	barcelos
a	PRP	a
que	PR	que
lhe	P	lhe
foi	V	ir
transferido	V	transferir
o	DET	o
de	PRP	de
Guimarães	NOM	guimarães
que	PR	que
alguns	P	algum
gozaram	V	gozar
:	SENT	:
desta	PRP+P	de
sorte	NOM	sorte
se	P	se
intitulou	V	intitular
duque	NOM	duque
Dom	NOM	dom
João	NOM	João
,	VIRG	,
em	PRP	em
a	DET	a
primeira	CARD	primeiro
hora	NOM	hora
do	PRP+DET	de
seu	ADJ	seu
nascimento	NOM	nascimento
,	VIRG	,
celebrado	V	celebrar
de	PRP	de
seus	ADJ	seu
parentes	NOM	parente
,	VIRG	,
vassalos	ADJ	vassalo
e	CONJ	e
criados	ADJ	criado
com	PRP	com
reais	NOM	real
demonstrações	NOM	demonstração
de	PRP	de
contentamento	NOM	contentamento
.	SENT	.
</s>
<s>
Não	ADV	não
lhe	P	lhe
faltaram	V	faltar
pelo	PRP+DET	por
discurso	NOM	discurso
da	PRP+DET	de
vida	NOM	vida
aquelas	DET	aquela
fabulosas	ADJ	fabuloso
lisonjas	NOM	lisonja
de	PRP	de
muitos	P	muito
que	CONJSUB	que
,	VIRG	,
retrocedendo	V	retroceder
aos	PRP+DET	a
vaticínios	NOM	vaticínio
,	VIRG	,
chamam	V	chamar
as	DET	a
estrelas	NOM	estrela
ao	PRP+DET	a
testemunho	NOM	testemunho
da	PRP+DET	de
sua	ADJ	sua
adulação	NOM	adulação
,	VIRG	,
fazendo-as	V+P	fazer
cúmplices	ADJ	cúmplice
do	PRP+DET	de
engano	NOM	engano
,	VIRG	,
que	PR	que
sacrificam	V	sacrificar
sobre	PRP	sobre
as	DET	a
severas	ADJ	severo
aras	NOM	ara
do	PRP+DET	de
interesse	NOM	interesse
do	PRP+DET	de
seu	ADJ	seu
ídolo	NOM	ídolo
.	SENT	.
</s>
<s>
A	DET	a
duquesa	NOM	duque
Dona	NOM	dono
Ana	NOM	Ana
,	VIRG	,
mulher	NOM	mulher
de	PRP	de
singular	ADJ	singular
virtude	NOM	virtude
,	VIRG	,
não	ADV	não
impedida	V	impedir
da	PRP+DET	de
disciplina	NOM	disciplina
da	PRP+DET	de
sogra	NOM	sogro
,	VIRG	,
assistia	V	assistir
aos	PRP+DET	a
ofícios	NOM	ofício
da	PRP+DET	de
ama	NOM	ama
,	VIRG	,
aia	NOM	aia
e	CONJ	e
mestra	NOM	mestre
do	PRP+DET	de
duque	NOM	duque
de	PRP	de
Barcelos	NOM	barcelos
,	VIRG	,
igualmente	ADV	igualmente
com	PRP	com
o	DET	o
amor	NOM	amor
de	PRP	de
mãe	NOM	mãe
com	PRP	com
que	PR	que
o	P	o
criava	V	criar
.	SENT	.
</s>
<s>
Os	DET	o
que	PR	que
de	PRP	de
todo	P	todo
deixam	V	deixar
aos	PRP+DET	a
servos	NOM	servo
a	PRP	a
criação	NOM	criação
dos	PRP+DET	de
filhos	NOM	filho
a	PRP	a
troco	NOM	troco
de	PRP	de
não	ADV	não
quebrantarem	V	quebrantar
a	DET	a
autoridade	NOM	autoridade
de	PRP	de
príncipes	NOM	príncipe
,	VIRG	,
parece	V	parecer
que	CONJSUB	que
estimam	V	estimar
por	PRP	por
mais	ADV	mais
santas	ADJ	santo
as	DET	a
leis	NOM	lei
da	PRP+DET	de
fortuna	NOM	fortuna
do	PRP+DET	de
que	PR	que
as	DET	a
da	PRP+DET	de
natureza.Nenhuma	ADJ	<unknown>
figura	NOM	figura
,	VIRG	,
moldada	V	moldar
de	PRP	de
disformes	ADJ	disforme
matizes	NOM	matiz
,	VIRG	,
recebe	V	receber
depois	ADV	depois
tal	ADJ	tal
benefício	NOM	benefício
,	VIRG	,
como	CONJ	como
reparo	V	reparar
da	PRP+DET	de
lisura	NOM	lisura
que	PR	que
mude	V	mudar
as	DET	a
primeiras	ADJ	primeiro
formas	NOM	forma
.	SENT	.
</s>
<s>
Atentem	V	atentar
primeiro	ADJ	primeiro
os	DET	o
pais	NOM	pai
que	PR	que
são	V	ser
os	DET	o
relevados	ADJ	relevado
que	PR	que
deixam	V	deixar
imprimir	V	imprimir
aos	PRP+DET	a
filhos	NOM	filho
na	PRP+DET	em
primeira	CARD	primeiro
educação	NOM	educação
:	SENT	:
mais	ADV	mais
os	DET	o
reis	NOM	rei
que	PR	que
não	ADV	não
só	ADV	só
nascem	V	nascer
para	PRP	para
senhores	NOM	senhor
,	VIRG	,
mas	CONJ	mas
para	PRP	para
mestres	NOM	mestre
da	PRP+DET	de
República	NOM	república
.	SENT	.
</s>
<s>
Dom	NOM	dom
Diogo	NOM	diogo
de	PRP	de
Melo	NOM	<unknown>
e	CONJ	e
Manuel	NOM	Manuel
do	PRP+DET	de
Vale	NOM	vale
foram	V	ir
aio	NOM	aio
e	CONJ	e
mestre	NOM	mestre
de	PRP	de
Dom	NOM	dom
João	NOM	João
.	SENT	.
</s>
<s>
O	DET	o
primeiro	CARD	primeiro
,	VIRG	,
parente	ADJ	parente
,	VIRG	,
servidor	NOM	servidor
e	CONJ	e
criado	NOM	criado
da	PRP+DET	de
Casa	NOM	casa
,	VIRG	,
instruindo-o	V+P	instruir
nos	PRP+DET	em
bons	ADJ	bom
preceitos	NOM	preceito
da	PRP+DET	de
antiga	ADJ	antigo
Corte	NOM	corte
Portuguesa	NOM	português
.	SENT	.
</s>
<s>
O	DET	o
segundo	CARD	segundo
,	VIRG	,
sábio	ADJ	sábio
e	CONJ	e
virtuoso	ADJ	virtuoso
varão	NOM	varão
,	VIRG	,
como	CONJ	como
o	P	o
tem	V	ter
mostrado	V	mostrar
sua	ADJ	sua
vida	NOM	vida
e	CONJ	e
escritos	NOM	escrito
.	SENT	.
</s>
<s>
O	DET	o
mais	ADV	mais
austero	ADJ	austero
requeria	V	requerer
o	DET	o
mais	ADV	mais
constante	ADJ	constante
progresso	NOM	progresso
a	PRP	a
criação	NOM	criação
do	PRP+DET	de
duque	NOM	duque
de	PRP	de
Barcelos	NOM	barcelos
;	SENT	;
grandes	ADJ	grande
razões	NOM	razão
de	PRP	de
Estado	NOM	estado
,	VIRG	,
não	ADV	não
sei	V	saber
se	P	se
firmes	ADJ	firme
,	VIRG	,
lhas	P	ele
solicitaram	V	solicitar
,	VIRG	,
omissa	ADJ	omisso
ou	CONJ	ou
intercadente	V	<unknown>
.	SENT	.
</s>
<s>
Fizeram	V	fazer
entender	V	entender
ao	PRP+DET	a
duque	NOM	duque
Dom	V	<unknown>
Teodósio	NOM	<unknown>
que	PR	que
criar	V	criar
um	DET	um
filho	NOM	filho
com	PRP	com
majestade	NOM	majestade
era	V	ser
fazê-lo	V+P	fazer
réu	NOM	réu
dela	PRP+P	de
,	VIRG	,
e	CONJ	e
só	ADV	só
se	P	se
contentasse	V	contentar
com	PRP	com
lográ-lo	V	<unknown>
qual	PR	qual
lhe	P	lhe
saísse	V	sair
;	SENT	;
pois	CONJ	pois
pelo	PRP+DET	por
esplendor	NOM	esplendor
do	PRP+DET	de
carbúnculo	NOM	carbúnculo
perde	V	perder
a	DET	a
vida	NOM	vida
o	DET	o
animal	NOM	animal
de	PRP	de
que	PR	que
é	V	ser
produzido	V	produzir
.	SENT	.
</s>
<s>
Política	NOM	política
é	V	ser
esta	DET	esta
mais	ADV	mais
difícil	ADJ	difícil
que	PR	que
incerta	V	incertar
.	SENT	.
</s>
<s>
Persuado-me	V	<unknown>
que	CONJSUB	que
grandes	ADJ	grande
fins	NOM	fim
obrigaram	V	obrigar
a	DET	a
que	PR	que
se	P	se
faltasse	V	faltar
neste	PRP+P	em
tempo	NOM	tempo
ao	PRP+DET	a
custo	NOM	custo
de	PRP	de
tão	ADV	tão
grande	ADJ	grande
herdeiro	NOM	herdeiro
,	VIRG	,
mas	CONJ	mas
é	V	ser
o	DET	o
menos	ADV	menos
culpável	ADJ	culpável
defeito	NOM	defeito
que	PR	que
se	P	se
pode	V	poder
notar	V	notar
a	DET	a
Dom	NOM	dom
Teodósio	NOM	<unknown>
,	VIRG	,
quando	CONJ	quando
os	DET	o
mais	ADV	mais
lisonjeiros	ADJ	lisonjeiro
de	PRP	de
seu	ADJ	seu
filho	NOM	filho
não	ADV	não
puderam	V	poder
desconhecer	V	desconhecer
as	DET	a
faltas	NOM	falta
que	PR	que
nele	PRP+P	ele
deixou	V	deixar
impressa	V	imprimir
a	DET	a
falta	NOM	falta
desta	PRP+P	de
observância	NOM	observância
.	SENT	.
</s>
<s>
Soube	V	saber
contudo	CONJ	contudo
de	PRP	de
latinidade	NOM	latinidade
com	PRP	com
perfeição	NOM	perfeição
,	VIRG	,
ou	CONJ	ou
por	PRP	por
mais	ADV	mais
fácil	ADJ	fácil
ou	CONJ	ou
por	PRP	por
mais	ADV	mais
segura	ADJ	seguro
,	VIRG	,
antes	ADV	antes
a	DET	a
pia	NOM	pia
que	PR	que
a	DET	a
erudita	ADJ	erudito
,	VIRG	,
sendo-lhe	V+P	ser
familiar	ADJ	familiar
a	DET	a
Escritura	NOM	escritura
Santa	NOM	Santa
,	VIRG	,
e	CONJ	e
quase	ADV	quase
alheia	ADJ	alheio
a	DET	a
profana	NOM	profano
,	VIRG	,
donde	PRP+ADV	de
procedeu	V	proceder
que	CONJSUB	que
com	PRP	com
notas	NOM	nota
de	PRP	de
excessivamente	ADV	excessivamente
eclesiástico	ADJ	eclesiástico
lhe	P	lhe
sobejava	V	sobejar
da	PRP+DET	de
latinidade	NOM	latinidade
tanta	DET	tanto
notícia	NOM	notícia
quanta	P	quanta
lhe	P	lhe
faltava	V	faltar
da	PRP+DET	de
política	NOM	política
.	SENT	.
</s>
<s>
Depois	ADV	depois
,	VIRG	,
por	PRP	por
ocasião	NOM	ocasião
do	PRP+DET	de
visinho	ADJ	vizinho
campo	NOM	campo
,	VIRG	,
inclinado	V	inclinar
ao	PRP+DET	a
seu	ADJ	seu
exercício	NOM	exercício
o	P	o
seguiu	V	seguir
,	VIRG	,
solto	V	soltar
com	PRP	com
todos	ADJ	todo
os	DET	o
preceitos	NOM	preceito
do	PRP+DET	de
decoro	NOM	decoro
e	CONJ	e
temperança	NOM	temperança
.	SENT	.
</s>
<s>
O	DET	o
duque	NOM	duque
seu	ADJ	seu
pai	NOM	pai
,	VIRG	,
agradado	V	agradar
de	PRP	de
ver	V	ver
que	CONJSUB	que
Dom	V	<unknown>
João	NOM	João
o	P	o
imitava	V	imitar
em	PRP	em
alguns	ADJ	algum
costumes	NOM	costume
,	VIRG	,
sendo	V	ser
aqueles	P	aquele
os	DET	o
de	PRP	de
menor	ADJ	menor
inconvenientes	NOM	inconveniente
,	VIRG	,
usava	V	usar
dele	PRP+P	de
como	CONJ	como
a	DET	a
águia	NOM	águia
dos	PRP+DET	de
filhos	NOM	filho
,	VIRG	,
examinando-os	V+P	examinar
nas	PRP+DET	em
oposições	NOM	oposição
do	PRP+DET	de
sol	NOM	sol
para	PRP	para
legitimá-los	V	<unknown>
.	SENT	.
</s>
<s>
Eram-lhe	V+P	ser
deleitosas	ADJ	deleitoso
as	DET	a
fadigas	NOM	fadiga
que	PR	que
do	PRP+DET	de
filho	NOM	filho
duque	NOM	duque
de	PRP	de
Barcelos	NOM	barcelos
lhe	P	lhe
referiam	V	referir
,	VIRG	,
algumas	ADJ	alguma
de	PRP	de
novo	ADJ	novo
lhe	P	lhe
ocasionava	V	ocasionar
com	PRP	com
o	DET	o
exemplo	NOM	exemplo
,	VIRG	,
não	ADV	não
pondo	V	pôr
os	DET	o
olhos	NOM	olho
do	PRP+DET	de
desejo	NOM	desejo
mais	ADV	mais
que	PR	que
em	PRP	em
o	P	o
ver	V	ver
livre	ADJ	livre
dos	PRP+DET	de
riscos	NOM	risco
daquela	PRP+P	aquela
idade	NOM	idade
.	SENT	.
</s>
<s>
Tem-se	V+P	ter
levantado	V	levantar
a	DET	a
caça	NOM	caça
com	PRP	com
o	DET	o
nome	NOM	nome
de	PRP	de
virtude	NOM	virtude
;	SENT	;
não	ADV	não
nego	V	negar
a	DET	a
que	PR	que
compreende	V	compreender
útil	ADJ	útil
para	PRP	para
a	DET	a
robustidade	NOM	<unknown>
que	PR	que
traz	V	trazer
a	DET	a
seus	ADJ	seu
aviadores	NOM	aviador
.	SENT	.
</s>
<s>
Os	DET	o
sábios	NOM	sábio
ensinaram	V	ensinar
que	CONJSUB	que
o	DET	o
solar	ADJ	solar
dos	PRP+DET	de
vícios	NOM	vício
é	V	ser
o	DET	o
extremo	ADJ	extremo
das	PRP+DET	de
coisas	NOM	coisa
.	SENT	.
</s>
<s>
A	DET	a
experiência	NOM	experiência
nos	PRP+DET	em
mostra	NOM	mostra
que	PR	que
os	DET	o
homens	NOM	homem
sumamente	ADV	sumamente
inclinados	V	inclinar
a	PRP	a
este	DET	este
exercício	NOM	exercício
declinam	V	declinar
facilmente	ADV	facilmente
nas	PRP+DET	em
ásperas	ADJ	áspero
controvérsias	NOM	controvérsia
,	VIRG	,
e	CONJ	e
dispõem	V	dispor
os	DET	o
príncipes	NOM	príncipe
a	PRP	a
contrários	ADJ	contrário
efeitos	NOM	efeito
do	PRP+DET	de
principado	NOM	principado
ao	PRP+DET	a
ódio	NOM	ódio
dos	PRP+DET	de
negócios	NOM	negócio
sem	PRP	sem
lhes	P	lhes
relevar	V	relevar
a	DET	a
ocasião	NOM	ocasião
dos	PRP+DET	de
perigos	NOM	perigo
na	PRP+DET	em
saúde	NOM	saúde
e	CONJ	e
conservação	NOM	conservação
.	SENT	.
</s>
<s>
A	PRP	a
esta	DET	esta
causa	NOM	causa
,	VIRG	,
com	PRP	com
alta	ADJ	alto
providência	NOM	providência
,	VIRG	,
fingiram	V	fingir
os	DET	o
poetas	NOM	poeta
cuja	PR	cuja
arte	NOM	arte
foi	V	ir
mestra	ADJ	mestre
do	PRP+DET	de
mundo	NOM	mundo
,	VIRG	,
que	PR	que
aquele	DET	aquele
seu	ADJ	seu
Anfion	NOM	<unknown>
se	P	se
convertera	V	converter
em	PRP	em
corvo	NOM	corvo
.	SENT	.
</s>
<s>
Não	ADV	não
ousaram	V	ousar
parece	V	parecer
a	PRP	a
admoestar	V	admoestar
de	PRP	de
outro	ADJ	outro
modo	NOM	modo
aos	PRP+DET	a
príncipes	NOM	príncipe
,	VIRG	,
que	PR	que
o	DET	o
homem	NOM	homem
motor	NOM	motor
da	PRP+DET	de
caça	NOM	caça
,	VIRG	,
se	P	se
não	ADV	não
na	PRP+DET	em
natureza	NOM	natureza
,	VIRG	,
nos	PRP+DET	em
costumes	NOM	costume
,	VIRG	,
se	P	se
convertia	V	converter
em	PRP	em
fera	NOM	fera
.	SENT	.
</s>
<s>
De	PRP	de
Hércules	NOM	hércules
disseram	V	dizer
os	DET	o
antigos	ADJ	antigo
que	PR	que
despedaçava	V	despedaçar
no	PRP+DET	em
berço	NOM	berço
as	DET	a
serpentes	NOM	serpente
;	SENT	;
outros	ADJ	outro
,	VIRG	,
entendendo	V	entender
compor	V	compor
o	DET	o
crédito	NOM	crédito
com	PRP	com
a	DET	a
elegância	NOM	elegância
,	VIRG	,
se	P	se
alargaram	V	alargar
a	PRP	a
contar	V	contar
fabulosas	ADJ	fabuloso
façanhas	NOM	façanha
dos	PRP+DET	de
seus	ADJ	seu
Ciros	NOM	<unknown>
e	CONJ	e
de	PRP	de
Aquiles	NOM	Aquiles
que	PR	que
chegou	V	chegar
a	PRP	a
notar	V	notar
os	DET	o
destemidos	ADJ	destemido
acometimentos	NOM	acometimento
contra	PRP	contra
todo	ADJ	todo
o	DET	o
animal	NOM	animal
e	CONJ	e
contra	PRP	contra
todo	ADJ	todo
o	DET	o
perigo	NOM	perigo
deste	PRP+P	de
em	PRP	em
sua	ADJ	sua
puerícia	NOM	puerícia
,	VIRG	,
por	PRP	por
ventura	NOM	ventura
para	PRP	para
que	PR	que
houvesse	V	haver
quem	PR	quem
cresse	V	crer
ou	CONJ	ou
desprezasse	V	desprezar
o	DET	o
que	PR	que
se	P	se
refere	V	referir
dos	PRP+DET	de
passados	NOM	passado
.	SENT	.
</s>
<s>
A	PRP	a
este	DET	este
tempo	NOM	tempo
se	P	se
repartia	V	repartir
já	ADV	já
o	DET	o
amor	NOM	amor
de	PRP	de
pai	NOM	pai
por	PRP	por
dois	CARD	dois
irmãos	NOM	irmão
que	PR	que
,	VIRG	,
com	PRP	com
intervalo	NOM	intervalo
quase	ADV	quase
de	PRP	de
um	DET	um
a	PRP	a
outro	P	outro
igual	ADJ	igual
,	VIRG	,
mas	CONJ	mas
não	ADV	não
breve	ADJ	breve
,	VIRG	,
haviam	V	haver
nascido	ADJ	nascido
.	SENT	.
</s>
<s>
Dom	NOM	dom
Duarte	NOM	duarte
,	VIRG	,
o	DET	o
primeiro	CARD	primeiro
,	VIRG	,
o	DET	o
segundo	CARD	segundo
e	CONJ	e
último	ADJ	último
Dom	NOM	dom
Alexandre	NOM	Alexandre
,	VIRG	,
ambos	CARD	ambos
de	PRP	de
curta	ADJ	curto
vida	NOM	vida
e	CONJ	e
infelizes	NOM	infeliz
.	SENT	.
</s>
<s>
Eram	V	ser
todos	ADJ	todo
os	DET	o
medos	NOM	medo
do	PRP+DET	de
duque	NOM	duque
Dom	NOM	dom
