<text id="vicente16th>
<s>
Prólogo	NOM	prólogo
perderam-se	V+P	perder
,	VIRG	,
e	CONJ	e
outros	P	outro
que	PR	que
tomaram	V	tomar
a	DET	a
seu	ADJ	seu
cargo	NOM	cargo
o	DET	o
trabalho	NOM	trabalho
de	PRP	de
serem	V	ser
pregoeiros	NOM	pregoeiro
daqueles	PRP+P	aquele
que	PR	que
escreveram	V	escrever
e	CONJ	e
fizeram	V	fazer
obras	NOM	obra
dignas	ADJ	digno
de	PRP	de
serem	V	ser
apregoadas	ADJ	apregoado
,	VIRG	,
sem	PRP	sem
outra	ADJ	outro
obrigação	NOM	obrigação
,	VIRG	,
mais	ADV	mais
que	PR	que
somente	ADV	somente
a	DET	a
curiosidade	NOM	curiosidade
que	PR	que
tinham	V	ter
de	PRP	de
quererem	V	querer
que	CONJSUB	que
se	P	se
não	ADV	não
perdesse	V	perder
a	DET	a
fama	NOM	fama
de	PRP	de
grandes	ADJ	grande
homens	NOM	homem
.	SENT	.
</s>
<s>
Quero	V	querer
dizer	V	dizer
que	CONJSUB	que
,	VIRG	,
se	P	se
estes	P	este
não	ADV	não
lhe	P	lhe
indo	V	ir
nisso	PRP+P	em
nada	P	nada
,	VIRG	,
o	P	o
fizeram	V	fazer
assim	ADV	assim
,	VIRG	,
que	PR	que
farão	V	fazer
aqueles	P	aquele
a	DET	a
que	PR	que
bate	V	bater
à	PRP+DET	a
porta	NOM	porta
a	PRP	a
obrigação	NOM	obrigação
de	PRP	de
seus	ADJ	seu
antepassados	NOM	antepassado
,	VIRG	,
que	PR	que
suas	ADJ	sua
obras	NOM	obra
são	V	ser
desejadas	V	desejar
virem	V	ver
à	PRP+DET	a
notícia	NOM	notícia
de	PRP	de
todos	P	todo
.	SENT	.
</s>
<s>
E	CONJ	e
ainda	ADV	ainda
que	CONJSUB	que
as	DET	a
obras	NOM	obra
de	PRP	de
meu	ADJ	meu
pai	NOM	pai
não	ADV	não
tenham	V	ter
tamanho	ADJ	tamanho
merecimento	NOM	merecimento
,	VIRG	,
como	CONJ	como
tiveram	V	ter
as	DET	a
doutros	PRP+P	de
poetas	NOM	poeta
antigos	ADJ	antigo
e	CONJ	e
modernos	ADJ	moderno
,	VIRG	,
tão	ADV	tão
celebradas	V	celebrar
em	PRP	em
todo	ADJ	todo
o	DET	o
mundo	NOM	mundo
,	VIRG	,
todavia	CONJ	todavia
,	VIRG	,
ainda	ADV	ainda
que	CONJSUB	que
as	DET	a
deste	PRP+P	de
livro	NOM	livro
fiquem	V	ficar
muito	ADV	muito
abaixo	ADV	abaixo
destas	PRP+P	de
,	VIRG	,
por	PRP	por
serem	V	ser
cousas	NOM	coisa
alg~uas	V	<unknown>
delas	PRP+P	de
feitas	V	fazer
por	PRP	por
serviço	NOM	serviço
de	PRP	de
Deus	NOM	deus
,	VIRG	,
e	CONJ	e
todas	ADJ	todo
em	PRP	em
serviço	NOM	serviço
de	PRP	de
vossos	ADJ	vosso
avós	NOM	avô
,	VIRG	,
e	CONJ	e
de	PRP	de
que	PR	que
eles	P	ele
muito	ADV	muito
gostaram	V	gostar
,	VIRG	,
era	V	ser
razão	NOM	razão
que	PR	que
se	P	se
imprimissem	V	imprimir
.	SENT	.
</s>
<s>
E	CONJ	e
<12>
porque	CONJ	porque
sei	V	saber
que	CONJSUB	que
já	ADV	já
agora	ADV	agora
,	VIRG	,
nessa	PRP+P	em
tenra	ADJ	tenro
idade	NOM	idade
de	PRP	de
Vossa	NOM	<unknown>
Alteza	NOM	alteza
,	VIRG	,
gosta	V	gostar
muito	ADV	muito
delas	PRP+P	de
e	CONJ	e
as	P	a
lê	V	ler
e	CONJ	e
folga	NOM	folga
de	PRP	de
as	DET	a
ver	V	ver
representadas	V	representar
,	VIRG	,
tomei	V	tomar
a	DET	a
minhas	ADJ	minha
costas	NOM	costa
o	DET	o
trabalho	NOM	trabalho
de	PRP	de
as	DET	a
apurar	V	apurar
e	CONJ	e
fazer	V	fazer
imprimir	V	imprimir
sem	PRP	sem
outro	ADJ	outro
interesse	NOM	interesse
senão	CONJ	senão
servir	V	servir
Vossa	NOM	<unknown>
Alteza	NOM	alteza
com	PRP	com
lhas	P	ele
dirigir	V	dirigir
,	VIRG	,
e	CONJ	e
cumprir	V	cumprir
com	PRP	com
esta	DET	esta
obrigação	NOM	obrigação
de	PRP	de
filho	NOM	filho
.	SENT	.
</s>
<s>
E	CONJ	e
porque	CONJ	porque
sua	ADJ	sua
tenção	NOM	tenção
era	V	ser
que	CONJSUB	que
se	P	se
imprimissem	V	imprimir
suas	ADJ	sua
obras	NOM	obra
,	VIRG	,
escreveu	V	escrever
por	PRP	por
sua	ADJ	sua
mão	NOM	mão
e	CONJ	e
ajuntou	V	ajuntar
em	PRP	em
um	DET	um
livro	NOM	livro
muito	ADV	muito
grande	ADJ	grande
parte	NOM	parte
delas	PRP+P	de
,	VIRG	,
e	CONJ	e
ajuntara	V	ajuntar
todas	ADJ	todo
se	CONJ	se
a	DET	a
morte	NOM	morte
o	P	o
não	ADV	não
consumira	V	consumir
.	SENT	.
</s>
<s>
A	PRP	a
este	DET	este
livro	NOM	livro
ajuntei	V	ajuntar
as	DET	a
mais	ADV	mais
obras	NOM	obra
que	PR	que
faltavam	V	faltar
e	CONJ	e
de	PRP	de
que	PR	que
pude	V	poder
ter	V	ter
notícia	NOM	notícia
.	SENT	.
</s>
<s>
E	CONJ	e
porque	CONJ	porque
o	DET	o
prólogo	NOM	prólogo
que	PR	que
adiante	ADV	adiante
vai	V	ir
dirigido	V	dirigir
a	DET	a
el-rei	NOM	el-rei
vosso	ADJ	vosso
avó	NOM	avô
,	VIRG	,
que	PR	que
haja	V	haver
glória	NOM	glória
,	VIRG	,
não	ADV	não
houve	V	haver
efeito	NOM	efeito
,	VIRG	,
esse	P	esse
,	VIRG	,
como	CONJ	como
livro	NOM	livro
todo	ADJ	todo
,	VIRG	,
ofereço	V	oferecer
a	DET	a
Vossa	NOM	<unknown>
Alteza	NOM	alteza
a	PRP	a
quem	PR	quem
Nosso	NOM	nosso
Senhor	NOM	senhor
acrescente	NOM	acrescente
e	CONJ	e
prospere	V	prosperar
a	DET	a
vida	NOM	vida
e	CONJ	e
estado	NOM	estado
por	PRP	por
muitos	ADJ	muito
anos	NOM	ano
.	SENT	.
</s>
<s>
<13>
Prólogo	NOM	prólogo
em	PRP	em
que	PR	que
o	DET	o
autor	NOM	autor
dirigia	V	dirigir
esta	DET	esta
cópia	NOM	cópia
de	PRP	de
suas	ADJ	sua
obras	NOM	obra
ao	PRP+DET	a
muito	ADV	muito
alto	ADJ	alto
e	CONJ	e
excelso	ADJ	excelso
Príncipe	NOM	príncipe
,	VIRG	,
el-Rei	V	<unknown>
dom	NOM	dom
João	NOM	João
,	VIRG	,
o	DET	o
terceiro	CARD	terceiro
deste	PRP+P	de
nome	NOM	nome
em	PRP	em
Portugal	NOM	Portugal
.	SENT	.
</s>
<s>
Os	DET	o
livros	NOM	livro
das	PRP+DET	de
obras	NOM	obra
que	PR	que
escritas	V	escrever
vi	V	ver
,	VIRG	,
sereníssimo	ADJ	sereno
Senhor	NOM	senhor
,	VIRG	,
assim	ADV	assim
em	PRP	em
metro	NOM	metro
como	CONJ	como
em	PRP	em
prosa	NOM	prosa
,	VIRG	,
são	V	ser
tão	ADV	tão
florescidas	ADJ	florescido
de	PRP	de
cientes	ADJ	ciente
matérias	NOM	matéria
,	VIRG	,
de	PRP	de
graciosas	ADJ	gracioso
invenções	NOM	invenção
,	VIRG	,
de	PRP	de
doces	ADJ	doce
eloquências	NOM	eloquência
e	CONJ	e
elegâncias	NOM	elegância
,	VIRG	,
que	PR	que
temendo	V	temer
a	DET	a
pobreza	NOM	pobreza
de	PRP	de
meu	ADJ	meu
engenho	NOM	engenho
,	VIRG	,
porque	CONJ	porque
nasceu	V	nascer
e	CONJ	e
vive	V	viver
sem	PRP	sem
possuir	V	possuir
nenh~ua	V	<unknown>
destas	PRP+P	de
,	VIRG	,
determinava	V	determinar
leixar	V	leixar
minhas	P	minha
misérrimas	ADJ	mísero
obras	NOM	obra
por	PRP	por
imprimir	V	imprimir
,	VIRG	,
porque	CONJ	porque
os	DET	o
antigos	ADJ	antigo
e	CONJ	e
modernos	ADJ	moderno
não	ADV	não
leixaram	V	leixar
cousa	NOM	coisa
boa	ADJ	bom
por	PRP	por
dizer	V	dizer
,	VIRG	,
nem	CONJ	nem
invenção	NOM	invenção
linda	ADJ	lindo
por	PRP	por
achar	V	achar
,	VIRG	,
nem	CONJ	nem
graça	NOM	graça
por	PRP	por
descobrir	V	descobrir
.	SENT	.
</s>
<s>
Assi	NOM	<unknown>
que	PR	que
,	VIRG	,
pera	V	esperar
passar	V	passar
seguro	NOM	seguro
da	PRP+DET	de
pena	NOM	pena
que	PR	que
minha	ADJ	minha
ignorância	NOM	ignorância
padecer	V	padecer
não	ADV	não
escusa	ADJ	escuso
,	VIRG	,
me	P	me
fora	V	ir
fermosa	V	<unknown>
guarida	V	guarir
não	ADV	não
dizer	V	dizer
senão	PRP	senão
o	DET	o
que	PR	que
eles	P	ele
dixeram	V	<unknown>
,	VIRG	,
ainda	ADV	ainda
que	PR	que
eu	P	eu
ficasse	V	ficar
como	CONJ	como
eco	NOM	eco
nos	PRP+DET	em
vales	NOM	vale
que	PR	que
fala	V	falar
o	DET	o
que	PR	que
dizem	V	dizer
,	VIRG	,
sem	PRP	sem
saber	V	saber
o	DET	o
que	PR	que
diz	V	dizer
.	SENT	.
</s>
<s>
Porém	CONJ	porém
,	VIRG	,
querendo	V	querer
eu	P	eu
no	PRP+DET	em
presente	ADJ	presente
preâmbulo	NOM	preâmbulo
ajudar-me	V+P	ajudar
do	PRP+DET	de
seu	ADJ	seu
costumado	NOM	costumado
estilo	NOM	estilo
,	VIRG	,
em	PRP	em
querer	V	querer
louvar	V	louvar
as	DET	a
excelências	NOM	excelência
de	PRP	de
Vossa	NOM	<unknown>
Alteza	NOM	alteza
como	CONJ	como
eles	P	ele
fazem	V	fazer
aos	PRP+DET	a
senhores	NOM	senhor
a	PRP	a
quem	PR	quem
suas	ADJ	sua
obras	NOM	obra
endereçam	V	endereçar
,	VIRG	,
que	PR	que
farei	V	fazer
?	SENT	?
Sendo	V	ser
certo	ADJ	certo
que	PR	que
ainda	ADV	ainda
que	PR	que
fosse	V	fossar
em	PRP	em
mi	NOM	mi
só	ADJ	só
a	PRP	a
sua	ADJ	sua
oratória	NOM	oratória
,	VIRG	,
tão	ADV	tão
facunda	ADJ	facundo
como	CONJ	como
em	PRP	em
todos	P	todo
eles	P	ele
,	VIRG	,
e	CONJ	e
me	P	me
fosse	V	fossar
traspassado	V	trespassar
o	DET	o
espírito	NOM	espírito
de	PRP	de
David	NOM	David
,	VIRG	,
não	ADV	não
presumiria	V	presumir
escrever	V	escrever
de	PRP	de
Vossa	NOM	<unknown>
Alteza	NOM	alteza
a	PRP	a
mínima	ADJ	mínimo
parte	NOM	parte
de	PRP	de
sua	ADJ	sua
magnífica	NOM	magnífico
bondade	NOM	bondade
,	VIRG	,
de	PRP	de
sua	ADJ	sua
nobilíssima	ADJ	nobre
condição	NOM	condição
,	VIRG	,
de	PRP	de
sua	ADJ	sua
discreta	ADJ	discreto
mansidade	NOM	<unknown>
,	VIRG	,
do	PRP+DET	de
perfeito	ADJ	perfeito
zelo	NOM	zelo
de	PRP	de
sua	ADJ	sua
justiça	NOM	justiça
,	VIRG	,
da	PRP+DET	de
sua	ADJ	sua
paz	NOM	paz
,	VIRG	,
da	PRP+DET	de
sua	ADJ	sua
guerra	NOM	guerra
,	VIRG	,
da	PRP+DET	de
sua	ADJ	sua
graça	NOM	graça
,	VIRG	,
gravidade	NOM	gravidade
,	VIRG	,
conselho	NOM	conselho
,	VIRG	,
sabedoria	NOM	sabedoria
,	VIRG	,
liberalidade	NOM	liberalidade
,	VIRG	,
prudência	NOM	prudência
,	VIRG	,
e	CONJ	e
,	VIRG	,
finalmente	ADV	finalmente
,	VIRG	,
do	PRP+DET	de
seu	ADJ	seu
<14>
cristianíssimo	ADJ	cristão
firmamento	NOM	firmamento
.	SENT	.
</s>
<s>
Outrossim	ADV	outrossim
,	VIRG	,
querendo	V	querer
navegar	V	navegar
pola	V	<unknown>
rota	V	rotar
do	PRP+DET	de
seu	ADJ	seu
exórdio	NOM	<unknown>
deles	PRP+P	de
,	VIRG	,
pedindo	V	pedir
a	DET	a
Vossa	NOM	<unknown>
Alteza	NOM	alteza
favor	NOM	favor
e	CONJ	e
empato	V	empatar
,	VIRG	,
pera	PRP	para
que	PR	que
minha	P	minha
enferma	V	enfermar
escritura	V	escriturar
não	ADV	não
seja	V	ser
ferida	V	ferir
de	PRP	de
línguas	NOM	língua
danosas	ADJ	danoso
.	SENT	.
</s>
<s>
Parece-me	V+P	parecer
injusta	ADJ	injusto
oração	NOM	oração
pedir	V	pedir
tão	ADV	tão
alto	ADJ	alto
esteio	V	estear
pera	V	esperar
tão	ADV	tão
baixo	ADJ	baixo
edifício	NOM	edifício
,	VIRG	,
quanto	ADV	quanto
mais	ADV	mais
que	PR	que
ainda	ADV	ainda
que	CONJSUB	que
digno	ADJ	digno
fora	NOM	fora
de	PRP	de
tão	ADV	tão
nobre	ADJ	nobre
amparo	NOM	amparo
,	VIRG	,
tenho	V	ter
considerado	V	considerar
que	CONJSUB	que
Cristo	NOM	Cristo
,	VIRG	,
filho	NOM	filho
de	PRP	de
Deus	NOM	deus
,	VIRG	,
sob	PRP	sob
empato	V	empatar
de	PRP	de
poderio	NOM	poderio
eternal	ADJ	<unknown>
do	PRP+DET	de
Padre	NOM	padre
e	CONJ	e
todos	P	todo
seus	P	seu
bem-	V	<unknown>
aventurados	V	aventurar
santos	NOM	santo
não	ADV	não
passaram	V	passar
por	PRP	por
esta	DET	esta
vida	NOM	vida
tão	ADV	tão
livres	ADJ	livre
,	VIRG	,
que	PR	que
dos	PRP+DET	de
malditos	ADJ	maldito
detractores	NOM	detractor
não	ADV	não
fossem	V	ir
julgadas	V	julgar
suas	ADJ	sua
divinas	ADJ	divino
obras	NOM	obra
por	PRP	por
humanas	ADJ	humano
leviandades	NOM	leviandade
,	VIRG	,
sua	ADJ	sua
santa	ADJ	santo
doutrina	NOM	doutrina
,	VIRG	,
por	PRP	por
máxima	ADJ	máximo
ignorância	NOM	ignorância
,	VIRG	,
sua	ADJ	sua
manifesta	V	manifestar
bondade	NOM	bondade
,	VIRG	,
por	PRP	por
falsa	ADJ	falso
malícia	NOM	malícia
,	VIRG	,
sua	ADJ	sua
santíssima	NOM	santo
graça	NOM	graça
,	VIRG	,
por	PRP	por
sorretício	V	<unknown>
engano	NOM	engano
,	VIRG	,
sua	ADJ	sua
excelsa	ADJ	excelso
abstinência	NOM	abstinência
,	VIRG	,
por	PRP	por
vil	ADJ	vil
hipocrisia	NOM	hipocrisia
,	VIRG	,
sua	ADJ	sua
celeste	ADJ	celeste
pobreza	NOM	pobreza
,	VIRG	,
por	PRP	por
terreno	NOM	terreno
vício	NOM	vício
.	SENT	.
</s>
<s>
Pois	CONJ	pois
,	VIRG	,
rústico	ADJ	rústico
peregrino	NOM	peregrino
,	VIRG	,
de	PRP	de
mi	NOM	mi
,	VIRG	,
que	PR	que
espero	V	esperar
eu	P	eu
?	SENT	?
Livro	NOM	livro
meu	ADJ	meu
,	VIRG	,
que	PR	que
esperas	V	esperar
tu	P	tu
?	SENT	?
Porém	CONJ	porém
te	P	te
rogo	V	rogar
que	CONJSUB	que
quando	CONJ	quando
o	DET	o
ignorante	NOM	ignorante
malicioso	ADJ	malicioso
te	P	te
reprender	V	<unknown>
,	VIRG	,
que	PR	que
lhe	P	lhe
digas	V	dizer
:	SENT	:
Se	P	se
meu	ADJ	meu
mestre	NOM	mestre
aqui	ADV	aqui
estivera	V	estar
,	VIRG	,
tu	P	tu
calaras	V	calar
.	SENT	.
</s>
<s>
Finalmente	ADV	finalmente
que	CONJSUB	que
por	PRP	por
escusar	V	escusar
estas	DET	esta
batalhas	NOM	batalha
e	CONJ	e
por	PRP	por
outros	ADJ	outro
respeitos	NOM	respeito
,	VIRG	,
estava	V	estar
sem	PRP	sem
propósito	NOM	propósito
de	PRP	de
imprimir	V	imprimir
minhas	ADJ	minha
obras	NOM	obra
se	CONJ	se
Vossa	NOM	<unknown>
Alteza	NOM	alteza
mo	P	eu
não	ADV	não
mandara	V	mandar
,	VIRG	,
não	ADV	não
por	PRP	por
serem	V	ser
dinas	V	<unknown>
de	PRP	de
tão	ADV	tão
esclarecida	ADJ	esclarecido
lembrança	NOM	lembrança
,	VIRG	,
mas	CONJ	mas
Vossa	NOM	<unknown>
Alteza	NOM	alteza
haveria	V	haver
respeito	NOM	respeito
a	PRP	a
serem	V	ser
muitas	ADJ	muita
delas	PRP+P	de
de	PRP	de
devação	NOM	<unknown>
,	VIRG	,
e	CONJ	e
a	DET	a
serviço	NOM	serviço
de	PRP	de
Deus	NOM	deus
endereçadas	V	endereçar
,	VIRG	,
e	CONJ	e
não	ADV	não
quis	V	querer
que	CONJSUB	que
se	P	se
perdessem	V	perder
,	VIRG	,
como	CONJ	como
quer	V	querer
que	CONJSUB	que
cousa	NOM	coisa
virtuosa	ADJ	virtuoso
,	VIRG	,
por	PRP	por
pequena	ADJ	pequeno
que	PR	que
seja	V	ser
,	VIRG	,
não	ADV	não
lhe	P	lhe
fica	V	ficar
por	PRP	por
fazer	V	fazer
:	SENT	:
por	PRP	por
cujo	PR	cujo
serviço	NOM	serviço
trabalhei	V	trabalhar
a	DET	a
copilação	NOM	<unknown>
delas	PRP+P	de
com	PRP	com
muita	ADJ	muita
pena	NOM	pena
de	PRP	de
minha	ADJ	minha
velhice	NOM	velhice
e	CONJ	e
glória	NOM	glória
de	PRP	de
minha	ADJ	minha
vontade	NOM	vontade
,	VIRG	,
que	PR	que
foi	V	ir
sempre	ADV	sempre
mais	ADV	mais
desejosa	ADJ	desejoso
de	PRP	de
servir	V	servir
a	DET	a
Vossa	NOM	<unknown>
Alteza	NOM	alteza
que	PR	que
cobiçosa	ADJ	cobiçoso
de	PRP	de
outro	P	outro
nenhum	ADJ	nenhum
descanso	NOM	descanso
.	SENT	.
</s>
<s>
<19>
[	QUOTE	[
AUTO	NOM	auto
DE	NOM	<unknown>
~UA	NOM	<unknown>
VISITAÇÃO	NOM	visitação
]	QUOTE	]
Porquanto	NOM	<unknown>
a	PRP	a
obra	NOM	obra
de	PRP	de
devação	NOM	<unknown>
seguinte	ADJ	seguinte
procedeu	V	proceder
de	PRP	de
~ua	V	<unknown>
visitação	NOM	visitação
,	VIRG	,
que	PR	que
o	DET	o
autor	NOM	autor
fez	V	fazer
ao	PRP+DET	a
parto	NOM	parto
da	PRP+DET	de
muito	ADV	muito
esclarecida	ADJ	esclarecido
Rainha	NOM	rainha
Dona	NOM	dono
Maria	NOM	Maria
,	VIRG	,
e	CONJ	e
nascimento	NOM	nascimento
do	PRP+DET	de
muito	ADV	muito
alto	ADJ	alto
e	CONJ	e
excelente	ADJ	excelente
Príncipe	NOM	príncipe
Dom	NOM	dom
João	NOM	João
,	VIRG	,
o	DET	o
terceiro	CARD	terceiro
em	PRP	em
Portugal	NOM	Portugal
deste	PRP+P	de
nome	NOM	nome
,	VIRG	,
se	P	se
põe	V	pôr
aqui	ADV	aqui
primeiramente	ADV	primeiramente
a	DET	a
dita	ADJ	dito
Visitação	NOM	visitação
por	PRP	por
ser	V	ser
a	DET	a
primeira	CARD	primeiro
cousa	NOM	coisa
,	VIRG	,
que	PR	que
o	DET	o
autor	NOM	autor
fez	V	fazer
e	CONJ	e
que	PR	que
em	PRP	em
Portugal	NOM	Portugal
se	P	se
representou	V	representar
,	VIRG	,
estando	V	estar
o	DET	o
mui	ADV	mui
poderoso	ADJ	poderoso
Rei	V	<unknown>
Dom	V	<unknown>
Manuel	NOM	Manuel
e	CONJ	e
a	DET	a
Rainha	NOM	rainha
Dona	NOM	dono
Beatriz	NOM	Beatriz
,	VIRG	,
sua	ADJ	sua
mãe	NOM	mãe
,	VIRG	,
e	CONJ	e
a	DET	a
Senhora	NOM	senhor
Duquesa	NOM	duque
de	PRP	de
Bragança	NOM	bragança
,	VIRG	,
sua	ADJ	sua
filha	NOM	filho
,	VIRG	,
na	PRP+DET	em
segunda	CARD	segundo
noite	NOM	noite
do	PRP+DET	de
nascimento	NOM	nascimento
do	PRP+DET	de
dito	ADJ	dito
Senhor	NOM	senhor
.	SENT	.
</s>
<s>
E	CONJ	e
estando	V	estar
esta	DET	esta
companhia	NOM	companhia
assi	NOM	<unknown>
junta	NOM	junta
,	VIRG	,
entrou	V	entrar
um	DET	um
Vaqueiro	NOM	vaqueiro
,	VIRG	,
dizendo	V	dizer
:	SENT	:
<20>
Fala	V	falar
à	PRP+DET	a
Rainha	NOM	rainha
<22>
Entraram	V	entrar
certas	ADJ	certo
figuras	NOM	figura
de	PRP	de
pastores	ADJ	pastor
e	CONJ	e
ofereceram	V	oferecer
ao	PRP+DET	a
Príncipe	NOM	príncipe
os	DET	o
ditos	ADJ	dito
presentes	NOM	presente
.	SENT	.
</s>
<s>
E	CONJ	e
por	PRP	por
ser	V	ser
cousa	NOM	coisa
nova	ADJ	novo
em	PRP	em
Portugal	NOM	Portugal
,	VIRG	,
gostou	V	gostar
tanto	ADV	tanto
a	DET	a
Rainha	NOM	rainha
velha	ADJ	velho
desta	PRP+P	de
representação	NOM	representação
,	VIRG	,
que	PR	que
pediu	V	pedir
ao	PRP+DET	a
autor	NOM	autor
que	PR	que
isto	P	isto
mesmo	ADV	mesmo
lhe	P	lhe
representasse	V	representar
às	PRP+DET	a
<23>
matinas	NOM	matina
de	PRP	de
Natal	NOM	Natal
,	VIRG	,
endereçado	V	endereçar
ao	PRP+DET	a
nascimento	NOM	nascimento
do	PRP+DET	de
Redentor	NOM	redentor
.	SENT	.
</s>
<s>
E	CONJ	e
porque	CONJ	porque
a	DET	a
substância	NOM	substância
era	V	ser
mui	ADV	mui
desviada	ADJ	desviado
,	VIRG	,
em	PRP	em
lugar	NOM	lugar
disto	PRP+P	de
fez	V	fazer
a	DET	a
seguinte	ADJ	seguinte
obra	NOM	obra
.	SENT	.
</s>
<s>
[	QUOTE	[
AUTO	NOM	auto
PASTORIL	NOM	pastoril
CASTELHANO	NOM	castelhano
]	QUOTE	]
Entra	V	entrar
primeiramente	ADV	primeiramente
um	DET	um
pastor	NOM	pastor
inclinado	ADJ	inclinado
à	PRP+DET	a
vida	NOM	vida
contemplativa	ADJ	contemplativo
,	VIRG	,
e	CONJ	e
anda	V	andar
sempre	ADV	sempre
solitário	ADJ	solitário
.	SENT	.
</s>
<s>
Entra	V	entrar
outro	ADJ	outro
,	VIRG	,
que	PR	que
o	P	o
reprende	V	<unknown>
disso	PRP+P	de
.	SENT	.
</s>
<s>
E	CONJ	e
porque	CONJ	porque
a	DET	a
obra	NOM	obra
em	PRP	em
si	P	si
,	VIRG	,
dali	PRP+ADV	ali
por	PRP	por
diante	ADV	diante
,	VIRG	,
vai	V	ir
mui	ADV	mui
declarada	V	declarar
,	VIRG	,
não	ADV	não
serve	V	servir
mais	ADV	mais
argumento	NOM	argumento
.	SENT	.
</s>
<s>
Figuras	NOM	figura
do	PRP+DET	de
Auto	NOM	auto
:	SENT	:
Gil	NOM	gil
,	VIRG	,
Brás	NOM	brás
,	VIRG	,
Lucas	NOM	lucas
,	VIRG	,
Silvestre	NOM	silvestre
,	VIRG	,
Llorente	NOM	<unknown>
,	VIRG	,
Gregório	NOM	Gregório
<24>
Cantando	NOM	<unknown>
:	SENT	:
<25>
(	QUOTE	(
João	NOM	João
Domado	NOM	<unknown>
dizia	V	dizer
por	PRP	por
el-rei	NOM	el-rei
Dom	NOM	dom
João	NOM	João
Segundo	NOM	segundo
)	QUOTE	)
Diz	NOM	<unknown>
outro	ADJ	outro
pastor	NOM	pastor
per	PRP	per
nome	NOM	nome
Lucas	NOM	lucas
,	VIRG	,
de	PRP	de
longe	ADV	longe
.	SENT	.
</s>
<s>
<27>
Chama	V	chamar
de	PRP	de
longe	ADV	longe
.	SENT	.
</s>
<s>
<28>
Vêm	V	vir
os	DET	o
pastores	ADJ	pastor
e	CONJ	e
diz	V	dizer
:	SENT	:
<31>
Dormem	V	dormir
e	CONJ	e
o	DET	o
anjo	NOM	anjo
os	DET	o
chama	NOM	chama
cantando	V	cantar
:	SENT	:
<32>
Partem-se	V+P	partir
para	PRP	para
o	DET	o
presépio	NOM	presépio
cantando	V	cantar
.	SENT	.
</s>
<s>
E	CONJ	e
chegando	V	chegar
ao	PRP+DET	a
presépio	NOM	presépio
,	VIRG	,
diz	V	dizer
:	SENT	:
<33>
Com	PRP	com
tangeres	V	tanger
e	CONJ	e
bailos	V	<unknown>
oferecem	V	oferecer
,	VIRG	,
e	CONJ	e
à	PRP+DET	a
despedida	NOM	despedida
cantam	V	cantar
esta	DET	esta
cançoneta	NOM	<unknown>
:	SENT	:
Vão-se	V+P	ir
cantando	V	cantar
.	SENT	.
</s>
<s>
[	QUOTE	[
AUTO	NOM	auto
DOS	NOM	<unknown>
REIS	NOM	rei
MAGOS	NOM	mago
]	QUOTE	]
A	NOM	a
dita	NOM	dito
Senhora	NOM	senhor
Rainha	NOM	rainha
,	VIRG	,
muito	ADV	muito
satisfeita	ADJ	satisfeito
desta	PRP+P	de
pobre	ADJ	pobre
cousa	NOM	coisa
,	VIRG	,
