<text id="ortas1777">
<s>
Leitor	NOM	leitor
achares	V	achar
cousa	NOM	coisa
,	VIRG	,
que	PR	que
te	P	te
contente	ADJ	contente
,	VIRG	,
não	ADV	não
entendas	V	entender
que	CONJSUB	que
são	V	ser
adoções	NOM	adoção
,	VIRG	,
pois	CONJ	pois
confesso	V	confessar
que	CONJSUB	que
da	PRP+DET	de
pequena	ADJ	pequeno
esfera	NOM	esfera
deste	PRP+P	de
entendimento	NOM	entendimento
só	ADV	só
nasce	V	nascer
o	DET	o
inútil	ADJ	inútil
,	VIRG	,
e	CONJ	e
quando	CONJ	quando
mais	ADV	mais
,	VIRG	,
o	DET	o
indiferente	ADJ	indiferente
;	SENT	;
e	CONJ	e
ainda	ADV	ainda
que	PR	que
me	P	me
lembro	V	lembrar
de	PRP	de
que	PR	que
pelo	PRP+DET	por
muito	ADV	muito
que	CONJSUB	que
Fálaris	NOM	<unknown>
considerou	V	considerar
no	PRP+DET	em
ajustado	ADJ	ajustado
de	PRP	de
suas	ADJ	sua
cartas	NOM	carta
,	VIRG	,
não	ADV	não
as	P	a
pode	V	poder
escurecer	V	escurecer
a	DET	a
sua	ADJ	sua
maldade	NOM	maldade
,	VIRG	,
pois	CONJ	pois
tinham	V	ter
estimação	NOM	estimação
em	PRP	em
todo	ADJ	todo
o	DET	o
Mundo	NOM	mundo
,	VIRG	,
em	PRP	em
me	P	me
não	ADV	não
embaraço	V	embaraçar
em	PRP	em
considerar	V	considerar
ser	V	ser
mal	ADV	mal
desempenhada	V	desempenhar
a	DET	a
imitação	NOM	imitação
dos	PRP+DET	de
que	PR	que
dão	V	dar
à	PRP+DET	a
estampa	NOM	estampa
os	DET	o
seus	ADJ	seu
escritos	NOM	escrito
,	VIRG	,
pois	CONJ	pois
não	ADV	não
tenho	V	ter
mais	ADV	mais
tempo	NOM	tempo
,	VIRG	,
que	PR	que
para	PRP	para
refletir	V	refletir
no	PRP+DET	em
alívio	NOM	alívio
,	VIRG	,
que	PR	que
recebo	V	receber
,	VIRG	,
discorrendo	V	discorrer
em	PRP	em
trabalhos	NOM	trabalho
,	VIRG	,
que	PR	que
aos	PRP+DET	a
meus	ADJ	meu
excedem	V	exceder
,	VIRG	,
quando	CONJ	quando
se	P	se
me	P	me
representa	V	representar
a	DET	a
maior	ADJ	maior
grandeza	NOM	grandeza
na	PRP+DET	em
grandeza	NOM	grandeza
abatida	ADJ	abatido
;	SENT	;
a	DET	a
formosura	NOM	formosura
sem	PRP	sem
indecentes	ADJ	indecente
adornos	NOM	adorno
,	VIRG	,
adornada	V	adornar
de	PRP	de
virtudes	NOM	virtude
;	SENT	;
o	DET	o
sábio	ADJ	sábio
virtuoso	NOM	virtuoso
,	VIRG	,
que	PR	que
entre	PRP	entre
os	DET	o
inimigos	NOM	inimigo
da	PRP+DET	de
verdade	NOM	verdade
não	ADV	não
se	P	se
lhe	P	lhe
apoucam	V	apoucar
as	DET	a
luzes	NOM	luz
,	VIRG	,
que	PR	que
conduzem	V	conduzir
para	PRP	para
a	DET	a
glória	NOM	glória
das	PRP+DET	de
Majestades	NOM	majestade
;	SENT	;
o	DET	o
prazer	NOM	prazer
dos	PRP+DET	de
pais	NOM	pai
,	VIRG	,
que	PR	que
chegam	V	chegar
a	PRP	a
ver	V	ver
bem	ADV	bem
sazonadas	V	sazonar
os	DET	o
frutos	NOM	fruto
da	PRP+DET	de
boa	ADJ	bom
educação	NOM	educação
;	SENT	;
o	DET	o
horror	NOM	horror
,	VIRG	,
com	PRP	com
que	PR	que
os	DET	o
justos	NOM	justo
sabem	V	saber
ver	V	ver
o	DET	o
indigno	ADJ	indigno
aspecto	NOM	aspecto
da	PRP+DET	de
lisonja	NOM	lisonja
;	SENT	;
e	CONJ	e
as	DET	a
mudanças	NOM	mudança
do	PRP+DET	de
tempo	NOM	tempo
,	VIRG	,
que	PR	que
sempre	ADV	sempre
vem	V	vir
a	PRP	a
dar	V	dar
o	DET	o
seu	ADJ	seu
a	PRP	a
seu	ADJ	seu
dono	NOM	dono
.	SENT	.
</s>
<s>
Para	PRP	para
ser	V	ser
sofrível	ADJ	sofrível
o	DET	o
meu	ADJ	meu
atrevimento	NOM	atrevimento
,	VIRG	,
adverte	V	advertir
que	CONJSUB	que
a	DET	a
morte	NOM	morte
me	P	me
há	V	haver
de	PRP	de
separar	V	separar
dos	PRP+DET	de
meus	ADJ	meu
,	VIRG	,
e	CONJ	e
que	PR	que
(	QUOTE	(
só	ADV	só
assim	ADV	assim
)	QUOTE	)
ainda	ADV	ainda
depois	ADV	depois
de	PRP	de
me	P	me
haver	V	haver
reduzido	V	reduzir
a	DET	a
alheios	ADJ	alheio
desenganos	NOM	desengano
,	VIRG	,
lhes	P	lhes
ficarei	V	ficar
advertindo	V	advertir
o	DET	o
que	PR	que
lhes	P	lhes
convém	V	convir
;	SENT	;
e	CONJ	e
tenho	V	ter
tão	ADV	tão
disposto	V	dispor
o	DET	o
ânimo	NOM	ânimo
para	PRP	para
sofrer	V	sofrer
os	DET	o
inimigos	NOM	inimigo
desta	PRP+P	de
obra	NOM	obra
,	VIRG	,
que	PR	que
já	ADV	já
espero	V	esperar
a	DET	a
crítica	NOM	crítica
,	VIRG	,
assim	ADV	assim
como	CONJ	como
os	DET	o
valerosos	ADJ	<unknown>
,	VIRG	,
que	PR	que
têm	V	ter
por	PRP	por
maior	ADJ	maior
o	DET	o
trabalho	NOM	trabalho
de	PRP	de
fugir	V	fugir
,	VIRG	,
que	PR	que
o	DET	o
de	PRP	de
esperar	V	esperar
;	SENT	;
pois	CONJ	pois
me	P	me
anima	V	animar
o	DET	o
sólido	ADJ	sólido
prazer	NOM	prazer
,	VIRG	,
de	PRP	de
que	PR	que
sobre	PRP	sobre
as	DET	a
minhas	ADJ	minha
ignorâncias	NOM	ignorância
se	P	se
formem	V	formar
polidos	ADJ	polido
edifícios	NOM	edifício
com	PRP	com
acertadas	ADJ	acertado
medidas	NOM	medida
para	PRP	para
se	P	se
praticarem	V	praticar
científicas	ADJ	científico
doutrinas	NOM	doutrina
.	SENT	.
</s>
<s>
Acham-se	V+P	achar
as	DET	a
gentes	NOM	gente
tão	ADV	tão
dominadas	V	dominar
de	PRP	de
paixões	NOM	paixão
particulares	ADJ	particular
,	VIRG	,
que	PR	que
muitas	P	muita
vezes	ADV	vezes
só	ADV	só
se	P	se
estimam	V	estimar
as	DET	a
obras	NOM	obra
para	PRP	para
as	DET	a
forças	NOM	força
do	PRP+DET	de
engenho	NOM	engenho
,	VIRG	,
e	CONJ	e
sutileza	NOM	sutileza
em	PRP	em
destruir	V	destruir
as	DET	a
da	PRP+DET	de
razão	NOM	razão
não	ADV	não
é	V	ser
vencer	V	vencer
os	DET	o
esplendores	NOM	esplendor
da	PRP+DET	de
verdade	NOM	verdade
.	SENT	.
</s>
<s>
Eu	P	eu
não	ADV	não
tenho	V	ter
mais	ADV	mais
armas	NOM	arma
,	VIRG	,
que	PR	que
o	DET	o
meu	ADJ	meu
bom	ADJ	bom
ânimo	NOM	ânimo
,	VIRG	,
e	CONJ	e
verdadeira	ADJ	verdadeiro
sinceridade	NOM	sinceridade
,	VIRG	,
e	CONJ	e
com	PRP	com
o	DET	o
maior	ADJ	maior
prazer	NOM	prazer
sofrerei	V	sofrer
que	CONJSUB	que
me	P	me
repreendam	V	repreender
os	DET	o
sábios	NOM	sábio
;	SENT	;
mas	CONJ	mas
para	PRP	para
tolerar	V	tolerar
néscios	NOM	néscio
mal	ADV	mal
intencionados	ADJ	intencionado
,	VIRG	,
será	V	ser
preciso	ADJ	preciso
refletir	V	refletir
,	VIRG	,
que	PR	que
com	PRP	com
instrumentos	NOM	instrumento
grosseiros	ADJ	grosseiro
também	ADV	também
se	P	se
apuram	V	apurar
os	DET	o
sofrimentos	NOM	sofrimento
.	SENT	.
</s>
<s>
Mais	ADV	mais
cruel	ADJ	cruel
foi	V	ir
a	DET	a
guerra	NOM	guerra
dos	PRP+DET	de
Romanos	NOM	romano
com	PRP	com
os	DET	o
Penos	NOM	<unknown>
,	VIRG	,
que	PR	que
a	DET	a
dos	PRP+DET	de
Gregos	NOM	grego
com	PRP	com
os	DET	o
Troianos	NOM	troiano
,	VIRG	,
porque	CONJ	porque
estes	P	este
pelejaram	V	pelejar
pela	PRP+DET	por
injúria	NOM	injúria
de	PRP	de
Helena	NOM	heleno
,	VIRG	,
e	CONJ	e
os	DET	o
outros	ADJ	outro
sobre	PRP	sobre
qual	PR	qual
ficaria	V	ficar
com	PRP	com
o	DET	o
senhorio	NOM	senhorio
do	PRP+DET	de
Mundo	NOM	mundo
;	SENT	;
porque	CONJ	porque
faz	V	fazer
maior	ADJ	maior
estrago	NOM	estrago
a	PRP	a
inimizade	NOM	inimizade
que	PR	que
nasce	V	nascer
de	PRP	de
paixões	NOM	paixão
desordenadas	V	desordenar
,	VIRG	,
que	PR	que
aquelas	P	aquela
,	VIRG	,
a	DET	a
que	PR	que
as	DET	a
ofensas	NOM	ofensa
dão	V	dar
causa	NOM	causa
,	VIRG	,
porque	CONJ	porque
estas	P	esta
cura	V	curar
o	DET	o
temor	NOM	temor
de	PRP	de
Deus	NOM	deus
com	PRP	com
o	DET	o
tempo	NOM	tempo
,	VIRG	,
e	CONJ	e
a	DET	a
vil	ADJ	vil
emulação	NOM	emulação
raras	ADJ	raro
vezes	ADV	vezes
se	P	se
descuida	V	descuidar
.	SENT	.
</s>
<s>
Um	DET	um
dos	PRP+DET	de
defeitos	NOM	defeito
,	VIRG	,
que	PR	que
alguns	P	algum
acharão	V	achar
nesta	PRP+P	em
obra	NOM	obra
,	VIRG	,
será	V	ser
a	DET	a
idéia	NOM	idéia
fantástica	ADJ	fantástico
,	VIRG	,
podendo	V	poder
aplicar-se	V+P	aplicar
o	DET	o
mesmo	ADJ	mesmo
tempo	NOM	tempo
à	PRP+DET	a
história	NOM	história
verdadeira	ADJ	verdadeiro
;	SENT	;
ao	PRP+DET	a
que	PR	que
respondo	V	responder
,	VIRG	,
que	PR	que
me	P	me
persuadiram	V	persuadir
os	DET	o
Espanhóis	NOM	espanhol
,	VIRG	,
Franceses	NOM	francês
,	VIRG	,
e	CONJ	e
Italianos	NOM	italiano
,	VIRG	,
que	PR	que
entendem	V	entender
ser	V	ser
este	DET	este
método	NOM	método
o	DET	o
que	PR	que
produz	V	produzir
melhor	ADJ	melhor
efeito	NOM	efeito
,	VIRG	,
e	CONJ	e
como	CONJ	como
de	PRP	de
Grego	NOM	grego
não	ADV	não
sei	V	saber
cousa	NOM	coisa
alguma	ADJ	alguma
,	VIRG	,
e	CONJ	e
as	DET	a
mais	ADV	mais
línguas	NOM	língua
pouco	ADV	pouco
melhor	ADV	melhor
as	P	a
entendo	V	entender
,	VIRG	,
por	PRP	por
não	ADV	não
mendigar	V	mendigar
notícias	NOM	notícia
antigas	ADJ	antigo
,	VIRG	,
nem	CONJ	nem
me	P	me
arriscar	V	arriscar
mentir	V	mentir
errando	V	errar
,	VIRG	,
me	P	me
resolvi	V	resolver
a	PRP	a
seguir	V	seguir
o	DET	o
caminho	NOM	caminho
desta	PRP+P	de
idéia	NOM	idéia
,	VIRG	,
em	PRP	em
que	PR	que
são	V	ser
os	DET	o
eventos	NOM	evento
,	VIRG	,
e	CONJ	e
objetos	NOM	objeto
fantásticos	ADJ	fantástico
,	VIRG	,
mas	CONJ	mas
não	ADV	não
o	DET	o
essencial	ADJ	essencial
,	VIRG	,
que	PR	que
conduz	V	conduzir
para	PRP	para
o	DET	o
melhor	ADJ	melhor
fim	NOM	fim
;	SENT	;
pelo	PRP+DET	por
que	PR	que
não	ADV	não
me	P	me
achaquem	V	achacar
mais	ADV	mais
culpas	NOM	culpa
,	VIRG	,
que	PR	que
o	P	o
consentir	V	consentir
na	PRP+DET	em
tentação	NOM	tentação
de	PRP	de
uma	DET	uma
demasiada	ADJ	demasiado
curiosidade	NOM	curiosidade
;	SENT	;
porque	CONJ	porque
ainda	ADV	ainda
que	CONJSUB	que
a	DET	a
minha	ADJ	minha
debilidade	NOM	debilidade
,	VIRG	,
engolfando-se	V	<unknown>
em	PRP	em
tristezas	NOM	tristeza
,	VIRG	,
resistia	V	resistir
a	DET	a
aplicações	NOM	aplicação
divertidas	ADJ	divertido
,	VIRG	,
desprezei	V	desprezar
o	DET	o
descanso	NOM	descanso
,	VIRG	,
que	PR	que
me	P	me
afligia	V	afligir
,	VIRG	,
lembrando-me	V+P	lembrar
de	PRP	de
ser	V	ser
incomparavelmente-	V	<unknown>
te	P	te
melhor	ADV	melhor
sofrer	V	sofrer
o	DET	o
mal	NOM	mal
,	VIRG	,
que	PR	que
ter	V	ter
idéias	NOM	ideia
para	PRP	para
o	DET	o
fazer	V	fazer
;	SENT	;
e	CONJ	e
ainda	ADV	ainda
que	CONJSUB	que
o	DET	o
justo	ADJ	justo
receio	NOM	receio
,	VIRG	,
e	CONJ	e
o	DET	o
próprio	ADJ	próprio
conhecimento	NOM	conhecimento
me	P	me
persuadiam	V	persuadir
a	DET	a
que	PR	que
estes	DET	este
produtos	NOM	produto
do	PRP+DET	de
meu	ADJ	meu
divertimento	NOM	divertimento
fossem	V	ir
(	QUOTE	(
como	CONJ	como
outros	P	outro
)	QUOTE	)
reduzidos	V	reduzir
a	DET	a
cinzas	NOM	cinza
,	VIRG	,
o	P	o
sentir	V	sentir
os	DET	o
influxos	NOM	influxo
de	PRP	de
uma	DET	uma
benigna	ADJ	benigno
Estrela	NOM	estrela
,	VIRG	,
a	DET	a
quem	PR	quem
sempre	ADV	sempre
seguirá	V	seguir
a	DET	a
minha	ADJ	minha
escravidão	NOM	escravidão
,	VIRG	,
e	CONJ	e
reverente	ADJ	reverente
afeto	NOM	afeto
,	VIRG	,
me	P	me
anima	V	animar
a	PRP	a
dar	V	dar
ao	PRP+DET	a
prelo	NOM	prelo
esta	DET	esta
Aventuras	NOM	aventura
de	PRP	de
Diófanes	NOM	diófanes
.	SENT	.
</s>
<s>
Não	ADV	não
estranhes	V	estranhar
que	CONJSUB	que
em	PRP	em
uma	DET	uma
serrana	NOM	serrano
coubessem	V	caber
soberanos	ADJ	soberano
pensamentos	NOM	pensamento
,	VIRG	,
pois	CONJ	pois
sabes	V	saber
que	CONJSUB	que
em	PRP	em
uma	DET	uma
Aldeia	NOM	aldeia
nasceu	V	nascer
Pirro	NOM	<unknown>
,	VIRG	,
que	PR	que
venceu	V	vencer
os	DET	o
Epirotas	NOM	<unknown>
;	SENT	;
em	PRP	em
outra	ADJ	outro
Cipião	NOM	<unknown>
,	VIRG	,
que	PR	que
venceu	V	vencer
os	DET	o
Africanos	NOM	africano
;	SENT	;
em	PRP	em
outra	ADJ	outro
Otávio	NOM	otávio
,	VIRG	,
que	PR	que
venceu	V	vencer
os	DET	o
Germanos	NOM	germano
;	SENT	;
e	CONJ	e
em	PRP	em
outra	ADJ	outro
Tito	NOM	tito
,	VIRG	,
que	PR	que
venceu	V	vencer
os	DET	o
palestinos	NOM	palestino
:	SENT	:
mas	CONJ	mas
no	PRP+DET	em
caso	NOM	caso
que	PR	que
a	DET	a
enchentes	NOM	enchente
das	PRP+DET	de
críticas	NOM	crítica
engrossem	V	engrossar
tanto	ADV	tanto
,	VIRG	,
que	PR	que
cheguem	V	chegar
a	DET	a
sátiras	NOM	sátira
,	VIRG	,
nem	CONJ	nem
assim	ADV	assim
creias	V	crer
que	CONJSUB	que
me	P	me
chegarão	V	chegar
à	PRP+DET	a
notícia	NOM	notícia
,	VIRG	,
porque	CONJ	porque
vivo	ADJ	vivo
na	PRP+DET	em
minha	ADJ	minha
choupana	NOM	choupana
vizinha	NOM	vizinho
da	PRP+DET	de
Serra	NOM	serra
da	PRP+DET	de
Estrela	NOM	estrela
,	VIRG	,
aonde	P	aonde
não	ADV	não
chegam	V	chegar
novidades	NOM	novidade
da	PRP+DET	de
Corte	NOM	corte
;	SENT	;
mas	CONJ	mas
se	P	se
houver	V	haver
quem	PR	quem
se	P	se
resolva	V	resolver
a	DET	a
maltratar-me	NOM	<unknown>
,	VIRG	,
eu	P	eu
lhe	P	lhe
respondo	V	responder
com	PRP	com
Demétrio	NOM	Demétrio
,	VIRG	,
quando	CONJ	quando
lhe	P	lhe
perguntou	V	perguntar
Lâmia	NOM	<unknown>
,	VIRG	,
porque	CONJ	porque
estava	V	estar
triste	ADJ	triste
,	VIRG	,
e	CONJ	e
não	ADV	não
falava	V	falar
?	SENT	?
Dizendo	V	dizer
:	SENT	:
Deixa-me	V+P	deixar
,	VIRG	,
que	PR	que
eu	P	eu
faço	V	fazer
bem	ADV	bem
o	DET	o
meu	ADJ	meu
ofício	NOM	ofício
,	VIRG	,
calando	V	calar
,	VIRG	,
como	CONJ	como
tu	P	tu
o	P	o
teu	ADJ	teu
,	VIRG	,
falando	V	falar
;	SENT	;
e	CONJ	e
se	P	se
a	DET	a
discrição	NOM	discrição
degenerar	V	degenerar
,	VIRG	,
sendo	V	ser
ingrata	ADJ	ingrato
às	PRP+DET	a
intenções	NOM	intenção
desta	PRP+P	de
obra	NOM	obra
,	VIRG	,
a	DET	a
infâmia	NOM	infâmia
de	PRP	de
ser	V	ser
tal	P	tal
terei	V	ter
por	PRP	por
satisfação	NOM	satisfação
do	PRP+DET	de
meu	ADJ	meu
agravo	NOM	agravo
.	SENT	.
</s>
<s>
\num	V	<unknown>
1	CARD	@card@
\txt	NOM	<unknown>
AVENTURAS	NOM	aventura
DE	NOM	<unknown>
DIÓFANES	NOM	diófanes
LIVRO	NOM	livro
I.	NOM	<unknown>
Sumário	NOM	sumário
.	SENT	.
</s>
<s>
Embarcando	V	embarcar
os	DET	o
Reis	NOM	rei
de	PRP	de
Tebas	NOM	<unknown>
,	VIRG	,
Diófanes	NOM	diófanes
,	VIRG	,
e	CONJ	e
Climinéia	NOM	<unknown>
,	VIRG	,
com	PRP	com
seus	ADJ	seu
filhos	NOM	filho
Almeno	NOM	<unknown>
,	VIRG	,
e	CONJ	e
Hemirena	NOM	<unknown>
,	VIRG	,
que	PR	que
se	P	se
achava	V	achar
desposada	V	desposar
com	PRP	com
Arnesto	NOM	<unknown>
,	VIRG	,
Príncipe	NOM	príncipe
de	PRP	de
Delos	NOM	<unknown>
,	VIRG	,
que	PR	que
pela	PRP+DET	por
ocasião	NOM	ocasião
dos	PRP+DET	de
jogos	NOM	jogo
públicos	ADJ	público
,	VIRG	,
a	DET	a
que	PR	que
devia	V	dever
assistir	V	assistir
,	VIRG	,
as	P	a
esperava	V	esperar
na	PRP+DET	em
mesma	ADJ	mesmo
ilha	NOM	ilha
com	PRP	com
prevenidos	ADJ	prevenido
festejos	NOM	festejo
,	VIRG	,
para	PRP	para
celebrarem	V	celebrar
as	DET	a
bodas	NOM	boda
,	VIRG	,
uma	DET	uma
tormenta	NOM	tormenta
desbaratou	V	desbaratar
a	DET	a
esquadra	NOM	esquadra
,	VIRG	,
que	PR	que
acompanhava	V	acompanhar
a	DET	a
Diófanes	NOM	diófanes
,	VIRG	,
e	CONJ	e
o	P	o
entregou	V	entregar
aos	PRP+DET	a
de	PRP	de
Argos	NOM	Argos
seus	ADJ	seu
inimigos	NOM	inimigo
,	VIRG	,
que	PR	que
no	PRP+DET	em
combate	NOM	combate
mataram	V	matar
a	DET	a
Almeno	NOM	<unknown>
,	VIRG	,
e	CONJ	e
venderam	V	vender
Diófanes	NOM	diófanes
para	PRP	para
Corinto	NOM	corinto
;	SENT	;
Climinéia	NOM	<unknown>
,	VIRG	,
a	DET	a
Hemirena	NOM	<unknown>
ficaram	V	ficar
em	PRP	em
Argos	NOM	Argos
,	VIRG	,
ainda	ADV	ainda
que	PR	que
muito	ADV	muito
distantes	ADJ	distante
;	SENT	;
e	CONJ	e
depois	ADV	depois
de	PRP	de
três	CARD	três
anos	NOM	ano
da	PRP+DET	de
mais	ADV	mais
cruel	ADJ	cruel
escravidão	NOM	escravidão
venderam	V	vender
Hemirena	NOM	<unknown>
para	PRP	para
Atenas	NOM	atenas
,	VIRG	,
donde	PRP+ADV	de
fugiu	V	fugir
às	PRP+DET	a
estimações	NOM	estimação
,	VIRG	,
e	CONJ	e
grandezas	NOM	grandeza
,	VIRG	,
por	PRP	por
não	ADV	não
desprezar	V	desprezar
os	DET	o
preceitos	NOM	preceito
do	PRP+DET	de
decoro	NOM	decoro
.	SENT	.
</s>
<s>
Determinava	V	determinar
Diófanes	NOM	diófanes
achar-se	V+P	achar
na	PRP+DET	em
Ilha	NOM	ilha
de	PRP	de
Delos	NOM	<unknown>
,	VIRG	,
para	PRP	para
assistir	V	assistir
à	PRP+DET	a
função	NOM	função
dos	PRP+DET	de
jogos	NOM	jogo
públicos	ADJ	público
,	VIRG	,
que	PR	que
ali	ADV	ali
se	P	se
fariam	V	fazer
em	PRP	em
reverência	NOM	reverência
de	PRP	de
Apolo	NOM	apolo
,	VIRG	,
em	PRP	em
cujo	PR	cujo
Templo	NOM	templo
se	P	se
devia	V	dever
contrair	V	contrair
o	DET	o
himeneu	NOM	<unknown>
de	PRP	de
Arnesto	NOM	<unknown>
,	VIRG	,
Príncipe	NOM	príncipe
da	PRP+DET	de
mesma	ADJ	mesmo
Ilha	NOM	ilha
,	VIRG	,
com	PRP	com
a	DET	a
Princesa	NOM	princesa
Hemirena	NOM	<unknown>
,	VIRG	,
funções	NOM	função
para	PRP	para
que	PR	que
