<text id="almeida1852">
<s>
MEMÓRIAS	NOM	memória
qualquer	ADJ	qualquer
procurador	NOM	procurador
,	VIRG	,
escrevente	NOM	escrevente
de	PRP	de
cartório	NOM	cartório
ou	CONJ	ou
contínuo	ADJ	contínuo
de	PRP	de
repartição	NOM	repartição
.	SENT	.
</s>
<s>
Os	DET	o
meirinhos	NOM	meirinho
desse	PRP+P	de
belo	ADJ	belo
tempo	NOM	tempo
não	ADV	não
,	VIRG	,
não	ADV	não
se	P	se
confundiam	V	confundir
com	PRP	com
ninguém	P	ninguém
;	SENT	;
eram	V	ser
originais	ADJ	original
,	VIRG	,
eram	V	ser
tipos	NOM	tipo
:	SENT	:
nos	PRP+DET	em
seus	ADJ	seu
semblantes	NOM	semblante
transluzia	V	<unknown>
um	DET	um
certo	ADJ	certo
ar	NOM	ar
de	PRP	de
majestade	NOM	majestade
forense	ADJ	forense
,	VIRG	,
seus	ADJ	seu
olhares	NOM	olhar
calculados	ADJ	calculado
e	CONJ	e
sagazes	ADJ	sagaz
significavam	V	significar
chicana	NOM	chicano
.	SENT	.
</s>
<s>
Trajavam	V	trajar
sisuda	ADJ	sisudo
casaca	NOM	casaca
preta	ADJ	preto
,	VIRG	,
calção	NOM	calção
e	CONJ	e
meias	NOM	meia
da	PRP+DET	de
mesma	ADJ	mesmo
cor	NOM	cor
,	VIRG	,
sapato	NOM	sapato
afivelado	V	afivelar
,	VIRG	,
ao	PRP+DET	a
lado	NOM	lado
esquerdo	ADJ	esquerdo
aristocrático	ADJ	aristocrático
espadim	NOM	espadim
,	VIRG	,
e	CONJ	e
na	PRP+DET	em
ilharga	NOM	ilharga
direita	ADJ	direito
penduravam	V	pendurar
um	DET	um
círculo	NOM	círculo
branco	ADJ	branco
,	VIRG	,
cuja	PR	cuja
significação	NOM	significação
ignoramos	V	ignorar
,	VIRG	,
e	CONJ	e
coroavam	V	coroar
tudo	P	tudo
isto	P	isto
por	PRP	por
um	DET	um
grave	ADJ	grave
chapéu	NOM	chapéu
armado	V	armar
.	SENT	.
</s>
<s>
Colocado	V	colocar
sob	PRP	sob
a	DET	a
importância	NOM	importância
vantajosa	ADJ	vantajoso
destas	PRP+P	de
condições	NOM	condição
,	VIRG	,
o	DET	o
meirinho	NOM	meirinho
usava	V	usar
e	CONJ	e
abusava	V	abusar
de	PRP	de
sua	ADJ	sua
posição	NOM	posição
.	SENT	.
</s>
<s>
Era	V	ser
terrível	ADJ	terrível
quando	CONJ	quando
,	VIRG	,
ao	PRP+DET	a
voltar	V	voltar
uma	DET	uma
esquina	NOM	esquina
ou	CONJ	ou
ao	PRP+DET	a
sair	V	sair
de	PRP	de
manhã	NOM	manhã
de	PRP	de
sua	ADJ	sua
casa	NOM	casa
,	VIRG	,
o	DET	o
cidadão	NOM	cidadão
esbarrava	V	esbarrar
com	PRP	com
uma	DET	uma
daquelas	PRP+P	aquela
solenes	ADJ	solene
figuras	NOM	figura
,	VIRG	,
que	PR	que
,	VIRG	,
desdobrando	V	desdobrar
junto	ADV	junto
dele	PRP+P	de
uma	DET	uma
folha	NOM	folha
de	PRP	de
papel	NOM	papel
,	VIRG	,
começava	V	começar
a	PRP	a
lê-la	V+P	ler
em	PRP	em
tom	NOM	tom
confidencial	ADJ	confidencial
!	SENT	!
Por	PRP	por
mais	ADV	mais
que	PR	que
se	P	se
fizesse	V	fazer
não	ADV	não
havia	V	haver
remédio	NOM	remédio
em	PRP	em
tais	P	tal
circunstâncias	NOM	circunstância
senão	CONJ	senão
deixar	V	deixar
escapar	V	escapar
dos	PRP+DET	de
lábios	NOM	lábio
o	DET	o
terrível	ADJ	terrível
-	QUOTE	-
Dou-me	NOM	<unknown>
por	PRP	por
citado	V	citar
.	SENT	.
</s>
<s>
-	QUOTE	-
Ninguém	P	ninguém
sabe	V	saber
que	CONJSUB	que
significação	NOM	significação
fatalíssima	ADJ	<unknown>
e	CONJ	e
cruel	ADJ	cruel
tinham	V	ter
estas	DET	esta
poucas	ADJ	pouco
palavras	NOM	palavra
!	SENT	!
eram	V	ser
uma	DET	uma
sentença	NOM	sentença
de	PRP	de
peregrinação	NOM	peregrinação
eterna	ADJ	eterno
que	PR	que
se	P	se
pronunciava	V	pronunciar
contra	PRP	contra
si	P	si
mesmo	ADV	mesmo
;	SENT	;
queriam	V	querer
dizer	V	dizer
que	CONJSUB	que
se	P	se
começava	V	começar
uma	DET	uma
longa	ADJ	longo
e	CONJ	e
afadigosa	V	<unknown>
viagem	NOM	viagem
,	VIRG	,
cujo	PR	cujo
termo	NOM	termo
bem	ADV	bem
distante	ADV	distante
era	V	ser
a	DET	a
caixa	NOM	caixa
da	PRP+DET	de
Relação	NOM	relação
,	VIRG	,
e	CONJ	e
durante	PRP	durante
a	DET	a
qual	PR	qual
se	P	se
tinha	V	ter
de	PRP	de
pagar	V	pagar
importe	V	importar
de	PRP	de
passagem	NOM	passagem
em	PRP	em
um	DET	um
sem-número	NOM	sem-número
de	PRP	de
pontos	NOM	ponto
;	SENT	;
o	DET	o
advogado	NOM	advogado
,	VIRG	,
o	DET	o
procurador	NOM	procurador
,	VIRG	,
o	DET	o
inquiridor	ADJ	inquiridor
,	VIRG	,
o	DET	o
escrivão	NOM	escrivão
,	VIRG	,
o	DET	o
juiz	NOM	juiz
,	VIRG	,
inexoráveis	ADJ	inexorável
Carontes	NOM	<unknown>
,	VIRG	,
estavam	V	estar
à	PRP+DET	a
porta	NOM	porta
de	PRP	de
mão	NOM	mão
estendida	ADJ	estendido
,	VIRG	,
e	CONJ	e
ninguém	P	ninguém
passava	V	passar
sem	PRP	sem
que	PR	que
lhes	P	lhes
tivesse	V	ter
deixado	V	deixar
,	VIRG	,
não	ADV	não
um	DET	um
óbolo	NOM	óbolo
,	VIRG	,
porém	CONJ	porém
todo	ADJ	todo
o	DET	o
conteúdo	NOM	conteúdo
de	PRP	de
suas	ADJ	sua
algibeiras	NOM	algibeira
,	VIRG	,
e	CONJ	e
até	PRP	até
a	DET	a
última	ADJ	último
parcela	NOM	parcela
de	PRP	de
sua	ADJ	sua
paciência	NOM	paciência
.	SENT	.
</s>
<s>
Mas	CONJ	mas
voltemos	V	voltar
à	PRP+DET	a
esquina	NOM	esquina
.	SENT	.
</s>
<s>
Quem	PR	quem
passasse	V	passar
por	PRP	por
aí	ADV	aí
em	PRP	em
qualquer	ADJ	qualquer
dia	NOM	dia
útil	ADJ	útil
dessa	PRP+P	de
abençoada	ADJ	abençoado
época	NOM	época
veria	V	ver
sentado	ADJ	sentado
em	PRP	em
assentos	NOM	assento
baixos	ADJ	baixo
,	VIRG	,
então	ADV	então
usados	V	usar
,	VIRG	,
de	PRP	de
couro	NOM	couro
,	VIRG	,
e	CONJ	e
que	PR	que
se	P	se
denominavam	V	denominar
-	QUOTE	-
cadeiras	NOM	cadeira
de	PRP	de
campanha	NOM	campanha
-	QUOTE	-
um	DET	um
grupo	NOM	grupo
mais	ADV	mais
ou	CONJ	ou
menos	ADV	menos
numeroso	ADJ	numeroso
dessa	PRP+P	de
nobre	ADJ	nobre
gente	NOM	gente
conversando	V	conversar
pacificamente	ADV	pacificamente
em	PRP	em
tudo	P	tudo
sobre	PRP	sobre
que	PR	que
era	V	ser
lícito	ADJ	lícito
conversar	V	conversar
:	SENT	:
na	PRP+DET	em
vida	NOM	vida
dos	PRP+DET	de
fidalgos	NOM	fidalgo
,	VIRG	,
nas	PRP+DET	em
notícias	NOM	notícia
do	PRP+DET	de
Reino	NOM	reino
e	CONJ	e
nas	PRP+DET	em
astúcias	NOM	astúcia
policiais	NOM	policial
do	PRP+DET	de
Vidigal	NOM	vidigal
.	SENT	.
</s>
<s>
Entre	PRP	entre
os	DET	o
termos	NOM	termo
que	PR	que
formavam	V	formar
essa	DET	essa
equação	NOM	equação
meirinhal	V	<unknown>
pregada	V	pregar
na	PRP+DET	em
esquina	NOM	esquina
havia	V	haver
uma	DET	uma
quantidade	NOM	quantidade
constante	ADJ	constante
,	VIRG	,
era	V	ser
o	DET	o
Leonardo-Pataca	NOM	<unknown>
.	SENT	.
</s>
<s>
Chamavam	V	chamar
assim	ADV	assim
a	PRP	a
uma	DET	uma
rotunda	ADJ	rotundo
e	CONJ	e
gordíssima	ADJ	gordo
personagem	NOM	personagem
de	PRP	de
cabelos	NOM	cabelo
brancos	ADJ	branco
e	CONJ	e
carão	NOM	cara
avermelhado	ADJ	avermelhado
,	VIRG	,
que	PR	que
era	V	ser
o	DET	o
decano	NOM	decano
da	PRP+DET	de
corporação	NOM	corporação
,	VIRG	,
o	DET	o
mais	ADV	mais
antigo	ADJ	antigo
dos	PRP+DET	de
meirinhos	NOM	meirinho
que	PR	que
viviam	V	viver
nesse	PRP+P	em
tempo	NOM	tempo
.	SENT	.
</s>
<s>
A	DET	a
velhice	NOM	velhice
tinha-o	V+P	ter
tornado	V	tornar
moleirão	ADJ	moleirão
e	CONJ	e
pachorrento	ADJ	pachorrento
;	SENT	;
com	PRP	com
sua	ADJ	sua
vagareza	NOM	vagareza
atrasava	V	atrasar
o	DET	o
negócio	NOM	negócio
das	PRP+DET	de
partes	NOM	parte
;	SENT	;
não	ADV	não
o	P	o
procuravam	V	procurar
;	SENT	;
e	CONJ	e
por	PRP	por
isso	P	isso
jamais	ADV	jamais
saía	V	sair
da	PRP+DET	de
esquina	NOM	esquina
;	SENT	;
passava	V	passar
ali	ADV	ali
os	DET	o
dias	NOM	dia
sentado	ADJ	sentado
na	PRP+DET	em
sua	ADJ	sua
cadeira	NOM	cadeira
,	VIRG	,
com	PRP	com
as	DET	a
pernas	NOM	perna
estendidas	V	estender
e	CONJ	e
o	DET	o
queixo	NOM	queixo
apoiado	V	apoiar
sobre	PRP	sobre
uma	DET	uma
grossa	ADJ	grosso
bengala	NOM	bengala
,	VIRG	,
que	PR	que
depois	ADV	depois
dos	PRP+DET	de
cinqüenta	CARD	cinquenta
era	V	ser
a	DET	a
sua	ADJ	sua
infalível	ADJ	infalível
companhia	NOM	companhia
.	SENT	.
</s>
<s>
Do	PRP+DET	de
hábito	NOM	hábito
que	PR	que
tinha	V	ter
de	PRP	de
queixar-se	V+P	queixar
a	PRP	a
todo	ADJ	todo
o	DET	o
instante	NOM	instante
de	PRP	de
que	PR	que
só	ADV	só
pagassem	V	pagar
por	PRP	por
sua	ADJ	sua
citação	NOM	citação
a	PRP	a
módica	ADJ	módico
quantia	NOM	quantia
de	PRP	de
320	CARD	@card@
réis	NOM	real
,	VIRG	,
lhe	P	lhe
viera	V	vir
o	DET	o
apelido	NOM	apelido
que	PR	que
juntavam	V	juntar
ao	PRP+DET	a
seu	ADJ	seu
nome	NOM	nome
.	SENT	.
</s>
<s>
Sua	ADJ	sua
história	NOM	história
tem	V	ter
pouca	ADJ	pouco
coisa	NOM	coisa
de	PRP	de
notável	NOM	notável
.	SENT	.
</s>
<s>
Fora	NOM	fora
Leonardo	NOM	leonardo
algibebe	NOM	<unknown>
em	PRP	em
Lisboa	NOM	Lisboa
,	VIRG	,
sua	ADJ	sua
pátria	NOM	pátria
;	SENT	;
aborrecera-se	V	<unknown>
porém	CONJ	porém
do	PRP+DET	de
negócio	NOM	negócio
,	VIRG	,
e	CONJ	e
viera	V	vir
ao	PRP+DET	a
Brasil	NOM	Brasil
.	SENT	.
</s>
<s>
Aqui	ADV	aqui
chegando	V	chegar
,	VIRG	,
não	ADV	não
se	P	se
sabe	V	saber
por	PRP	por
proteção	NOM	proteção
de	PRP	de
quem	PR	quem
,	VIRG	,
alcançou	V	alcançar
o	DET	o
emprego	NOM	emprego
de	PRP	de
que	PR	que
o	P	o
vemos	V	ver
empossado	ADJ	empossado
,	VIRG	,
e	CONJ	e
que	PR	que
exercia	V	exercer
,	VIRG	,
como	CONJ	como
dissemos	V	dizer
,	VIRG	,
desde	PRP	desde
tempos	NOM	tempo
remotos	ADJ	remoto
.	SENT	.
</s>
<s>
Mas	CONJ	mas
viera	V	vir
com	PRP	com
ele	P	ele
no	PRP+DET	em
mesmo	ADJ	mesmo
navio	NOM	navio
,	VIRG	,
não	ADV	não
sei	V	saber
fazer	V	fazer
o	DET	o
quê	P	quê
,	VIRG	,
uma	DET	uma
certa	ADJ	certo
Maria	NOM	Maria
da	PRP+DET	de
hortaliça	NOM	hortaliça
,	VIRG	,
quitandeira	NOM	quitandeiro
das	PRP+DET	de
praças	NOM	praça
de	PRP	de
Lisboa	NOM	Lisboa
,	VIRG	,
saloia	NOM	saloio
rechonchuda	ADJ	rechonchudo
e	CONJ	e
bonitona	ADJ	bonito
.	SENT	.
</s>
<s>
O	DET	o
Leonardo	NOM	leonardo
,	VIRG	,
fazendo-se-lhe	V	<unknown>
justiça	NOM	justiça
,	VIRG	,
não	ADV	não
era	V	ser
nesse	PRP+P	em
tempo	NOM	tempo
de	PRP	de
sua	ADJ	sua
mocidade	NOM	mocidade
mal-apessoado	V	<unknown>
,	VIRG	,
e	CONJ	e
sobretudo	ADV	sobretudo
era	V	ser
maganão	NOM	maganão
.	SENT	.
</s>
<s>
Ao	PRP+DET	a
sair	V	sair
do	PRP+DET	de
Tejo	NOM	tejo
,	VIRG	,
estando	V	estar
a	DET	a
Maria	NOM	Maria
encostada	ADJ	encostado
à	PRP+DET	a
borda	NOM	borda
do	PRP+DET	de
navio	NOM	navio
,	VIRG	,
o	DET	o
Leonardo	NOM	leonardo
fingiu	V	fingir
que	CONJSUB	que
passava	V	passar
distraído	V	distrair
por	PRP	por
junto	ADV	junto
dela	PRP+P	de
,	VIRG	,
e	CONJ	e
com	PRP	com
o	DET	o
ferrado	ADJ	ferrado
sapatão	NOM	sapato
assentou-lhe	V+P	assentar
uma	DET	uma
valente	ADJ	valente
pisadela	NOM	pisadela
no	PRP+DET	em
pé	NOM	pé
direito	ADJ	direito
.	SENT	.
</s>
<s>
A	DET	a
Maria	NOM	Maria
,	VIRG	,
como	CONJ	como
se	P	se
já	ADV	já
esperasse	V	esperar
por	PRP	por
aquilo	P	aquilo
,	VIRG	,
sorriu-se	V+P	sorrir
como	CONJ	como
envergonhada	ADJ	envergonhado
do	PRP+DET	de
gracejo	NOM	gracejo
,	VIRG	,
e	CONJ	e
deu-lhe	V+P	dar
também	ADV	também
em	PRP	em
ar	NOM	ar
de	PRP	de
disfarce	V	disfarçar
um	DET	um
tremendo	ADJ	tremendo
beliscão	NOM	beliscão
nas	PRP+DET	em
costas	NOM	costa
da	PRP+DET	de
mão	NOM	mão
esquerda	ADJ	esquerdo
.	SENT	.
</s>
<s>
Era	V	ser
isto	P	isto
uma	DET	uma
declaração	NOM	declaração
em	PRP	em
forma	NOM	forma
,	VIRG	,
segundo	CONJ	segundo
os	DET	o
usos	NOM	uso
da	PRP+DET	de
terra	NOM	terra
:	SENT	:
levaram	V	levar
o	DET	o
resto	NOM	resto
do	PRP+DET	de
dia	NOM	dia
de	PRP	de
namoro	NOM	namoro
cerrado	ADJ	cerrado
;	SENT	;
ao	PRP+DET	a
anoitecer	NOM	anoitecer
passou-se	V+P	passar
a	DET	a
mesma	ADJ	mesmo
cena	NOM	cena
de	PRP	de
pisadela	NOM	pisadela
e	CONJ	e
beliscão	NOM	beliscão
,	VIRG	,
com	PRP	com
a	DET	a
diferença	NOM	diferença
de	PRP	de
serem	V	ser
desta	PRP+P	de
vez	NOM	vez
um	DET	um
pouco	ADV	pouco
mais	ADV	mais
fortes	ADJ	forte
;	SENT	;
e	CONJ	e
no	PRP+DET	em
dia	NOM	dia
seguinte	ADJ	seguinte
estavam	V	estar
os	DET	o
dois	CARD	dois
amantes	NOM	amante
tão	ADV	tão
extremosos	ADJ	extremoso
e	CONJ	e
familiares	ADJ	familiar
,	VIRG	,
que	PR	que
pareciam	V	parecer
sê-lo	V+P	ser
de	PRP	de
muitos	ADJ	muito
anos	NOM	ano
.	SENT	.
</s>
<s>
Quando	CONJ	quando
saltaram	V	saltar
em	PRP	em
terra	NOM	terra
começou	V	começar
a	DET	a
Maria	NOM	Maria
a	PRP	a
sentir	V	sentir
certos	ADJ	certo
enojos	NOM	enojo
:	SENT	:
foram	V	ir
os	DET	o
dois	CARD	dois
morar	V	morar
juntos	ADJ	junto
:	SENT	:
e	CONJ	e
daí	PRP+ADV	aí
a	PRP	a
um	DET	um
mês	NOM	mês
manifestaram-se	V+P	manifestar
claramente	ADV	claramente
os	DET	o
efeitos	NOM	efeito
da	PRP+DET	de
pisadela	NOM	pisadela
e	CONJ	e
do	PRP+DET	de
beliscão	NOM	beliscão
;	SENT	;
sete	CARD	sete
meses	NOM	mês
depois	ADV	depois
teve	V	ter
a	DET	a
Maria	NOM	Maria
um	DET	um
filho	NOM	filho
,	VIRG	,
formidável	ADJ	formidável
menino	NOM	menino
de	PRP	de
quase	ADV	quase
três	CARD	três
palmos	NOM	palmo
de	PRP	de
comprido	ADJ	comprido
,	VIRG	,
gordo	ADJ	gordo
e	CONJ	e
vermelho	ADJ	vermelho
,	VIRG	,
cabeludo	ADJ	cabeludo
,	VIRG	,
esperneador	V	<unknown>
e	CONJ	e
chorão	ADJ	chorão
;	SENT	;
o	DET	o
qual	PR	qual
,	VIRG	,
logo	ADV	logo
depois	ADV	depois
que	PR	que
nasceu	V	nascer
,	VIRG	,
mamou	V	mamar
duas	CARD	dois
horas	NOM	hora
seguidas	ADJ	seguido
sem	PRP	sem
largar	V	largar
o	DET	o
peito	NOM	peito
.	SENT	.
</s>
<s>
E	CONJ	e
este	DET	este
nascimento	NOM	nascimento
é	V	ser
certamente	ADV	certamente
de	PRP	de
tudo	P	tudo
o	DET	o
que	PR	que
temos	V	ter
dito	V	dizer
o	DET	o
que	PR	que
mais	ADV	mais
nos	P	nos
interessa	V	interessar
,	VIRG	,
porque	CONJ	porque
o	DET	o
menino	NOM	menino
de	PRP	de
quem	PR	quem
falamos	V	falar
é	V	ser
o	DET	o
herói	NOM	herói
desta	PRP+P	de
história	NOM	história
.	SENT	.
</s>
<s>
Chegou	V	chegar
o	DET	o
dia	NOM	dia
de	PRP	de
batizar-se	V	<unknown>
o	DET	o
rapaz	NOM	rapaz
:	SENT	:
foi	V	ir
madrinha	V	madrinhar
a	DET	a
parteira	NOM	parteiro
;	SENT	;
sobre	PRP	sobre
o	DET	o
padrinho	NOM	padrinho
houve	V	haver
suas	ADJ	sua
dúvidas	NOM	dúvida
:	SENT	:
o	DET	o
Leonardo	NOM	leonardo
queria	V	querer
que	CONJSUB	que
fosse	V	fossar
o	DET	o
Sr.	NOM	<unknown>
juiz	NOM	juiz
;	SENT	;
porém	CONJ	porém
teve	V	ter
de	PRP	de
ceder	V	ceder
a	DET	a
instâncias	NOM	instância
da	PRP+DET	de
Maria	NOM	Maria
e	CONJ	e
da	PRP+DET	de
comadre	NOM	comadre
,	VIRG	,
que	PR	que
queriam	V	querer
que	CONJSUB	que
fosse	V	fossar
o	DET	o
barbeiro	NOM	barbeiro
de	PRP	de
defronte	ADJ	defronte
,	VIRG	,
que	PR	que
afinal	ADV	afinal
foi	V	ir
adotado	V	adotar
.	SENT	.
</s>
<s>
Já	ADV	já
se	P	se
sabe	V	saber
que	CONJSUB	que
houve	V	haver
nesse	PRP+P	em
dia	NOM	dia
função	NOM	função
:	SENT	:
os	DET	o
convidados	NOM	convidado
do	PRP+DET	de
dono	NOM	dono
da	PRP+DET	de
casa	NOM	casa
,	VIRG	,
que	PR	que
eram	V	ser
todos	P	todo
dalém-mar	V	<unknown>
,	VIRG	,
cantavam	V	cantar
ao	PRP+DET	a
desafio	NOM	desafio
,	VIRG	,
segundo	CARD	segundo
seus	ADJ	seu
costumes	NOM	costume
;	SENT	;
os	DET	o
convidados	NOM	convidado
da	PRP+DET	de
comadre	NOM	comadre
,	VIRG	,
que	PR	que
eram	V	ser
todos	ADJ	todo
da	PRP+DET	de
terra	NOM	terra
,	VIRG	,
dançavam	V	dançar
o	DET	o
fado	NOM	fado
.	SENT	.
</s>
<s>
O	DET	o
compadre	NOM	compadre
trouxe	V	trazer
a	DET	a
rabeca	NOM	rabeca
,	VIRG	,
que	PR	que
é	V	ser
,	VIRG	,
como	CONJ	como
se	P	se
sabe	V	saber
,	VIRG	,
o	DET	o
instrumento	NOM	instrumento
favorito	ADJ	favorito
da	PRP+DET	de
gente	NOM	gente
do	PRP+DET	de
ofício	NOM	ofício
.	SENT	.
</s>
<s>
A	DET	a
princípio	NOM	princípio
o	DET	o
Leonardo	NOM	leonardo
quis	V	querer
que	CONJSUB	que
a	DET	a
festa	NOM	festa
tivesse	V	ter
ares	NOM	ar
aristocráticos	ADJ	aristocrático
,	VIRG	,
e	CONJ	e
propôs	V	propor
que	CONJSUB	que
se	P	se
dançasse	V	dançar
o	DET	o
minuete	NOM	minuete
da	PRP+DET	de
corte	NOM	corte
.	SENT	.
</s>
<s>
Foi	V	ir
aceita	V	aceitar
a	DET	a
idéia	NOM	idéia
,	VIRG	,
ainda	ADV	ainda
que	PR	que
houvesse	V	haver
dificuldade	NOM	dificuldade
em	PRP	em
se	P	se
encontrarem	V	encontrar
pares	NOM	par
.	SENT	.
</s>
<s>
Afinal	ADV	afinal
levantaram-se	V+P	levantar
uma	DET	uma
gorda	ADJ	gordo
e	CONJ	e
baixa	ADJ	baixo
matrona	NOM	matrona
,	VIRG	,
mulher	NOM	mulher
de	PRP	de
um	DET	um
convidado	NOM	convidado
;	SENT	;
uma	DET	uma
companheira	NOM	companheiro
desta	PRP+P	de
,	VIRG	,
cuja	PR	cuja
figura	NOM	figura
era	V	ser
a	DET	a
mais	ADV	mais
completa	ADJ	completo
antítese	NOM	antítese
da	PRP+DET	de
sua	ADJ	sua
;	SENT	;
um	DET	um
colega	NOM	colega
do	PRP+DET	de
Leonardo	NOM	leonardo
,	VIRG	,
miudinho	NOM	miúdo
,	VIRG	,
pequenino	NOM	pequeno
,	VIRG	,
e	CONJ	e
com	PRP	com
fumaças	NOM	fumaça
de	PRP	de
gaiato	NOM	gaiato
,	VIRG	,
e	CONJ	e
o	DET	o
sacristão	NOM	sacristão
da	PRP+DET	de
Sé	NOM	sé
,	VIRG	,
sujeito	NOM	sujeito
alto	ADJ	alto
,	VIRG	,
magro	ADJ	magro
e	CONJ	e
com	PRP	com
pretensões	NOM	pretensão
de	PRP	de
elegante	ADJ	elegante
.	SENT	.
</s>
<s>
O	DET	o
compadre	NOM	compadre
foi	V	ir
quem	PR	quem
tocou	V	tocar
o	DET	o
minuete	NOM	minuete
na	PRP+DET	em
rabeca	NOM	rabeca
;	SENT	;
e	CONJ	e
o	DET	o
afilhadinho	NOM	<unknown>
,	VIRG	,
deitado	V	deitar
no	PRP+DET	em
colo	NOM	colo
da	PRP+DET	de
Maria	NOM	Maria
,	VIRG	,
acompanhava	V	acompanhar
cada	ADJ	cada
arcada	NOM	arcada
com	PRP	com
