<text id="sousa1556">
<s>
CAPÍTULO	NOM	capítulo
sua	ADJ	sua
vida	NOM	vida
,	VIRG	,
os	DET	o
humildes	ADJ	humilde
religiosos	NOM	religioso
,	VIRG	,
um	DET	um
espelho	NOM	espelho
de	PRP	de
perfeição	NOM	perfeição
monástica	ADJ	monástico
;	SENT	;
tal	P	tal
das	PRP+DET	de
portas	NOM	porta
afora	PRP	afora
,	VIRG	,
no	PRP+DET	em
governo	NOM	governo
de	PRP	de
suas	ADJ	sua
ovelhas	NOM	ovelha
,	VIRG	,
que	PR	que
todo	ADJ	todo
prelado	NOM	prelado
achará	V	achar
nele	PRP+P	ele
uma	DET	uma
regra	NOM	regra
e	CONJ	e
modelo	NOM	modelo
vivo	ADJ	vivo
de	PRP	de
perfeito	ADJ	perfeito
ministério	NOM	ministério
pastoral	ADJ	pastoral
.	SENT	.
</s>
<s>
Assi	NOM	<unknown>
soube	V	saber
unir	V	unir
em	PRP	em
um	DET	um
mesmo	ADJ	mesmo
sujeito	NOM	sujeito
a	PRP	a
pontifical	ADJ	pontifical
grandeza	NOM	grandeza
com	PRP	com
a	DET	a
humildade	NOM	humildade
religiosa	ADJ	religioso
.	SENT	.
</s>
<s>
Este	P	este
foi	V	ir
Dom	V	<unknown>
Frei	V	<unknown>
Bertolameu	NOM	<unknown>
dos	PRP+DET	de
Mártires	NOM	mártir
,	VIRG	,
cuja	PR	cuja
vida	NOM	vida
,	VIRG	,
com	PRP	com
o	DET	o
divino	ADJ	divino
favor	NOM	favor
,	VIRG	,
pretendo	V	pretender
escrever	V	escrever
.	SENT	.
</s>
<s>
E	CONJ	e
como	CONJ	como
a	DET	a
história	NOM	história
seja	V	ser
mestra	ADJ	mestre
da	PRP+DET	de
vida	NOM	vida
e	CONJ	e
por	PRP	por
tal	P	tal
se	P	se
deva	V	dever
ler	V	ler
e	CONJ	e
estimar	V	estimar
,	VIRG	,
não	ADV	não
só	ADV	só
pera	V	esperar
passar	V	passar
o	DET	o
tempo	NOM	tempo
ociosamente	ADV	ociosamente
,	VIRG	,
estou	V	estar
persuadido	V	persuadir
que	CONJSUB	que
será	V	ser
esta	P	esta
de	PRP	de
grande	ADJ	grande
utilidade	NOM	utilidade
pera	PRP	para
todos	P	todo
,	VIRG	,
bastante	ADV	bastante
rezão	V	<unknown>
pera	PRP	para
não	ADV	não
pedirmos	V	pedir
perdões	NOM	perdão
,	VIRG	,
se	P	se
a	P	a
escrevermos	V	escrever
um	DET	um
pouca	ADJ	pouco
mais	ADV	mais
estendidamente	V	<unknown>
do	PRP+DET	de
que	PR	que
porventura	ADV	porventura
permitem	V	permitir
as	DET	a
leis	NOM	lei
da	PRP+DET	de
história	NOM	história
.	SENT	.
</s>
<s>
Mormente	ADV	mormente
que	CONJSUB	que
,	VIRG	,
juntando-se	V+P	juntar
ser	V	ser
religioso	ADJ	religioso
da	PRP+DET	de
Ordem	V	<unknown>
que	CONJSUB	que
professamos	V	professar
,	VIRG	,
amigo	ADJ	amigo
e	CONJ	e
conhecido	ADJ	conhecido
e	CONJ	e
português	ADJ	português
,	VIRG	,
deleita-se	V+P	deleitar
o	DET	o
ânimo	NOM	ânimo
e	CONJ	e
a	DET	a
pena	NOM	pena
corre	V	correr
de	PRP	de
vontade	NOM	vontade
,	VIRG	,
como	CONJ	como
em	PRP	em
causa	NOM	causa
própria	ADJ	próprio
.	SENT	.
</s>
<s>
Mas	CONJ	mas
podem	V	poder
estar	V	estar
certos	ADJ	certo
os	DET	o
leitores	NOM	leitor
que	PR	que
não	ADV	não
será	V	ser
parte	NOM	parte
este	DET	este
gosto	NOM	gosto
e	CONJ	e
afeição	NOM	afeição
,	VIRG	,
pera	PRP	para
que	PR	que
sejamos	V	ser
atrevidos	V	atrever
no	PRP+DET	em
contar	V	contar
.	SENT	.
</s>
<s>
Escrevemos	V	escrever
entre	PRP	entre
muitos	P	muito
vivos	ADJ	vivo
que	PR	que
conheceram	V	conhecer
e	CONJ	e
trataram	V	tratar
este	DET	este
Prelado	NOM	prelado
;	SENT	;
e	CONJ	e
os	DET	o
que	PR	que
o	P	o
não	ADV	não
viram	V	ver
nem	CONJ	nem
trataram	V	tratar
sabem	V	saber
suas	ADJ	sua
cousas	NOM	coisa
tão	ADV	tão
de	PRP	de
perto	ADV	perto
que	PR	que
não	ADV	não
podemos	V	poder
dizer	V	dizer
nenhuma	P	nenhuma
que	PR	que
não	ADV	não
seja	V	ser
sabida	V	saber
de	PRP	de
quasi	V	<unknown>
todos	ADJ	todo
,	VIRG	,
por	PRP	por
narração	NOM	narração
mui	ADV	mui
fresca	ADJ	fresco
e	CONJ	e
certa	ADJ	certo
dos	PRP+DET	de
que	PR	que
o	P	o
alcançaram	V	alcançar
.	SENT	.
</s>
<s>
E	CONJ	e
contudo	CONJ	contudo
fizemos	V	fazer
em	PRP	em
todas	ADJ	todo
bastantes	ADJ	bastante
diligências	NOM	diligência
;	SENT	;
que	PR	que
,	VIRG	,
ainda	ADV	ainda
que	PR	que
não	ADV	não
andámos	V	andar
tantas	DET	tanto
terras	NOM	terra
como	CONJ	como
Políbio	NOM	<unknown>
de	PRP	de
si	P	si
afirma	V	afirmar
,	VIRG	,
dizendo-nos	V	<unknown>
que	CONJSUB	que
foi	V	ir
reconhecer	V	reconhecer
os	DET	o
Alpes	NOM	Alpes
pera	PRP	para
poder	NOM	poder
ao	PRP+DET	a
certo	NOM	certo
e	CONJ	e
com	PRP	com
juízo	NOM	juízo
escrever	V	escrever
a	DET	a
jornada	NOM	jornada
que	PR	que
por	PRP	por
eles	P	ele
fez	V	fazer
Aníbal	NOM	aníbal
passando	V	passar
a	DET	a
Itália	NOM	Itália
,	VIRG	,
corremos	V	correr
pessoalmente	ADV	pessoalmente
todas	ADJ	todo
as	DET	a
terras	NOM	terra
de	PRP	de
Entre-Douro-e-Minho	NOM	<unknown>
,	VIRG	,
em	PRP	em
busca	NOM	busca
de	PRP	de
pessoas	NOM	pessoa
de	PRP	de
importância	NOM	importância
,	VIRG	,
de	PRP	de
grande	ADJ	grande
virtude	NOM	virtude
e	CONJ	e
crédito	NOM	crédito
,	VIRG	,
umas	DET	uma
que	PR	que
o	P	o
acompanharam	V	acompanhar
,	VIRG	,
outras	P	outra
que	PR	que
o	P	o
serviram	V	servir
de	PRP	de
portas	NOM	porta
adentro	V	adentrar
e	CONJ	e
em	PRP	em
cargos	NOM	cargo
de	PRP	de
sua	ADJ	sua
relação	NOM	relação
e	CONJ	e
administração	NOM	administração
eclesiástica	ADJ	eclesiástico
,	VIRG	,
só	ADV	só
a	DET	a
fim	NOM	fim
de	PRP	de
nos	P	nos
certificar	V	certificar
de	PRP	de
particularidades	NOM	particularidade
em	PRP	em
que	PR	que
tínhamos	V	ter
dúvida	NOM	dúvida
,	VIRG	,
e	CONJ	e
nos	P	nos
confirmar	V	confirmar
nas	PRP+DET	em
cousas	NOM	coisa
sabidas	ADJ	sabido
e	CONJ	e
alcançar	V	alcançar
outras	ADJ	outro
de	PRP	de
novo	ADJ	novo
.	SENT	.
</s>
<s>
Que	PR	que
,	VIRG	,
na	PRP+DET	em
verdade	NOM	verdade
,	VIRG	,
escrever	V	escrever
história	NOM	história
com	PRP	com
as	DET	a
partes	NOM	parte
que	PR	que
ela	P	ela
requere	V	requerer
é	V	ser
mais	ADV	mais
obra	NOM	obra
da	PRP+DET	de
Providência	NOM	providência
divina	ADJ	divino
que	PR	que
de	PRP	de
forças	NOM	força
humanas	ADJ	humano
.	SENT	.
</s>
<s>
Porque	CONJ	porque
,	VIRG	,
considerando	V	considerar
o	DET	o
trabalho	NOM	trabalho
do	PRP+DET	de
escrever	V	escrever
e	CONJ	e
os	DET	o
descontos	NOM	desconto
que	PR	que
a	P	a
escritura	V	escriturar
(	QUOTE	(
inda	ADV	inda
que	PR	que
seja	V	ser
a	DET	a
mais	ADV	mais
acertada	V	acertar
)	QUOTE	)
tem	V	ter
por	PRP	por
prêmio	NOM	prêmio
de	PRP	de
juízos	NOM	juízo
torcidos	ADJ	torcido
e	CONJ	e
muitas	ADJ	muita
vezes	NOM	vez
errados	ADJ	errado
de	PRP	de
quem	PR	quem
lê	V	ler
,	VIRG	,
se	P	se
não	ADV	não
houvera	V	haver
instinto	NOM	instinto
do	PRP+DET	de
Céu	NOM	céu
que	PR	que
movera	V	mover
espíritos	NOM	espírito
,	VIRG	,
fora	NOM	fora
impossível	ADJ	impossível
haver	V	haver
nenhum	ADJ	nenhum
sisudo	NOM	sisudo
que	PR	que
se	P	se
sojeitara	V	<unknown>
a	DET	a
tamanha	ADJ	tamanho
carga	NOM	carga
.	SENT	.
</s>
<s>
Desta	PRP+P	de
conta	NOM	conta
ficamos	V	ficar
fora	V	ir
os	DET	o
religiosos	NOM	religioso
,	VIRG	,
porque	CONJ	porque
o	DET	o
que	PR	que
fazemos	V	fazer
e	CONJ	e
o	DET	o
que	PR	que
não	ADV	não
fazemos	V	fazer
,	VIRG	,
tudo	P	tudo
pende	V	pender
de	PRP	de
obediência	NOM	obediência
.	SENT	.
</s>
<s>
E	CONJ	e
nesta	PRP+P	em
confiança	NOM	confiança
animosamente	ADV	<unknown>
soltamos	V	soltar
a	PRP	a
vela.Tenho	V	<unknown>
que	CONJSUB	que
será	V	ser
cousa	NOM	coisa
agradável	ADJ	agradável
e	CONJ	e
não	ADV	não
desdirá	V	desdizer
com	PRP	com
a	DET	a
obra	NOM	obra
trazermos	V	trazer
a	DET	a
luz	NOM	luz
,	VIRG	,
neste	PRP+P	em
princípio	NOM	princípio
dela	PRP+P	de
,	VIRG	,
uma	DET	uma
notável	ADJ	notável
antiguidade	NOM	antiguidade
da	PRP+DET	de
origem	NOM	origem
e	CONJ	e
fundação	NOM	fundação
da	PRP+DET	de
igreja	NOM	igreja
de	PRP	de
Nossa	NOM	<unknown>
Senhora	NOM	senhor
dos	PRP+DET	de
Mártires	NOM	mártir
,	VIRG	,
de	PRP	de
Lisboa	NOM	Lisboa
,	VIRG	,
que	PR	que
vulgarmente	ADV	vulgarmente
chamamos	V	chamar
das	PRP+DET	de
Martens	NOM	<unknown>
,	VIRG	,
visto	V	ver
como	CONJ	como
foi	V	ir
morada	NOM	morada
e	CONJ	e
freguesia	NOM	freguesia
dos	PRP+DET	de
pais	NOM	pai
do	PRP+DET	de
Arcebispo	NOM	arcebispo
e	CONJ	e
a	DET	a
em	PRP	em
que	PR	que
ele	P	ele
recebeu	V	receber
o	DET	o
primeiro	CARD	primeiro
ser	NOM	ser
de	PRP	de
cristão	NOM	cristão
,	VIRG	,
pelo	PRP+DET	por
santo	NOM	santo
bautismo	V	<unknown>
,	VIRG	,
e	CONJ	e
donde	CONJ	donde
quis	V	querer
tomar	V	tomar
o	DET	o
apelido	NOM	apelido
que	PR	que
por	PRP	por
toda	ADJ	todo
a	DET	a
vida	NOM	vida
conservou	V	conservar
e	CONJ	e
amou	V	amar
.	SENT	.
</s>
<s>
Contam	V	contar
as	DET	a
histórias	NOM	história
deste	PRP+P	de
Reino	NOM	reino
que	PR	que
el-Rei	V	<unknown>
Dom	NOM	dom
Afonso	NOM	Afonso
Anriques	NOM	<unknown>
,	VIRG	,
primeiro	CARD	primeiro
e	CONJ	e
mais	ADV	mais
antigo	ADJ	antigo
dos	PRP+DET	de
que	PR	que
nele	PRP+P	ele
contamos	V	contar
,	VIRG	,
despois	V	<unknown>
de	PRP	de
ter	V	ter
ganhado	V	ganhar
aos	PRP+DET	a
mouros	NOM	mouro
a	PRP	a
mor	ADJ	mor
parte	NOM	parte
das	PRP+DET	de
terras	NOM	terra
de	PRP	de
Portugal	NOM	Portugal
,	VIRG	,
de	PRP	de
que	PR	que
eram	V	ser
senhores	NOM	senhor
,	VIRG	,
quando	CONJ	quando
herdou	V	herdar
o	DET	o
Reino	NOM	reino
,	VIRG	,
havia	V	haver
por	PRP	por
afronta	NOM	afronta
sua	ADJ	sua
possuírem	V	possuir
Lisboa	NOM	Lisboa
,	VIRG	,
que	PR	que
só	ADV	só
por	PRP	por
si	P	si
era	V	ser
outro	ADJ	outro
reino	NOM	reino
;	SENT	;
e	CONJ	e
resoluto	ADJ	resoluto
em	PRP	em
a	P	a
conquistar	V	conquistar
ou	CONJ	ou
deixar	V	deixar
a	DET	a
vida	NOM	vida
na	PRP+DET	em
empresa	NOM	empresa
,	VIRG	,
juntou	V	juntar
as	DET	a
forças	NOM	força
do	PRP+DET	de
Reino	NOM	reino
e	CONJ	e
,	VIRG	,
quando	CONJ	quando
menos	ADV	menos
era	V	ser
esperado	V	esperar
,	VIRG	,
entra	V	entrar
pola	V	<unknown>
comarca	V	comarcar
de	PRP	de
Lisboa	NOM	Lisboa
,	VIRG	,
levando	V	levar
a	DET	a
ferro	NOM	ferro
e	CONJ	e
fogo	NOM	fogo
quanto	ADV	quanto
se	P	se
lhe	P	lhe
opunha	V	opor
,	VIRG	,
e	CONJ	e
brevemente	ADV	brevemente
foi	V	ir
senhor	NOM	senhor
de	PRP	de
toda	ADJ	todo
a	DET	a
terra	NOM	terra
até	PRP	até
os	DET	o
muros	NOM	muro
da	PRP+DET	de
cidade	NOM	cidade
.	SENT	.
</s>
<s>
Era	V	ser
o	DET	o
campo	NOM	campo
que	PR	que
seguia	V	seguir
a	PRP	a
el-Rei	V	<unknown>
mui	ADV	mui
desigual	ADJ	desigual
e	CONJ	e
mingoado	V	<unknown>
pera	PRP	para
o	DET	o
feito	NOM	feito
que	PR	que
levava	V	levar
na	PRP+DET	em
imaginação	NOM	imaginação
,	VIRG	,
se	P	se
bem	ADV	bem
,	VIRG	,
pera	V	esperar
o	DET	o
que	PR	que
então	ADV	então
era	V	ser
Portugal	NOM	Portugal
,	VIRG	,
assaz	ADV	assaz
crecido	V	<unknown>
.	SENT	.
</s>
<s>
Mas	CONJ	mas
aquele	DET	aquele
Senhor	NOM	senhor
que	PR	que
tira	V	tirar
e	CONJ	e
dá	V	dar
os	DET	o
reinos	NOM	reino
como	CONJ	como
é	V	ser
servido	V	servir
lhe	P	lhe
facilitou	V	facilitar
a	DET	a
empresa	NOM	empresa
polos	NOM	polo
meios	NOM	meio
que	PR	que
menos	ADV	menos
cuidava	V	cuidar
.	SENT	.
</s>
<s>
Não	ADV	não
eram	V	ser
passados	NOM	passado
muitos	ADJ	muito
dias	NOM	dia
despois	V	<unknown>
de	PRP	de
tomado	V	tomar
o	DET	o
castelo	NOM	castelo
de	PRP	de
Sintra	NOM	<unknown>
,	VIRG	,
quando	CONJ	quando
amanhecem	V	amanhecer
sobre	PRP	sobre
a	DET	a
Roca	NOM	roca
um	DET	um
grosso	ADJ	grosso
número	NOM	número
de	PRP	de
velas	NOM	vela
que	PR	que
cobriam	V	cobrir
o	DET	o
mar	NOM	mar
.	SENT	.
</s>
<s>
Mandadas	V	mandar
reconhecer	V	reconhecer
,	VIRG	,
soube	V	saber
que	CONJSUB	que
vinha	V	vir
nelas	PRP+P	ela
um	DET	um
bom	ADJ	bom
exército	NOM	exército
composto	ADJ	composto
de	PRP	de
várias	ADJ	vário
nações	NOM	nação
,	VIRG	,
franceses	ADJ	francês
e	CONJ	e
alemães	ADJ	alemão
,	VIRG	,
ingreses	V	<unknown>
e	CONJ	e
framengos	NOM	<unknown>
,	VIRG	,
que	PR	que
passavam	V	passar
à	PRP+DET	a
conquista	NOM	conquista
da	PRP+DET	de
Terra	NOM	Terra
Santa	NOM	Santa
,	VIRG	,
gente	NOM	gente
bem	ADV	bem
armada	ADJ	armado
e	CONJ	e
determinada	ADJ	determinado
a	PRP	a
dar	V	dar
a	DET	a
vida	NOM	vida
pola	V	<unknown>
honra	NOM	honra
da	PRP+DET	de
Fé	NOM	fé
.	SENT	.
</s>
<s>
Era	V	ser
general	NOM	general
da	PRP+DET	de
armada	ADJ	armado
Guilhelmo	NOM	<unknown>
,	VIRG	,
príncipe	NOM	príncipe
francês	ADJ	francês
da	PRP+DET	de
Casa	NOM	casa
de	PRP	de
Anju	NOM	<unknown>
,	VIRG	,
bem	ADV	bem
celebrado	V	celebrar
nas	PRP+DET	em
histórias	NOM	história
daquele	PRP+P	aquele
tempo	NOM	tempo
,	VIRG	,
por	PRP	por
sobrenome	NOM	sobrenome
Longa	NOM	longa
Espada	NOM	espada
.	SENT	.
</s>
<s>
Pareceu	V	parecer
a	PRP	a
el-Rei	V	<unknown>
e	CONJ	e
aos	PRP+DET	a
seus	ADJ	seu
que	PR	que
lhes	P	lhes
acudia	V	acudir
o	DET	o
Céu	NOM	céu
com	PRP	com
socorro	NOM	socorro
.	SENT	.
</s>
<s>
Manda-lhe	V+P	mandar
dar	V	dar
conta	V	contar
do	PRP+DET	de
estado	NOM	estado
em	PRP	em
que	PR	que
se	P	se
achava	V	achar
e	CONJ	e
lembrar-lhe	V+P	lembrar
quão	ADV	quão
honroso	ADJ	honroso
emprego	NOM	emprego
seria	V	ser
pera	PRP	para
tão	ADV	tão
fermosa	V	<unknown>
armada	V	armar
ajudar-lhe	V+P	ajudar
a	PRP	a
ganhar	V	ganhar
aquela	DET	aquela
cidade	NOM	cidade
;	SENT	;
e	CONJ	e
pois	CONJ	pois
iam	V	ir
em	PRP	em
busca	NOM	busca
de	PRP	de
infiéis	NOM	infiel
tão	ADV	tão
longe	ADJ	longe
de	PRP	de
suas	ADJ	sua
casas	NOM	casa
,	VIRG	,
não	ADV	não
seria	V	ser
rezão	V	<unknown>
deixar	V	deixar
quietos	ADJ	quieto
aqueles	P	aquele
,	VIRG	,
que	PR	que
tão	ADV	tão
perto	ADV	perto
delas	PRP+P	de
faziam	V	fazer
contínua	ADJ	contínuo
guerra	NOM	guerra
a	PRP	a
seus	ADJ	seu
irmãos	NOM	irmão
,	VIRG	,
quanto	ADV	quanto
mais	ADV	mais
que	CONJSUB	que
a	DET	a
conquista	NOM	conquista
era	V	ser
fácil	ADJ	fácil
,	VIRG	,
como	CONJ	como
apertassem	V	apertar
o	DET	o
lugar	NOM	lugar
por	PRP	por
duas	CARD	dois
partes	NOM	parte
,	VIRG	,
e	CONJ	e
a	DET	a
honra	NOM	honra
grande	ADJ	grande
de	PRP	de
poderem	V	poder
dizer	V	dizer
lá	ADV	lá
na	PRP+DET	em
Síria	NOM	Síria
que	PR	que
,	VIRG	,
antes	ADV	antes
de	PRP	de
saltarem	V	saltar
em	PRP	em
terra	NOM	terra
,	VIRG	,
iam	V	ir
já	ADV	já
conquistadores	ADJ	conquistador
de	PRP	de
infiéis	NOM	infiel
.	SENT	.
</s>
<s>
Foi	V	ir
fácil	ADV	fácil
de	PRP	de
persuadir	V	persuadir
o	DET	o
valeroso	NOM	<unknown>
cavaleiro	ADJ	cavaleiro
.	SENT	.
</s>
<s>
Entra	V	entrar
no	PRP+DET	em
rio	NOM	rio
,	VIRG	,
lança	V	lançar
sua	ADJ	sua
gente	NOM	gente
em	PRP	em
terra	NOM	terra
,	VIRG	,
fortifica-se	V+P	fortificar
da	PRP+DET	de
parte	NOM	parte
ocidental	ADJ	ocidental
,	VIRG	,
por	PRP	por
todo	ADJ	todo
aquele	DET	aquele
teso	NOM	teso
,	VIRG	,
onde	PR	onde
agora	ADV	agora
é	V	ser
o	DET	o
convento	NOM	convento
de	PRP	de
São	NOM	São
Francisco	NOM	Francisco
,	VIRG	,
até	PRP	até
sobre	PRP	sobre
o	DET	o
mar	NOM	mar
.	SENT	.
</s>
<s>
Começou-se	V+P	começar
um	DET	um
porfiado	V	porfiar
cerco	NOM	cerco
.	SENT	.
</s>
<s>
A	DET	a
desesperação	NOM	desesperação
criava	V	criar
forças	NOM	força
e	CONJ	e
esforço	NOM	esforço
nos	PRP+DET	em
cercados	NOM	cercado
:	SENT	:
defendiam-se	V+P	defender
e	CONJ	e
ofendiam	V	ofender
denodadamente	ADV	denodadamente
;	SENT	;
morriam	V	morrer
muitos	ADJ	muito
de	PRP	de
ambas	ADJ	ambos
as	DET	a
partes	NOM	parte
,	VIRG	,
e	CONJ	e
dos	PRP+DET	de
nossos	ADJ	nosso
,	VIRG	,
assi	NOM	<unknown>
naturais	ADJ	natural
como	CONJ	como
estrangeiros	ADJ	estrangeiro
,	VIRG	,
como	CONJ	como
acometedores	ADJ	<unknown>
e	CONJ	e
mais	ADV	mais
expostos	V	expor
ao	PRP+DET	a
perigo	NOM	perigo
que	PR	que
pelejavam	V	pelejar
de	PRP	de
lugar	NOM	lugar
descoberto	V	descobrir
,	VIRG	,
era	V	ser
sempre	ADV	sempre
maior	ADJ	maior
o	DET	o
número	NOM	número
.	SENT	.
</s>
<s>
Bendita	ADJ	bendito
morte	NOM	morte
que	PR	que
aos	PRP+DET	a
mortos	NOM	morto
passava	V	passar
em	PRP	em
um	DET	um
momento	NOM	momento
a	PRP	a
gozos	NOM	gozo
eternos	ADJ	eterno
,	VIRG	,
laureados	V	laurear
de	PRP	de
