<text id="azevedo1895">
<s>
LIVRO	NOM	livro
muito	ADV	muito
rica	ADJ	rico
,	VIRG	,
e	CONJ	e
ele	P	ele
o	P	o
que	PR	que
se	P	se
pode	V	poder
chamar	V	chamar
pobre	ADJ	pobre
.	SENT	.
</s>
<s>
Não	ADV	não
havia	V	haver
para	PRP	para
onde	PR	onde
fugir	V	fugir
;	SENT	;
sujeitou-se	V+P	sujeitar
a	PRP	a
tudo	P	tudo
e	CONJ	e
-	QUOTE	-
casou	V	casar
.	SENT	.
</s>
<s>
Ainda	ADV	ainda
porém	CONJ	porém
não	ADV	não
tinha	V	ter
desfrutado	V	desfrutar
o	DET	o
primeiro	CARD	primeiro
mês	NOM	mês
da	PRP+DET	de
sua	ADJ	sua
lua-de-mel	NOM	lua-de-mel
,	VIRG	,
e	CONJ	e
já	ADV	já
a	DET	a
sogra	NOM	sogro
achava	V	achar
meios	NOM	meio
e	CONJ	e
modos	NOM	modo
de	PRP	de
interrompê-la	V	<unknown>
,	VIRG	,
separando-o	V+P	separar
violentamente	ADV	violentamente
da	PRP+DET	de
noiva	NOM	noivo
.	SENT	.
</s>
<s>
E	CONJ	e
daí	PRP+ADV	aí
em	PRP	em
diante	PRP	diante
o	DET	o
casal	NOM	casal
nunca	ADV	nunca
mais	ADV	mais
teve	V	ter
ocasião	NOM	ocasião
de	PRP	de
absoluta	ADJ	absoluto
felicidade	NOM	felicidade
.	SENT	.
</s>
<s>
O	DET	o
demônio	NOM	demônio
da	PRP+DET	de
velha	ADJ	velho
parecia	V	parecer
não	ADV	não
poder	V	poder
ver	V	ver
o	DET	o
genro	NOM	genro
ao	PRP+DET	a
lado	NOM	lado
da	PRP+DET	de
filha	NOM	filho
,	VIRG	,
e	CONJ	e
o	DET	o
pobre	ADJ	pobre
rapaz	NOM	rapaz
,	VIRG	,
que	PR	que
amava	V	amar
cada	ADJ	cada
vez	NOM	vez
mais	ADV	mais
apaixonadamente	ADV	apaixonadamente
a	DET	a
esposa	NOM	esposo
,	VIRG	,
não	ADV	não
lograva	V	lograr
um	DET	um
segundo	CARD	segundo
de	PRP	de
ventura	NOM	ventura
junto	ADJ	junto
desta	PRP+P	de
,	VIRG	,
sem	PRP	sem
ver	V	ver
surgir	V	surgir
logo	ADV	logo
entre	PRP	entre
eles	P	ele
o	DET	o
terrível	ADJ	terrível
espetro	NOM	espetro
.	SENT	.
</s>
<s>
Não	ADV	não
os	P	o
deixava	V	deixar
um	DET	um
instante	NOM	instante
sossegados	ADJ	sossegado
,	VIRG	,
não	ADV	não
os	P	o
perdia	V	perder
de	PRP	de
vista	NOM	vista
um	DET	um
só	ADJ	só
momento	NOM	momento
,	VIRG	,
rondava-os	V+P	rondar
,	VIRG	,
fariscava-lhes	V	<unknown>
os	DET	o
passos	NOM	passo
,	VIRG	,
como	CONJ	como
se	P	se
vigiasse	V	vigiar
a	DET	a
rapariga	NOM	rapariga
contra	PRP	contra
um	DET	um
estranho	NOM	estranho
mal-intencionado	ADJ	mal-intencionado
;	SENT	;
perseguia	V	perseguir
o	DET	o
genro	NOM	genro
só	ADJ	só
pelo	PRP+DET	por
gostinho	NOM	gosto
de	PRP	de
atormentá-lo	V	<unknown>
;	SENT	;
contrariava-o	V+P	contrariar
nas	PRP+DET	em
suas	ADJ	sua
mais	ADV	mais
justas	V	justar
pretensões	NOM	pretensão
de	PRP	de
marido	NOM	marido
,	VIRG	,
azedando-lhe	V+P	azedar
a	DET	a
existência	NOM	existência
,	VIRG	,
intrometendo-se	V+P	intrometer
na	PRP+DET	em
sua	ADJ	sua
vida	NOM	vida
íntima	ADJ	íntimo
,	VIRG	,
desunindo-o	V+P	desunir
da	PRP+DET	de
mulher	NOM	mulher
,	VIRG	,
sobre	PRP	sobre
quem	PR	quem
conservava	V	conservar
os	DET	o
mais	ADV	mais
despóticos	ADJ	despótico
direitos	NOM	direito
.	SENT	.
</s>
<s>
Causava-me	V	<unknown>
ele	P	ele
verdadeira	ADJ	verdadeiro
compaixão	NOM	compaixão
.	SENT	.
</s>
<s>
Um	DET	um
dia	NOM	dia
vi-o	V+P	ver
entrar	V	entrar
por	PRP	por
minha	ADJ	minha
casa	NOM	casa
,	VIRG	,
desesperado	ADJ	desesperado
,	VIRG	,
aflito	ADJ	aflito
,	VIRG	,
e	CONJ	e
atirar-se	V+P	atirar
a	PRP	a
uma	DET	uma
cadeira	NOM	cadeira
,	VIRG	,
soluçando	V	soluçar
.	SENT	.
</s>
<s>
Sem	PRP	sem
que	PR	que
lhe	P	lhe
apanhasse	V	apanhar
uma	DET	uma
só	ADJ	só
palavra	NOM	palavra
das	PRP+DET	de
muitas	ADJ	muita
que	PR	que
os	DET	o
seus	ADJ	seu
soluços	NOM	soluço
retalhavam	V	retalhar
,	VIRG	,
consegui	V	conseguir
,	VIRG	,
de	PRP	de
dois	CARD	dois
dos	PRP+DET	de
seus	ADJ	seu
monossílabos	NOM	monossílabo
mais	ADV	mais
estrangulados	ADJ	estrangulado
,	VIRG	,
perfazer	V	perfazer
a	DET	a
de	PRP	de
"	QUOTE	"
Sogra	V	sograr
"	QUOTE	"
,	VIRG	,
e	CONJ	e
exclamei-lhe	V+P	exclamar
desabridamente	ADV	desabridamente
:	SENT	:
-	QUOTE	-
Mas	CONJ	mas
com	PRP	com
um	DET	um
milhão	NOM	milhão
de	PRP	de
raios	NOM	raio
!	SENT	!
por	PRP	por
que	PR	que
não	ADV	não
te	P	te
livras	V	livrar
por	PRP	por
uma	DET	uma
vez	NOM	vez
dessa	PRP+P	de
víbora	NOM	víbora
?	SENT	?
!	SENT	!
-	QUOTE	-
Livrar-me	V+P	livrar
,	VIRG	,
como	CONJ	como
?	SENT	?
!	SENT	!
De	PRP	de
que	PR	que
modo	NOM	modo
?	SENT	?
!	SENT	!
perguntou-me	V+P	perguntar
o	DET	o
infeliz	NOM	infeliz
entre	PRP	entre
dois	CARD	dois
arquejos	NOM	arquejo
.	SENT	.
</s>
<s>
-	QUOTE	-
Ora	CONJ	ora
,	VIRG	,
como	CONJ	como
?	SENT	?
!	SENT	!
De	PRP	de
que	PR	que
modo	NOM	modo
?	SENT	?
!	SENT	!
Seja	V	ser
lá	ADV	lá
como	CONJ	como
for	V	ir
!	SENT	!
Foge	V	fugir
,	VIRG	,
ou	CONJ	ou
torce-lhe	V+P	torcer
o	DET	o
pescoço	NOM	pescoço
!	SENT	!
Atira-a	V+P	atirar
no	PRP+DET	em
meio	NOM	meio
da	PRP+DET	de
baía	NOM	baía
!	SENT	!
Sacode-a	V+P	sacudir
do	PRP+DET	de
alto	ADJ	alto
do	PRP+DET	de
Pão	NOM	pão
de	PRP	de
Açúcar	NOM	açúcar
!	SENT	!
-	QUOTE	-
Impossível	ADJ	impossível
!	SENT	!
Amo	V	amar
loucamente	ADV	loucamente
minha	ADJ	minha
mulher	NOM	mulher
,	VIRG	,
e	CONJ	e
minha	ADJ	minha
mulher	NOM	mulher
adora	V	adorar
a	DET	a
mãe	NOM	mãe
!	SENT	!
Não	ADV	não
consentiria	V	consentir
em	PRP	em
separar-se	V+P	separar
dela	PRP+P	de
,	VIRG	,
nem	CONJ	nem
mo	P	eu
perdoaria	V	perdoar
,	VIRG	,
se	P	se
o	P	o
tentasse	V	tentar
!	SENT	!
-	QUOTE	-
Histórias	NOM	história
!	SENT	!
-	QUOTE	-
Além	ADV	além
de	PRP	de
que	PR	que
,	VIRG	,
sabes	V	saber
qual	PR	qual
é	V	ser
hoje	ADV	hoje
a	DET	a
minha	ADJ	minha
posição	NOM	posição
na	PRP+DET	em
Praça	NOM	praça
do	PRP+DET	de
Rio	NOM	Rio
de	PRP	de
Janeiro	NOM	janeiro
;	SENT	;
não	ADV	não
é	V	ser
das	PRP+DET	de
piores	ADJ	pior
!	SENT	!
mas	CONJ	mas
sabes	V	saber
também	ADV	também
que	CONJSUB	que
só	ADV	só
agora	ADV	agora
começo	V	começar
a	PRP	a
colher	V	colher
o	DET	o
resultado	NOM	resultado
de	PRP	de
enormes	ADJ	enorme
sacrifícios	NOM	sacrifício
feitos	ADJ	feito
para	PRP	para
obtê-la	V+P	obter
!	SENT	!
..	V	<unknown>
.	SENT	.
</s>
<s>
Pois	CONJ	pois
bem	ADV	bem
,	VIRG	,
tudo	P	tudo
o	P	o
que	PR	que
sou	V	ser
,	VIRG	,
devo	V	dever
a	DET	a
minha	ADJ	minha
sogra	NOM	sogro
!	SENT	!
O	DET	o
capital	NOM	capital
é	V	ser
dela	PRP+P	de
!	SENT	!
O	DET	o
crédito	NOM	crédito
foi	V	ir
ela	P	ela
quem	PR	quem
mo	P	eu
deu	V	dar
!	SENT	!
Um	DET	um
rompimento	NOM	rompimento
seria	V	ser
a	DET	a
minha	ADJ	minha
ruína	NOM	ruína
completa	ADJ	completo
!	SENT	!
-	QUOTE	-
Oh	I	oh
,	VIRG	,
diabo	NOM	diabo
!	SENT	!
-	QUOTE	-
É	V	ser
o	DET	o
que	PR	que
te	P	te
digo	V	dizer
!	SENT	!
Vê	V	ver
tu	P	tu
que	PR	que
posição	NOM	posição
a	PRP	a
minha	ADJ	minha
!	SENT	!
-	QUOTE	-
Então	ADV	então
,	VIRG	,
meu	ADJ	meu
amigo	NOM	amigo
,	VIRG	,
só	ADV	só
te	P	te
restam	V	restar
os	DET	o
extremos	ADJ	extremo
-	QUOTE	-
resignação	NOM	resignação
ou...	V	<unknown>
suicídio	NOM	suicídio
!	SENT	!
Ele	P	ele
,	VIRG	,
ao	PRP+DET	a
que	PR	que
parece	V	parecer
,	VIRG	,
resignou-se	V+P	resignar
.	SENT	.
</s>
<s>
Um	DET	um
ano	NOM	ano
depois	ADV	depois
encontramo-nos	V+P	encontrar
em	PRP	em
Paris	NOM	Paris
.	SENT	.
</s>
<s>
-	QUOTE	-
Olá	I	olá
!	SENT	!
bradei-lhe	V+P	bradar
.	SENT	.
</s>
<s>
-	QUOTE	-
Fugiste	V	fugir
...	SENT	.
</s>
<s>..
-	QUOTE	-
Qual	NOM	<unknown>
!	SENT	!
Estou	V	estar
de	PRP	de
passeio	NOM	passeio
.	SENT	.
</s>
<s>
Minha	P	minha
sogra	V	sograr
mandou-me	V+P	mandar
passear	V	passear
...	SENT	.
</s>
<s>..
-	QUOTE	-
Expulsou-te	NOM	<unknown>
de	PRP	de
casa	NOM	casa
?	SENT	?
..	V	<unknown>
.	SENT	.
</s>
<s>
-	QUOTE	-
Não	ADV	não
.	SENT	.
</s>
<s>
Mandou-me	V+P	mandar
passear	V	passear
por	PRP	por
algum	ADJ	algum
tempo	NOM	tempo
.	SENT	.
</s>
<s>
Eu	P	eu
volto	V	voltar
...	SENT	.
</s>
<s>..
-	QUOTE	-
Ah	NOM	<unknown>
!	SENT	!
compreendo	V	compreender
!	SENT	!
quer	V	querer
que	CONJSUB	que
a	DET	a
filha	NOM	filho
se	P	se
distraia	V	distrair
um	DET	um
pouco	ADV	pouco
pela	PRP+DET	por
Europa	NOM	Europa
.	SENT	.
</s>
<s>
Dou-te	V+P	dar
os	DET	o
meus	ADJ	meu
parabéns	NOM	parabéns
!	SENT	!
-	QUOTE	-
Não	ADV	não
!	SENT	!
vim	V	vir
só	ADV	só
.	SENT	.
</s>
<s>
-	QUOTE	-
Hein	I	hein
?	SENT	?
!	SENT	!
E	CONJ	e
tua	ADJ	tua
mulher	NOM	mulher
?	SENT	?
-	QUOTE	-
Ficou	V	ficar
.	SENT	.
</s>
<s>
-	QUOTE	-
E	CONJ	e
tua	ADJ	tua
sogra	NOM	sogro
acompanha-te	V	<unknown>
?	SENT	?
..	V	<unknown>
.	SENT	.
</s>
<s>
-	QUOTE	-
Ah	I	ah
!	SENT	!
não	ADV	não
!	SENT	!
Fiz-lhe	V+P	fazer
,	VIRG	,
intrigado	ADJ	intrigado
,	VIRG	,
ainda	ADV	ainda
algumas	ADJ	alguma
perguntas	NOM	pergunta
,	VIRG	,
a	DET	a
que	PR	que
ele	P	ele
respondeu	V	responder
com	PRP	com
reserva	NOM	reserva
,	VIRG	,
procurando	V	procurar
evitá-las	V+P	evitar
.	SENT	.
</s>
<s>
Percebi	V	perceber
que	CONJSUB	que
me	P	me
não	ADV	não
queria	V	querer
falar	V	falar
francamente	ADV	francamente
,	VIRG	,
talvez	ADV	talvez
por	PRP	por
medo	NOM	medo
do	PRP+DET	de
ridículo	NOM	ridículo
,	VIRG	,
e	CONJ	e
não	ADV	não
insisti	V	insistir
.	SENT	.
</s>
<s>
Jantamos	V	jantar
em	PRP	em
companhia	NOM	companhia
um	DET	um
do	PRP+DET	de
outro	ADJ	outro
,	VIRG	,
e	CONJ	e
desde	PRP	desde
então	ADV	então
pegamos	V	pegar
de	PRP	de
ver-nos	V+P	ver
todos	ADJ	todo
os	DET	o
dias	NOM	dia
.	SENT	.
</s>
<s>
Fizemos	V	fazer
juntos	ADJ	junto
uma	DET	uma
viagem	NOM	viagem
à	PRP+DET	a
Suíça	NOM	Suíça
,	VIRG	,
e	CONJ	e
a	DET	a
nossa	ADJ	nossa
amizade	NOM	amizade
revigorou-se	V	<unknown>
com	PRP	com
essa	DET	essa
jornada	NOM	jornada
;	SENT	;
ficamos	V	ficar
inseparáveis	ADJ	inseparável
até	PRP	até
que	PR	que
ele	P	ele
,	VIRG	,
meses	NOM	mês
depois	ADV	depois
,	VIRG	,
deixou	V	deixar
a	DET	a
Europa	NOM	Europa
para	PRP	para
tornar	V	tornar
ao	PRP+DET	a
Brasil	NOM	Brasil
.	SENT	.
</s>
<s>
E	CONJ	e
eu	P	eu
,	VIRG	,
agora	ADV	agora
,	VIRG	,
aqui	ADV	aqui
no	PRP+DET	em
Rio	NOM	Rio
de	PRP	de
Janeiro	NOM	janeiro
,	VIRG	,
ao	PRP+DET	a
acordar	V	acordar
da	PRP+DET	de
primeira	CARD	primeiro
noite	NOM	noite
,	VIRG	,
passada	ADJ	passado
no	PRP+DET	em
detestável	ADJ	detestável
Freitas-Hotel	NOM	<unknown>
,	VIRG	,
senti	V	sentir
cair-me	V+P	cair
em	PRP	em
cima	NOM	cima
,	VIRG	,
com	PRP	com
o	DET	o
peso	NOM	peso
de	PRP	de
mil	CARD	mil
arrobas	NOM	arroba
,	VIRG	,
todo	ADJ	todo
o	DET	o
negrume	NOM	negrume
da	PRP+DET	de
minha	ADJ	minha
solidão	NOM	solidão
.	SENT	.
</s>
<s>
A	DET	a
idéia	NOM	idéia
da	PRP+DET	de
solidão	NOM	solidão
fez-me	V+P	fazer
pensar	V	pensar
em	PRP	em
Leandro	NOM	Leandro
.	SENT	.
</s>
<s>
É	V	ser
verdade	NOM	verdade
!	SENT	!
Que	PR	que
fim	NOM	fim
teria	V	ter
ele	P	ele
levado	V	levar
?	SENT	?
..	V	<unknown>
.	SENT	.
</s>
<s>
-	QUOTE	-
Vou	V	ir
vê-lo	V+P	ver
!	SENT	!
deliberei	V	deliberar
,	VIRG	,
saltando	V	saltar
da	PRP+DET	de
cama	NOM	cama
.	SENT	.
</s>
<s>
Procurei	V	procurar
o	DET	o
endereço	NOM	endereço
da	PRP+DET	de
sua	ADJ	sua
atual	ADJ	atual
residência	NOM	residência
.	SENT	.
</s>
<s>
"	QUOTE	"
Tijuca	NOM	tijuco
.	SENT	.
</s>
<s>
Alto	ADJ	alto
da	PRP+DET	de
Serra	NOM	serra
"	QUOTE	"
.	SENT	.
</s>
<s>
Era	V	ser
longe	ADV	longe
,	VIRG	,
mas	CONJ	mas
o	DET	o
dia	NOM	dia
estava	V	estar
magnífico	ADJ	magnífico
.	SENT	.
</s>
<s>
Por	PRP	por
que	CONJSUB	que
pois	CONJ	pois
não	ADV	não
ir	V	ir
?	SENT	?
Enquanto	CONJ	enquanto
lá	ADV	lá
estivesse	V	estar
disfarçaria	V	disfarçar
ao	PRP+DET	a
menos	ADV	menos
o	DET	o
meu	ADJ	meu
tédio	NOM	tédio
de	PRP	de
celibatário	NOM	celibatário
.	SENT	.
</s>
<s>
Leandro	NOM	Leandro
era	V	ser
afinal	ADV	afinal
o	DET	o
meu	ADJ	meu
melhor	ADJ	melhor
amigo	NOM	amigo
;	SENT	;
além	ADV	além
do	PRP+DET	de
que	PR	que
,	VIRG	,
apetecia-me	V+P	apetecer
à	PRP+DET	a
curiosidade	NOM	curiosidade
saber	V	saber
notícias	NOM	notícia
do	PRP+DET	de
seu	ADJ	seu
casamento	NOM	casamento
e	CONJ	e
da	PRP+DET	de
sua	ADJ	sua
fenomenal	ADJ	fenomenal
sogra	NOM	sogro
.	SENT	.
</s>
<s>
Não	ADV	não
nos	P	nos
víamos	V	ver
havia	V	haver
quatro	CARD	quatro
anos	NOM	ano
.	SENT	.
</s>
<s>
Como	CONJ	como
seria	V	ser
agora	ADV	agora
a	DET	a
sua	ADJ	sua
existência	NOM	existência
?	SENT	?
Que	PR	que
fim	NOM	fim
teria	V	ter
ele	P	ele
dado	V	dar
ao	PRP+DET	a
demônio	NOM	demônio
da	PRP+DET	de
bruxa	NOM	bruxo
?	SENT	?
..	V	<unknown>
.	SENT	.
</s>
<s>
Vesti-me	V+P	vestir
,	VIRG	,
almocei	V	almoçar
,	VIRG	,
saí	V	sair
,	VIRG	,
dei	V	dar
um	DET	um
passeio	NOM	passeio
pela	PRP+DET	por
rua	NOM	rua
do	PRP+DET	de
Ouvidor	NOM	ouvidor
e	CONJ	e
tomei	V	tomar
o	DET	o
tramway	NOM	<unknown>
da	PRP+DET	de
Tijuca	NOM	tijuco
.	SENT	.
</s>
<s>
Na	PRP+DET	em
raiz	NOM	raiz
da	PRP+DET	de
serra	NOM	serra
procurei	V	procurar
informações	NOM	informação
sobre	PRP	sobre
a	DET	a
casa	NOM	casa
de	PRP	de
Leandro	NOM	Leandro
;	SENT	;
deram-nas	V+P	dar
na	PRP+DET	em
mesma	ADJ	mesmo
cocheira	NOM	cocheira
que	PR	que
me	P	me
alugou	V	alugar
uma	DET	uma
vitória	NOM	vitória
para	PRP	para
lá	ADV	lá
subir	V	subir
.	SENT	.
</s>
<s>
Às	PRP+DET	a
cinco	CARD	cinco
e	CONJ	e
meia	CARD	meio
da	PRP+DET	de
tarde	NOM	tarde
entrava	V	entrar
na	PRP+DET	em
residência	NOM	residência
do	PRP+DET	de
meu	ADJ	meu
amigo	NOM	amigo
.	SENT	.
</s>
<s>
Uma	DET	uma
deliciosa	ADJ	delicioso
chácara	NOM	chácara
,	VIRG	,
com	PRP	com
o	DET	o
seu	ADJ	seu
cottage	NOM	cottage
ao	PRP+DET	a
fundo	NOM	fundo
,	VIRG	,
na	PRP+DET	em
fralda	NOM	fralda
da	PRP+DET	de
montanha	NOM	montanha
,	VIRG	,
escondido	V	esconder
entre	PRP	entre
árvores	NOM	árvore
floríferas	ADJ	florífero
e	CONJ	e
cercado	V	cercar
por	PRP	por
um	DET	um
jardim	NOM	jardim
de	PRP	de
rosas	NOM	rosa
e	CONJ	e
camélias	NOM	camélia
.	SENT	.
</s>
<s>
Adivinhava-se	V+P	adivinhar
logo	ADV	logo
,	VIRG	,
desde	PRP	desde
o	DET	o
portão	NOM	portão
da	PRP+DET	de
rua	NOM	rua
,	VIRG	,
haver	V	haver
ali	ADV	ali
todo	ADJ	todo
o	DET	o
conforto	NOM	conforto
e	CONJ	e
regalo	NOM	regalo
que	PR	que
nos	P	nos
podem	V	poder
