<text id="barreto1948">
<s>
CLARA	NOM	clara
uma	DET	uma
casa	NOM	casa
de	PRP	de
músicas	NOM	música
e	CONJ	e
pianos	NOM	piano
da	PRP+DET	de
rua	NOM	rua
do	PRP+DET	de
Ouvidor	NOM	ouvidor
.	SENT	.
</s>
<s>
O	DET	o
seu	ADJ	seu
saber	NOM	saber
musical	ADJ	musical
era	V	ser
fraco	ADJ	fraco
;	SENT	;
adivinhava	V	adivinhar
mais	ADV	mais
do	PRP+DET	de
que	PR	que
empregava	V	empregar
noções	NOM	noção
teóricas	ADJ	teórico
que	PR	que
tivesse	V	ter
estudado	V	estudar
.	SENT	.
</s>
<s>
Aprendeu	V	aprender
a	DET	a
"	QUOTE	"
artinha	NOM	arte
"	QUOTE	"
musical	ADJ	musical
na	PRP+DET	em
terra	NOM	terra
do	PRP+DET	de
seu	ADJ	seu
nascimento	NOM	nascimento
,	VIRG	,
nos	PRP+DET	em
arredores	NOM	arredor
de	PRP	de
Diamantina	NOM	<unknown>
,	VIRG	,
em	PRP	em
cujas	PR	cuja
festas	NOM	festa
de	PRP	de
igreja	NOM	igreja
a	PRP	a
sua	ADJ	sua
flauta	NOM	flauta
brilhara	V	brilhar
,	VIRG	,
e	CONJ	e
era	V	ser
tido	V	ter
por	PRP	por
muitos	P	muito
como	CONJ	como
o	DET	o
primeiro	CARD	primeiro
flautista	NOM	flautista
do	PRP+DET	de
lugar	NOM	lugar
.	SENT	.
</s>
<s>
Embora	ADV	embora
gozando	V	gozar
desta	PRP+P	de
fama	NOM	fama
animadora	ADJ	animador
,	VIRG	,
nunca	ADV	nunca
quis	V	querer
ampliar	V	ampliar
os	DET	o
seus	ADJ	seu
conhecimentos	NOM	conhecimento
musicais	ADJ	musical
.	SENT	.
</s>
<s>
Ficara	V	ficar
na	PRP+DET	em
"	QUOTE	"
artinha	NOM	arte
"	QUOTE	"
de	PRP	de
Francisco	NOM	Francisco
Manuel	NOM	Manuel
,	VIRG	,
que	PR	que
sabia	V	saber
de	PRP	de
cor	NOM	cor
;	SENT	;
mas	CONJ	mas
não	ADV	não
saíra	V	sair
dela	PRP+P	de
,	VIRG	,
para	PRP	para
ir	V	ir
além	ADV	além
.	SENT	.
</s>
<s>
Pouco	ADV	pouco
ambicioso	ADJ	ambicioso
em	PRP	em
musica	V	musicar
,	VIRG	,
ele	P	ele
o	P	o
era	V	ser
também	ADV	também
nas	PRP+DET	em
demais	ADV	demais
manifestações	NOM	manifestação
de	PRP	de
sua	ADJ	sua
vida	NOM	vida
.	SENT	.
</s>
<s>
Desgostoso	ADJ	desgostoso
com	PRP	com
a	DET	a
existência	NOM	existência
medíocre	ADJ	medíocre
na	PRP+DET	em
sua	ADJ	sua
pequena	ADJ	pequeno
cidade	NOM	cidade
natal	ADJ	natal
,	VIRG	,
um	DET	um
belo	ADJ	belo
dia	NOM	dia
,	VIRG	,
aí	ADV	aí
pelos	PRP+DET	por
seus	ADJ	seu
vinte	CARD	vinte
e	CONJ	e
dois	CARD	dois
anos	NOM	ano
,	VIRG	,
aceitara	V	aceitar
o	DET	o
convite	NOM	convite
de	PRP	de
um	DET	um
engenheiro	NOM	engenheiro
inglês	ADJ	inglês
que	PR	que
,	VIRG	,
por	PRP	por
aquelas	DET	aquela
bandas	NOM	banda
,	VIRG	,
andava	V	andar
,	VIRG	,
a	PRP	a
explorar	V	explorar
terras	NOM	terra
e	CONJ	e
terrenos	NOM	terreno
diamantíferos	ADJ	diamantífero
,	VIRG	,
Todos	NOM	todo
julgavam	V	julgar
que	CONJSUB	que
o	DET	o
"	QUOTE	"
seu	P	seu
"	QUOTE	"
mister	NOM	mister
andasse	V	andar
fazendo	V	fazer
isso	P	isso
;	SENT	;
a	DET	a
verdade	NOM	verdade
,	VIRG	,
porém	CONJ	porém
,	VIRG	,
é	V	ser
que	CONJSUB	que
o	DET	o
sábio	ADJ	sábio
inglês	NOM	inglês
fazia	V	fazer
estudos	NOM	estudo
desinteressados	ADJ	desinteressado
,	VIRG	,
Fazia	V	fazer
puras	ADJ	puro
e	CONJ	e
platônicas	ADJ	platônico
pesquisas	NOM	pesquisa
geológicas	ADJ	geológico
e	CONJ	e
mineralógicas	ADJ	mineralógico
.	SENT	.
</s>
<s>
O	DET	o
diamante	NOM	diamante
não	ADV	não
era	V	ser
o	DET	o
fim	NOM	fim
dos	PRP+DET	de
seus	ADJ	seu
trabalhos	NOM	trabalho
;	SENT	;
mas	CONJ	mas
o	DET	o
povo	NOM	povo
,	VIRG	,
que	PR	que
teimava	V	teimar
em	PRP	em
ver	V	ver
,	VIRG	,
pelos	PRP+DET	por
arredores	NOM	arredor
da	PRP+DET	de
cidade	NOM	cidade
,	VIRG	,
o	DET	o
ventre	NOM	ventre
da	PRP+DET	de
terra	NOM	terra
cheio	ADJ	cheio
de	PRP	de
diamantes	NOM	diamante
,	VIRG	,
não	ADV	não
podia	V	poder
supor	V	supor
que	CONJSUB	que
um	DET	um
inglês	NOM	inglês
que	PR	que
levava	V	levar
a	DET	a
catar	NOM	catar
pedras	NOM	pedra
,	VIRG	,
pela	PRP+DET	por
manhã	NOM	manhã
e	CONJ	e
até	PRP	até
à	PRP+DET	a
noite	NOM	noite
,	VIRG	,
tomando	V	tomar
notas	NOM	nota
e	CONJ	e
com	PRP	com
uns	DET	um
instrumentos	NOM	instrumento
rebarbativos	ADJ	rebarbativo
,	VIRG	,
não	ADV	não
estivesse	V	estar
com	PRP	com
tais	P	tal
gatimonhas	V	<unknown>
a	PRP	a
caçar	V	caçar
diamantes	NOM	diamante
.	SENT	.
</s>
<s>
Não	ADV	não
havia	V	haver
meio	ADV	meio
do	PRP+DET	de
mister	NOM	mister
convencer	V	convencer
à	PRP+DET	a
simplória	ADJ	simplório
gente	NOM	gente
do	PRP+DET	de
lugar	NOM	lugar
que	PR	que
ele	P	ele
não	ADV	não
queria	V	querer
saber	V	saber
de	PRP	de
diamantes	NOM	diamante
;	SENT	;
e	CONJ	e
dia	NOM	dia
não	ADV	não
havia	V	haver
em	PRP	em
que	PR	que
o	DET	o
súdito	ADJ	súdito
de	PRP	de
Sua	NOM	<unknown>
Graciosa	NOM	gracioso
Majestade	NOM	majestade
não	ADV	não
recebesse	V	receber
uma	DET	uma
proposta	NOM	proposta
de	PRP	de
venda	NOM	venda
de	PRP	de
terrenos	NOM	terreno
,	VIRG	,
em	PRP	em
que	PR	que
forçosamente	ADV	forçosamente
havia	V	haver
de	PRP	de
existir	V	existir
a	DET	a
preciosa	ADJ	precioso
pedra	NOM	pedra
abundantemente	ADV	abundantemente
,	VIRG	,
por	PRP	por
tais	P	tal
ou	CONJ	ou
quais	PR	qual
indícios	NOM	indício
,	VIRG	,
seguros	ADJ	seguro
aos	PRP+DET	a
olhos	NOM	olho
de	PRP	de
"	QUOTE	"
garimpeiro	ADJ	garimpeiro
"	QUOTE	"
experimentado	ADJ	experimentado
.	SENT	.
</s>
<s>
Logo	ADV	logo
ao	PRP+DET	a
chegar	V	chegar
o	DET	o
geólogo	NOM	geólogo
,	VIRG	,
Joaquim	NOM	Joaquim
empregou-se	V+P	empregar
como	CONJ	como
seu	ADJ	seu
pajem	NOM	pajem
,	VIRG	,
guia	NOM	guia
,	VIRG	,
encaixotador	NOM	encaixotador
,	VIRG	,
servente	NOM	servente
,	VIRG	,
etc.	V	<unknown>
,	VIRG	,
e	CONJ	e
tanto	ADV	tanto
foi	V	ir
obediente	ADJ	obediente
e	CONJ	e
serviu	V	servir
a	DET	a
contento	NOM	contento
o	DET	o
sábio	ADJ	sábio
,	VIRG	,
que	PR	que
este	P	este
,	VIRG	,
ao	PRP+DET	a
dar	V	dar
por	PRP	por
terminadas	V	terminar
as	DET	a
suas	ADJ	sua
pesquisas	NOM	pesquisa
,	VIRG	,
convidou-o	V+P	convidar
a	PRP	a
vir	V	ver
ao	PRP+DET	a
Rio	NOM	Rio
de	PRP	de
Janeiro	NOM	janeiro
,	VIRG	,
encarregando-se	V+P	encarregar
de	PRP	de
movimentar	V	movimentar
a	DET	a
sua	ADJ	sua
pedregulhenta	ADJ	<unknown>
ou	CONJ	ou
pedregosa	ADJ	pedregoso
bagagem	NOM	bagagem
,	VIRG	,
até	PRP	até
que	PR	que
ela	P	ela
fosse	V	fossar
posta	ADJ	posto
a	DET	a
bordo	NOM	bordo
,	VIRG	,
O	V	<unknown>
sábio	ADJ	sábio
comprometeu-se	V+P	comprometer
a	PRP	a
pagar-lhe	V+P	pagar
a	DET	a
estadia	NOM	estadia
no	PRP+DET	em
Rio	NOM	Rio
,	VIRG	,
o	DET	o
que	PR	que
fez	V	fazer
,	VIRG	,
até	PRP	até
embarcar-se	V	<unknown>
para	PRP	para
a	DET	a
Europa	NOM	Europa
.	SENT	.
</s>
<s>
Deu-lhe	V+P	dar
dinheiro	NOM	dinheiro
para	PRP	para
voltar	V	voltar
,	VIRG	,
um	DET	um
chapéu	NOM	chapéu
de	PRP	de
cortiça	NOM	cortiça
,	VIRG	,
umas	DET	uma
perneiras	NOM	perneira
,	VIRG	,
um	DET	um
cachimbo	NOM	cachimbo
e	CONJ	e
uma	DET	uma
lata	NOM	lata
de	PRP	de
fumo	V	fumar
"	QUOTE	"
Navy	NOM	<unknown>
Cut	NOM	<unknown>
"	QUOTE	"
;	SENT	;
Joaquim	NOM	Joaquim
já	ADV	já
se	P	se
havia	V	haver
habituado	ADJ	habituado
ao	PRP+DET	a
Rio	NOM	Rio
de	PRP	de
Janeiro	NOM	janeiro
,	VIRG	,
no	PRP+DET	em
mês	NOM	mês
e	CONJ	e
pouco	ADV	pouco
em	PRP	em
que	PR	que
estivera	V	estar
aqui	ADV	aqui
,	VIRG	,
a	DET	a
serviço	NOM	serviço
do	PRP+DET	de
Senhor	NOM	senhor
John	NOM	john
Herbert	NOM	herbert
Brown	NOM	brown
,	VIRG	,
da	PRP+DET	de
Real	NOM	real
Sociedade	NOM	sociedade
de	PRP	de
Londres	NOM	Londres
;	SENT	;
e	CONJ	e
resolveu	V	resolver
não	ADV	não
voltar	V	voltar
para	PRP	para
Diamantina	NOM	<unknown>
.	SENT	.
</s>
<s>
Vendeu	V	vender
as	DET	a
perneiras	NOM	perneira
num	PRP+DET	em
belchior	NOM	belchior
e	CONJ	e
o	DET	o
chapéu	NOM	chapéu
de	PRP	de
cortiça	NOM	cortiça
também	ADV	também
;	SENT	;
e	CONJ	e
pôs-se	V+P	pôr
a	PRP	a
fumar	V	fumar
o	DET	o
saboroso	ADJ	saboroso
fumo	NOM	fumo
inglês	ADJ	inglês
no	PRP+DET	em
cachimbo	NOM	cachimbo
que	PR	que
lhe	P	lhe
fora	V	ir
ofertado	V	ofertar
,	VIRG	,
passeando	V	passear
pelo	PRP+DET	por
Rio	NOM	Rio
,	VIRG	,
enquanto	CONJ	enquanto
teve	V	ter
dinheiro	NOM	dinheiro
.	SENT	.
</s>
<s>
Quando	CONJ	quando
acabou	V	acabar
,	VIRG	,
procurou	V	procurar
conhecidos	V	conhecer
que	CONJSUB	que
já	ADV	já
tinha	V	ter
;	SENT	;
e	CONJ	e
,	VIRG	,
em	PRP	em
breve	ADJ	breve
,	VIRG	,
entrou	V	entrar
para	PRP	para
o	DET	o
serviço	NOM	serviço
de	PRP	de
empregado	NOM	empregado
de	PRP	de
escritório	NOM	escritório
de	PRP	de
um	DET	um
grande	ADJ	grande
advogado	NOM	advogado
,	VIRG	,
seu	ADJ	seu
patrício	NOM	patrício
,	VIRG	,
isto	P	isto
é	V	ser
,	VIRG	,
mineiro	NOM	mineiro
.	SENT	.
</s>
<s>
-	QUOTE	-
Não	ADV	não
te	P	te
darei	V	dar
coisa	NOM	coisa
que	PR	que
valha	V	valer
a	DET	a
pena	NOM	pena
-	QUOTE	-
disse-lhe	V+P	dizer
logo	ADV	logo
o	DET	o
doutor	NOM	doutor
-	QUOTE	-
,	VIRG	,
mas	CONJ	mas
aqui	ADV	aqui
irás	V	ir
travando	V	travar
conhecimentos	NOM	conhecimento
e	CONJ	e
podes	V	poder
arranjar	V	arranjar
coisa	NOM	coisa
melhor	ADJ	melhor
mais	ADV	mais
tarde	ADV	tarde
.	SENT	.
</s>
<s>
Viu	V	ver
bem	ADV	bem
que	CONJSUB	que
o	DET	o
"	QUOTE	"
doutor	NOM	doutor
"	QUOTE	"
lhe	P	lhe
falava	V	falar
a	DET	a
verdade	NOM	verdade
,	VIRG	,
e	CONJ	e
toda	ADJ	todo
sua	ADJ	sua
ambição	NOM	ambição
se	P	se
cifrou	V	cifrar
em	PRP	em
obter	V	obter
um	DET	um
pequeno	ADJ	pequeno
emprego	NOM	emprego
público	ADJ	público
que	PR	que
lhe	P	lhe
desse	V	dar
direito	ADV	direito
a	DET	a
aposentadoria	NOM	aposentadoria
e	CONJ	e
a	DET	a
montepio	NOM	montepio
,	VIRG	,
para	PRP	para
a	DET	a
família	NOM	família
que	PR	que
ia	V	ir
fundar	V	fundar
.	SENT	.
</s>
<s>
Conseguira	V	conseguir
,	VIRG	,
ao	PRP+DET	a
fim	NOM	fim
de	PRP	de
dois	CARD	dois
anos	NOM	ano
de	PRP	de
trabalho	NOM	trabalho
,	VIRG	,
aquele	P	aquele
de	PRP	de
carteiro	NOM	carteiro
,	VIRG	,
havia	V	haver
bem	ADV	bem
quatro	CARD	quatro
lustros	NOM	lustro
,	VIRG	,
com	PRP	com
o	DET	o
qual	PR	qual
estava	V	estar
muito	ADV	muito
contente	ADJ	contente
e	CONJ	e
satisfeito	ADJ	satisfeito
da	PRP+DET	de
vida	NOM	vida
,	VIRG	,
tanto	ADV	tanto
mais	ADV	mais
que	PR	que
merecera	V	merecer
sucessivas	ADJ	sucessivo
promoções	NOM	promoção
.	SENT	.
</s>
<s>
Casara	V	casar
meses	NOM	mês
depois	ADV	depois
de	PRP	de
nomeado	V	nomear
;	SENT	;
e	CONJ	e
,	VIRG	,
tendo	V	tender
morrido	V	morrer
sua	ADJ	sua
mãe	NOM	mãe
,	VIRG	,
em	PRP	em
Diamantina	NOM	<unknown>
,	VIRG	,
como	CONJ	como
filho	NOM	filho
único	ADJ	único
,	VIRG	,
herdara-lhe	V+P	herdar
a	DET	a
casa	NOM	casa
e	CONJ	e
umas	DET	uma
poucas	ADJ	pouco
terras	NOM	terra
em	PRP	em
Inhaí	NOM	<unknown>
,	VIRG	,
uma	DET	uma
freguesia	NOM	freguesia
daquela	PRP+P	aquela
cidade	NOM	cidade
mineira	ADJ	mineiro
.	SENT	.
</s>
<s>
Vendeu	V	vender
a	DET	a
modesta	ADJ	modesto
herança	NOM	herança
e	CONJ	e
tratou	V	tratar
de	PRP	de
adquirir	V	adquirir
aquela	DET	aquela
casita	NOM	casa
nos	PRP+DET	em
subúrbios	NOM	subúrbio
em	PRP	em
que	PR	que
ainda	ADV	ainda
morava	V	morar
e	CONJ	e
era	V	ser
dele	PRP+P	de
.	SENT	.
</s>
<s>
O	DET	o
seu	ADJ	seu
preço	NOM	preço
fora	ADV	fora
módico	ADJ	módico
,	VIRG	,
mas	CONJ	mas
,	VIRG	,
mesmo	ADV	mesmo
assim	ADV	assim
,	VIRG	,
o	DET	o
dinheiro	NOM	dinheiro
da	PRP+DET	de
herança	NOM	herança
não	ADV	não
chegara	V	chegar
,	VIRG	,
e	CONJ	e
pagou	V	pagar
o	DET	o
resto	NOM	resto
em	PRP	em
prestações	NOM	prestação
.	SENT	.
</s>
<s>
Agora	ADV	agora
,	VIRG	,
porém	CONJ	porém
,	VIRG	,
e	CONJ	e
mesmo	ADV	mesmo
há	V	haver
vários	ADJ	vário
anos	NOM	ano
,	VIRG	,
estava	V	estar
em	PRP	em
plena	ADJ	pleno
posse	NOM	posse
do	PRP+DET	de
seu	ADJ	seu
"	QUOTE	"
buraco	V	buracar
"	QUOTE	"
,	VIRG	,
como	CONJ	como
ele	P	ele
chamava	V	chamar
a	DET	a
sua	ADJ	sua
humilde	ADJ	humilde
casucha	NOM	casa
.	SENT	.
</s>
<s>
Era	V	ser
simples	ADJ	simples
.	SENT	.
</s>
<s>
Tinha	V	ter
dois	CARD	dois
quartos	NOM	quarto
;	SENT	;
um	DET	um
que	PR	que
dava	V	dar
para	PRP	para
a	DET	a
sala	NOM	sala
de	PRP	de
visitas	NOM	visita
e	CONJ	e
outro	ADJ	outro
para	PRP	para
a	DET	a
sala	NOM	sala
de	PRP	de
jantar	NOM	jantar
,	VIRG	,
aquele	P	aquele
ficava	V	ficar
à	PRP+DET	a
direita	ADJ	direito
e	CONJ	e
este	DET	este
à	PRP+DET	a
esquerda	ADJ	esquerdo
de	PRP	de
quem	PR	quem
entrava	V	entrar
nela	PRP+P	ela
.	SENT	.
</s>
<s>
À	PRP+DET	a
de	PRP	de
visitas	NOM	visita
,	VIRG	,
seguia-se	V+P	seguir
imediatamente	ADV	imediatamente
a	DET	a
sala	NOM	sala
de	PRP	de
jantar	NOM	jantar
.	SENT	.
</s>
<s>
Correspondendo	V	corresponder
a	DET	a
pouco	ADV	pouco
mais	ADV	mais
de	PRP	de
um	DET	um
terço	CARD	terço
da	PRP+DET	de
largura	NOM	largura
total	ADJ	total
da	PRP+DET	de
casa	NOM	casa
,	VIRG	,
havia	V	haver
,	VIRG	,
nos	PRP+DET	em
fundos	NOM	fundo
,	VIRG	,
um	DET	um
puxadito	NOM	<unknown>
,	VIRG	,
onde	PR	onde
estavam	V	estar
a	DET	a
cozinha	NOM	cozinha
e	CONJ	e
uma	DET	uma
despensa	NOM	despensa
minúscula	ADJ	minúsculo
.	SENT	.
</s>
<s>
Comunicava-se	V+P	comunicar
esse	DET	esse
puxadito	NOM	<unknown>
com	PRP	com
a	DET	a
sala	NOM	sala
de	PRP	de
jantar	NOM	jantar
por	PRP	por
uma	DET	uma
porta	NOM	porta
;	SENT	;
e	CONJ	e
a	DET	a
despensa	NOM	despensa
,	VIRG	,
à	PRP+DET	a
esquerda	ADJ	esquerdo
,	VIRG	,
apertava	V	apertar
o	DET	o
puxado	NOM	puxado
,	VIRG	,
a	DET	a
jeito	NOM	jeito
de	PRP	de
um	DET	um
curto	ADJ	curto
corredor	NOM	corredor
,	VIRG	,
até	PRP	até
à	PRP+DET	a
cozinha	NOM	cozinha
,	VIRG	,
que	PR	que
se	P	se
alargava	V	alargar
em	PRP	em
toda	ADJ	todo
a	DET	a
largura	NOM	largura
dele	PRP+P	de
.	SENT	.
</s>
<s>
A	DET	a
porta	NOM	porta
que	PR	que
o	P	o
ligava	V	ligar
à	PRP+DET	a
sala	NOM	sala
de	PRP	de
jantar	NOM	jantar
ficava	V	ficar
bem	ADV	bem
junto	ADV	junto
daquela	PRP+P	aquela
,	VIRG	,
por	PRP	por
onde	PR	onde
se	P	se
ia	V	ir
dessa	PRP+P	de
sala	NOM	sala
para	PRP	para
o	DET	o
quintal	NOM	quintal
.	SENT	.
</s>
<s>
Era	V	ser
assim	ADV	assim
o	DET	o
plano	NOM	plano
da	PRP+DET	de
propriedade	NOM	propriedade
de	PRP	de
Joaquim	NOM	Joaquim
dos	PRP+DET	de
Anjos	NOM	anjo
.	SENT	.
</s>
<s>
Fora	V	ir
do	PRP+DET	de
corpo	NOM	corpo
da	PRP+DET	de
casa	NOM	casa
,	VIRG	,
existia	V	existir
um	DET	um
barracão	NOM	barracão
para	PRP	para
banheiro	NOM	banheiro
,	VIRG	,
tanque	NOM	tanque
,	VIRG	,
etc.	V	<unknown>
,	VIRG	,
e	CONJ	e
o	DET	o
quintal	NOM	quintal
era	V	ser
de	PRP	de
superfície	NOM	superfície
razoável	ADJ	razoável
,	VIRG	,
onde	PR	onde
cresciam	V	crescer
goiabeiras	NOM	goiabeira
,	VIRG	,
dois	CARD	dois
pés	NOM	pé
ou	CONJ	ou
três	CARD	três
de	PRP	de
laranjeiras	NOM	laranjeira
,	VIRG	,
um	DET	um
de	PRP	de
limão	ADJ	limão
galego	NOM	galego
,	VIRG	,
mamoeiros	NOM	mamoeiro
e	CONJ	e
um	DET	um
grande	ADJ	grande
tamarineiro	NOM	tamarineiro
copado	ADJ	copado
,	VIRG	,
bem	ADV	bem
aos	PRP+DET	a
fundos	NOM	fundo
.	SENT	.
</s>
<s>
A	DET	a
rua	NOM	rua
em	PRP	em
que	PR	que
estava	V	estar
situada	V	situar
a	DET	a
sua	ADJ	sua
casa	NOM	casa
desenvolvia-se	V+P	desenvolver
no	PRP+DET	em
plano	NOM	plano
e	CONJ	e
,	VIRG	,
quando	CONJ	quando
chovia	V	chover
,	VIRG	,
encharcava	V	encharcar
e	CONJ	e
ficava	V	ficar
que	CONJSUB	que
nem	CONJ	nem
um	DET	um
pântano	NOM	pântano
;	SENT	;
entretanto	CONJ	entretanto
,	VIRG	,
era	V	ser
povoada	ADJ	povoado
e	CONJ	e
se	P	se
fazia	V	fazer
caminho	NOM	caminho
obrigado	V	obrigar
das	PRP+DET	de
margens	NOM	margem
da	PRP+DET	de
Central	NOM	central
para	PRP	para
a	DET	a
longínqua	ADJ	longínquo
e	CONJ	e
habitada	ADJ	habitado
freguesia	NOM	freguesia
de	PRP	de
Inhaúma	NOM	inhaúma
.	SENT	.
</s>
<s>
Carroções	NOM	carroção
,	VIRG	,
carros	NOM	carro
,	VIRG	,
autocaminhões	NOM	<unknown>
que	PR	que
,	VIRG	,
quase	ADV	quase
diariamente	ADV	diariamente
,	VIRG	,
andam	V	andar
por	PRP	por
aquelas	DET	aquela
bandas	NOM	banda
a	PRP	a
suprir	V	suprir
os	DET	o
retalhistas	NOM	retalhista
de	PRP	de
gêneros	NOM	gênero
que	PR	que
os	DET	o
atacadistas	NOM	atacadista
lhes	P	lhes
fornecem	V	fornecer
,	VIRG	,
percorriam-na	V+P	percorrer
do	PRP+DET	de
começo	NOM	começo
ao	PRP+DET	a
fim	NOM	fim
,	VIRG	,
indicando	V	indicar
que	CONJSUB	que
tal	P	tal
via	V	ver
pública	ADJ	público
devia	V	dever
merecer	V	merecer
mais	ADV	mais
atenção	NOM	atenção
da	PRP+DET	de
edilidade	NOM	edilidade
.	SENT	.
</s>
<s>
Era	V	ser
uma	DET	uma
rua	NOM	rua
sossegada	ADJ	sossegado
e	CONJ	e
toda	ADJ	todo
ela	P	ela
,	VIRG	,
ou	CONJ	ou
quase	ADV	quase
toda	ADJ	todo
,	VIRG	,
edificada	V	edificar
ao	PRP+DET	a
gosto	NOM	gosto
